N	2gram	Tiupa_Narr_1	Dialekti
1	не есть	3	40
2	и не	20	30
3	по себе	5	25
4	и в	19	18
5	точки зрения	10	17
6	ничего не	2	17
7	может быть	25	17
8	и есть	1	16
9	в нем	4	16
10	ни в	3	15
11	не имеет	2	15
12	потому что	1	14
13	а не	12	14
14	не только	32	13
15	и даже	3	13
16	то что	11	13
17	что в	3	13
18	в этом	17	12
19	было бы	4	12
20	с точки	2	12
21	если бы	1	12
22	не может	10	12
23	что это	3	11
24	в себе	8	11
25	что он	6	11
26	как бы	4	11
27	то же	4	10
28	есть нечто	1	10
29	несмотря на	2	10
30	прежде всего	4	10
31	сказать что	4	10
32	и то	1	9
33	отнюдь не	5	9
34	так и	9	9
35	это не	2	9
36	том что	14	9
37	никогда не	3	9
38	в том	18	9
39	но это	1	8
40	к нему	5	8
41	совершенно не	2	8
42	также и	1	7
43	и как	5	7
44	то в	6	7
45	что не	4	7
46	той или	4	7
47	не существует	3	7
48	вовсе не	1	7
49	но и	23	7
50	сам по	1	6
51	хотя бы	4	6
52	в чем	1	6
53	не то	2	6
54	но в	6	6
55	с другой	8	6
56	не в	14	6
57	она не	2	6
58	в то	3	6
59	с ним	1	6
60	можно сказать	5	6
61	ни с	1	6
62	не было	2	6
63	ни на	1	6
64	да и	4	6
65	говорить о	2	5
66	и он	3	5
67	отношение к	2	5
68	в своем	2	5
69	все же	7	5
70	себе не	2	5
71	в противоположность	2	5
72	и с	4	5
73	что оно	1	5
74	не нуждается	1	5
75	в виду	1	5
76	можно было	2	5
77	не с	3	5
78	как же	1	5
79	он сам	2	5
80	само по	1	5
81	в особенности	4	5
82	говорит о	2	5
83	и пр	1	5
84	а в	11	5
85	это и	3	4
86	об этом	1	4
87	как таковой	1	4
88	по крайней	1	4
89	и более	1	4
90	есть всегда	2	4
91	же время	4	4
92	не о	3	4
93	к ней	1	4
94	к тому	7	4
95	как мы	3	4
96	только то	1	4
97	быть может	2	4
98	и вообще	1	4
99	о том	6	4
100	от него	1	4
101	крайней мере	1	4
102	быть и	1	4
103	но не	5	4
104	не мешает	1	4
105	в котором	1	4
106	в конце	1	4
107	мы можем	1	4
108	как раз	2	4
109	как это	6	4
110	хотя и	3	4
111	собственно говоря	1	4
112	так же	2	4
113	может и	1	4
114	другой стороны	4	4
115	отношения к	2	3
116	самом деле	2	3
117	только потому	1	3
118	что смысл	1	3
119	от самого	1	3
120	должна быть	2	3
121	действительности и	1	3
122	есть не	1	3
123	но она	1	3
124	в ней	3	3
125	мысли и	1	3
126	на самом	1	3
127	если в	3	3
128	или иное	2	3
129	все равно	1	3
130	что они	3	3
131	то или	3	3
132	более или	2	3
133	от этого	1	3
134	в самом	1	3
135	та же	2	3
136	он не	3	3
137	содержит в	1	3
138	что ни	1	3
139	но все	4	3
140	этом смысле	1	3
141	в них	1	3
142	или менее	2	3
143	в их	1	3
144	точку зрения	4	3
145	даже в	2	3
146	вплоть до	2	3
147	в основе	5	3
148	иметь в	1	3
149	а лишь	1	3
150	ли это	1	3
151	могут быть	3	3
152	утверждать что	2	3
153	нуждается в	5	3
154	что и	1	3
155	может иметь	1	3
156	один из	3	3
157	только в	4	3
158	даже если	1	3
159	или иной	5	3
160	даже не	3	3
161	точек зрения	2	3
162	по направлению	1	3
163	ничем не	1	3
164	а он	1	3
165	и потому	2	3
166	в данном	5	3
167	в его	9	3
168	тех или	1	3
169	не является	8	3
170	и все	2	3
171	жизни и	3	3
172	же как	3	2
173	на вас	1	2
174	и больше	1	2
175	что если	1	2
176	оно есть	1	2
177	мы и	1	2
178	из этих	3	2
179	но как	2	2
180	точка зрения	6	2
181	что именно	2	2
182	что как	1	2
183	что касается	2	2
184	и где	1	2
185	человеческого сознания	1	2
186	образом и	1	2
187	все эти	2	2
188	к самому	2	2
189	тоже не	1	2
190	тому же	5	2
191	в первую	1	2
192	не как	2	2
193	на земле	1	2
194	на этом	1	2
195	образа и	1	2
196	и может	1	2
197	в мире	9	2
198	это было	1	2
199	с другими	1	2
200	но уже	1	2
201	мы имеем	2	2
202	с этой	1	2
203	как и	7	2
204	до сих	1	2
205	и тогда	1	2
206	и при	1	2
207	себе а	1	2
208	в которых	1	2
209	и другого	1	2
210	и от	1	2
211	ни было	3	2
212	не знает	1	2
213	не менее	3	2
214	как о	1	2
215	дело не	1	2
216	себе самом	2	2
217	бы все	1	2
218	и является	1	2
219	и эта	1	2
220	этом отношении	3	2
221	которое в	1	2
222	как только	1	2
223	отличается от	4	2
224	от которой	1	2
225	как не	1	2
226	и совершенно	1	2
227	в другом	1	2
228	мог бы	3	2
229	тех кто	1	2
230	на что	1	2
231	это может	1	2
232	том или	2	2
233	грань между	1	2
234	вслед за	4	2
235	есть тоже	1	2
236	в него	1	2
237	того что	1	2
238	в современной	1	2
239	чем он	1	2
240	и быть	1	2
241	с ними	1	2
242	мы увидим	1	2
243	может оказаться	2	2
244	поэтому и	1	2
245	с одной	7	2
246	в качестве	21	2
247	уже не	5	2
248	и у	1	2
249	и внутреннего	1	2
250	то и	1	2
251	из них	3	2
252	для него	2	2
253	никто не	1	2
254	именно как	1	2
255	со стороны	9	2
256	как у	1	2
257	именно в	6	2
258	здесь в	1	2
259	а с	3	2
260	стремится к	1	2
261	о чем	2	2
262	он и	1	2
263	если это	1	2
264	в частности	14	2
265	пространства и	1	2
266	как в	7	2
267	одной стороны	7	2
268	это за	1	2
269	еще не	7	2
270	или хотя	1	2
271	сих пор	1	2
272	и для	2	2
273	тем более	2	2
274	свет и	1	2
275	а о	1	2
276	и сейчас	2	2
277	точно так	2	2
278	мифа как	1	2
279	как результат	1	2
280	этой точки	2	2
281	которая не	1	2
282	как известно	2	1
283	речь идет	4	1
284	неотделима от	1	1
285	например в	2	1
286	не становится	1	1
287	показаться что	1	1
288	мере в	1	1
289	о разных	1	1
290	чего не	1	1
291	к другому	2	1
292	и до	2	1
293	уже по	1	1
294	и могут	1	1
295	а как	1	1
296	им самим	1	1
297	мы не	1	1
298	связаны между	1	1
299	мир не	1	1
300	из жизни	1	1
301	только благодаря	1	1
302	он как	1	1
303	что иное	2	1
304	на себя	3	1
305	этих характеристик	1	1
306	и самого	3	1
307	разумеется не	1	1
308	столько же	1	1
309	иное как	2	1
310	что по	2	1
311	столь же	3	1
312	говорит и	2	1
313	в различных	1	1
314	во всех	1	1
315	бы она	1	1
316	совершенно особое	1	1
317	во внешнем	2	1
318	в ее	3	1
319	не требует	1	1
320	совсем не	1	1
321	мы будем	1	1
322	эта особенность	1	1
323	друг от	1	1
324	нет и	2	1
325	один и	1	1
326	такого мира	1	1
327	первый взгляд	2	1
328	в той	6	1
329	данный момент	1	1
330	из уст	1	1
331	дает нам	1	1
332	в связи	2	1
333	что первое	1	1
334	вспомним что	1	1
335	итак в	1	1
336	что нет	2	1
337	кто не	1	1
338	мысль о	1	1
339	когда он	3	1
340	сознания в	1	1
341	могли бы	1	1
342	и наконец	1	1
343	ином отношении	1	1
344	и к	1	1
345	как то	1	1
346	формы в	1	1
347	так или	2	1
348	бы не	2	1
349	в мышлении	1	1
350	не могла	1	1
351	с чем	2	1
352	больше всего	1	1
353	при этом	9	1
354	в понимании	1	1
355	к одному	1	1
356	в силу	4	1
357	это надо	1	1
358	перед ними	1	1
359	постольку поскольку	2	1
360	и по	1	1
361	или иных	1	1
362	от других	1	1
363	таким образом	1	1
364	по его	1	1
365	здесь мы	1	1
366	не будет	3	1
367	что все	1	1
368	же не	4	1
369	в состоянии	1	1
370	это случилось	1	1
371	чего он	1	1
372	мы уже	1	1
373	а по	2	1
374	на ту	1	1
375	то есть	19	1
376	для своей	2	1
377	зрения на	2	1
378	его в	2	1
379	первую очередь	1	1
380	от одного	2	1
381	увидим впоследствии	1	1
382	и тем	4	1
383	солнце и	1	1
384	из нее	1	1
385	далеко не	5	1
386	в этой	5	1
387	не всегда	2	1
388	на другое	1	1
389	основывается на	1	1
390	жизни но	2	1
391	оно имеет	1	1
392	производит впечатление	1	1
393	с такой	1	1
394	в развитии	1	1
395	имеет место	4	1
396	себе с	1	1
397	как произведение	1	1
398	место в	1	1
399	на свою	1	1
400	здесь но	1	1
401	процесса и	2	1
402	есть его	1	1
403	собственном или	1	1
404	последних дней	1	1
405	и ничего	1	1
406	другом и	2	1
407	но он	1	1
408	сами по	2	1
409	том чтобы	1	1
410	над ними	1	1
411	тем не	3	1
412	еще раз	1	1
413	не могли	1	1
414	зрения и	2	1
415	этом не	1	1
416	но ясно	1	1
417	чистом виде	1	1
418	тем самым	6	1
419	до известной	1	1
420	себе момент	1	1
421	есть прежде	1	1
422	дело в	1	1
423	как таковых	1	1
424	подлинная жизнь	1	1
425	которых и	2	1
426	вытекает из	1	1
427	что весьма	1	1
428	как формы	2	1
429	жизни не	1	1
430	имеем дело	2	1
431	именно с	1	1
432	смысл для	1	1
433	этих двух	1	1
434	по своей	3	1
435	научного религиозного	1	1
436	мире и	1	1
437	и его	5	1
438	связи с	4	1
439	наука или	1	1
440	как будто	3	1
441	в будущем	2	1
442	может показаться	1	1
443	с другом	1	1
444	не бывает	1	1
445	и оно	1	1
446	не могут	1	1
447	когда мы	2	1
448	далее по	1	1
449	же самое	1	1
450	из монастыря	1	1
451	например на	1	1
452	для восприятия	1	1
453	оно не	2	1
454	если же	1	1
455	но сама	2	1
456	где он	1	1
457	вещами и	1	1
458	но по	1	1
459	от друга	1	1
460	здесь не	4	1
461	на другой	2	1
462	зрения не	1	1
463	однако эта	1	1
464	свет в	1	1
465	на том	3	1
466	и когда	2	1
467	и сам	1	1
468	что у	2	1
469	времени и	7	1
470	здесь как	1	1
471	отличная от	1	1
472	в результате	2	1
473	казалось ему	1	1
474	из подлинного	1	1
475	бывает в	1	1
476	ничто в	1	1
477	и смерть	1	1
478	и там	1	1
479	то они	2	1
480	структуру и	1	1
481	есть само	1	1
482	тоже символически	1	1
483	того или	2	1
484	свете в	1	1
485	между тем	3	1
486	и три	1	1
487	суть не	1	1
488	бытии но	1	1
489	и только	2	1
490	тотчас же	1	1
491	нельзя сказать	1	1
492	но собственно	1	1
493	все время	1	1
494	не знаю	1	1
495	или может	1	1
496	а именно	3	1
497	не так	1	1
498	ее к	1	1
499	в какой	2	1
500	известного рода	1	1
501	на природу	1	1
502	что понятие	1	1
503	зрения одного	1	1
504	деле не	1	1
505	или же	1	1
506	мира как	1	1
507	имеет своим	1	1
508	со всеми	1	1
509	себя в	5	1
510	есть в	2	1
511	уже в	3	1
512	для рассказа	1	1
513	в понятие	1	1
514	а то	1	1
515	то чему	1	1
516	сказать о	1	1
517	не дает	1	1
518	но от	2	1
519	он может	1	1
520	мир в	1	1
521	не миф	1	1
522	от тех	1	1
523	у него	4	1
524	как такового	1	1
525	общая идея	1	1
526	или ином	2	1
527	от того	1	1
528	смерти и	2	1
529	вне ее	1	1
530	фактов то	1	1
531	никогда и	1	1
532	в данный	1	1
533	или иначе	3	1
534	говорить и	1	1
535	и др	2	1
536	нового времени	2	1
537	лица по	1	1
538	а на	1	1
539	а за	1	1
540	зависит от	2	1
541	его как	2	1
542	как ни	2	1
543	одну из	2	1
544	когда она	1	1
545	об ее	1	1
546	и уже	1	1
547	не об	1	1
548	и ему	1	1
549	если не	4	1
550	его высшей	1	1
551	к другой	2	1
552	в меру	1	1
553	жизненного опыта	1	1
554	мифа в	1	1
555	направлению к	1	1
556	к своему	1	1
557	встречается в	2	1
558	а если	2	1
559	наряду с	2	1
560	перед нами	4	1
561	в чистом	1	1
562	его жизни	2	1
563	быть только	1	1
564	с которым	1	1
565	по существу	2	1
566	друг с	1	1
567	ней не	1	1
568	схемы и	1	1
569	вверх и	1	1
570	думает о	1	1
571	в субъекте	1	1
572	что мы	2	1
573	казалось что	5	1
574	каким он	2	1
575	этом и	1	1
576	является как	1	1
577	от нас	1	1
578	всего в	1	1
579	является ли	1	1
580	в полном	2	1
581	известной степени	1	1
582	указать на	1	1
583	для автора	2	1
584	нами два	1	1
585	хотя они	1	1
586	она может	2	1
587	мира и	2	1
588	о котором	1	1
589	человек и	1	1
590	каждый год	2	1
591	и перед	1	1
592	постоянно и	1	1
593	но также	1	1
594	который является	1	1
595	на первый	2	1
596	для нас	1	1
597	было на	1	1
598	но именно	1	1
599	не должен	1	1
600	также не	1	1
601	а также	7	1
602	есть уже	1	1
603	хотя в	2	1
604	что вообще	1	1
605	к ее	1	1
606	целью и	1	1
607	жизни в	3	1
608	между ними	2	1
609	не быть	1	1
610	своего предмета	1	1
611	к его	1	1
612	жизни а	2	1
613	светом но	1	1
614	не что	2	1
615	только о	2	1
616	есть то	1	1
617	жизни мы	1	1
618	о себе	1	1
619	небо и	1	1
620	они не	2	1
621	себе без	1	1
622	который не	1	1
623	в таком	2	1
