N	4gram	Losev_Vlad_1	Problema
1	не что иное как	1	4
2	на самом же деле	1	4
3	также и то что	1	4
4	в то время как	1	4
5	есть не что иное	1	4
6	одно и то же	1	3
7	бы то ни было	1	3
8	и ни в чем	1	2
9	ни в каком случае	1	2
10	чего бы то ни	1	2
11	собственно говоря никогда не	1	2
12	ни в чем не	1	2
13	дело в том что	4	2
14	мы должны сказать что	1	2
15	указанием на то что	1	1
16	самом же деле это	1	1
17	в заключение мы должны	1	1
18	и т д в	1	1
19	мы уже видели что	1	1
20	выдвинуть на первый план	1	1
21	у а к толстого	1	1
22	в конце концов и	1	1
23	ничего о ней не	1	1
24	в каком случае не	1	1
25	заключение мы должны сказать	1	1
26	но на этот раз	1	1
27	еще и потому что	2	1
28	но в том виде	1	1
29	заключается в том чтобы	1	1
30	в чем не заинтересованного	1	1
