N	3gram	Bakhtin_Pr_3	Formalny
1	не может быть	1	10
2	в связи с	1	10
3	с точки зрения	2	7
4	в этом отношении	1	7
5	то же время	5	5
6	в то же	5	5
7	во всяком случае	1	5
8	здесь и теперь	1	4
9	и не может	1	3
10	и в то	2	3
11	в зависимости от	2	3
12	но и в	1	3
13	может быть и	2	3
14	в большинстве случаев	4	3
15	с другой стороны	1	3
16	так и в	2	3
17	этом отношении очень	1	2
18	прежде всего в	1	2
19	в этом смысле	1	2
20	в отличие от	1	2
21	и в дальнейшем	2	2
22	даже и не	2	2
23	в применении к	1	2
24	ни на один	1	2
25	в конце концов	1	2
26	в истории литературы	1	2
27	с самого начала	3	2
28	и прежде всего	5	2
29	в предисловии к	1	2
30	в том что	3	2
31	и в конце	1	1
32	теперь мы должны	2	1
33	мы ни на	1	1
34	что иное как	1	1
35	следует отметить что	1	1
36	очень важное место	1	1
37	в эпоху разложения	1	1
38	таким образом во	1	1
39	по существу и	1	1
40	в ней все	1	1
41	более или менее	3	1
42	равно как и	1	1
43	и до сих	1	1
44	из виду мы	1	1
45	в одной из	1	1
46	может быть наиболее	1	1
47	следует сказать что	1	1
48	до сих пор	5	1
49	очень существенное значение	1	1
50	литературы таким образом	1	1
51	но вовсе не	1	1
52	является одним из	1	1
53	в средневековой европе	1	1
54	важное значение в	1	1
55	в собственном смысле	2	1
56	с самим собою	4	1
57	может быть даже	1	1
58	по крайней мере	1	1
59	не чем иным	1	1
60	но в то	1	1
61	могут быть названы	1	1
62	продолжает жить и	1	1
63	к вопросу о	1	1
64	и тот же	1	1
65	смысле этого слова	1	1
66	с другими художественными	1	1
67	в той же	1	1
68	но при этом	1	1
69	важное место в	1	1
70	тенденция к созданию	1	1
71	так или иначе	1	1
72	в большей или	2	1
73	или меньшей степени	2	1
74	все более и	1	1
75	так и для	1	1
76	мы не найдем	1	1
77	но и самые	1	1
78	и не о	1	1
79	один и тот	1	1
80	в широком смысле	1	1
81	что они не	1	1
82	каждого из них	1	1
83	есть не что	1	1
84	чем иным как	1	1
85	самостоятельное значение и	1	1
86	но тем не	1	1
87	быть даже и	1	1
88	большей или меньшей	3	1
89	хотя и на	1	1
90	и тем самым	1	1
91	в некоторых отношениях	1	1
92	более и более	1	1
93	ровно ничего не	1	1
94	или во всяком	1	1
95	прежде всего поражает	1	1
96	во всех сферах	1	1
97	языка а не	1	1
98	в его целом	1	1
99	говорить только о	1	1
100	не что иное	1	1
101	тем не менее	2	1
102	здесь следует отметить	1	1
103	а не в	1	1
104	как и в	3	1
105	отметить что в	1	1
106	школ и направлений	1	1
