N	3gram	Vinokur_Ku_3	Problemy
1	то же время	1	10
2	в то же	1	10
3	на самом деле	3	9
4	по отношению к	2	6
5	в той или	2	4
6	во всяком случае	1	4
7	и прежде всего	1	4
8	той или иной	5	4
9	в этом смысле	1	3
10	и в самом	4	3
11	бы то ни	1	3
12	с другой стороны	3	3
13	не может быть	3	3
14	к тому же	2	3
15	смысле этого слова	2	2
16	и к тому	1	2
17	как раз и	2	2
18	с точки зрения	16	2
19	не только слово	1	2
20	и не может	1	2
21	и в то	1	2
22	сам по себе	3	2
23	в отличие от	2	2
24	можно было бы	10	2
25	ни одного слова	1	2
26	или иной степени	1	2
27	к другому и	1	2
28	и в этом	4	2
29	или иной форме	1	2
30	так и в	3	2
31	но все же	1	2
32	в том что	8	2
33	мы увидим что	1	2
34	именно потому что	1	2
35	что он в	1	2
36	сплошь да рядом	2	1
37	в сущности уже	1	1
38	одних и тех	1	1
39	точки зрения на	2	1
40	он мог бы	1	1
41	в чем же	1	1
42	что здесь можно	1	1
43	потому что в	2	1
44	а вовсе не	1	1
45	в самом деле	11	1
46	в этом случае	4	1
47	сих пор еще	3	1
48	что же касается	1	1
49	самом деле не	2	1
50	до сих пор	8	1
51	примеров достаточно все	1	1
52	другой точки зрения	1	1
53	вместе с тем	1	1
54	что он не	1	1
55	а что же	1	1
56	в строгом смысле	1	1
57	а так как	1	1
58	но для этого	1	1
59	было бы привести	2	1
60	это вовсе не	1	1
61	по крайней мере	1	1
62	и тех же	1	1
63	может быть и	1	1
64	в своей статье	2	1
65	к тому что	1	1
66	в данном случае	4	1
67	что на самом	1	1
68	пор еще не	1	1
69	все без исключения	1	1
70	более интересна что	1	1
71	не иначе как	1	1
72	как и слово	1	1
73	не только для	1	1
74	и в отношении	1	1
75	прежде всего в	1	1
76	то что он	1	1
77	решается в сущности	1	1
78	дают достаточный материал	1	1
79	то же слово	1	1
80	нас прежде всего	1	1
81	тем более интересна	1	1
82	в свое время	2	1
83	это потому что	1	1
84	в то время	1	1
85	это еще не	1	1
86	в этом я	1	1
87	из которых каждый	1	1
88	и вместе с	1	1
89	в свою очередь	1	1
90	и не даром	1	1
91	и того же	2	1
92	о том что	3	1
93	же время как	1	1
94	не только не	1	1
95	но в этом	1	1
96	одного и того	2	1
97	не может обойтись	1	1
98	друг от друга	1	1
99	тем не менее	9	1
100	после всего этого	1	1
101	сама по себе	2	1
102	как мы видели	2	1
103	для того чтобы	11	1
104	этом смысле можно	1	1
105	независимо от их	1	1
106	что и в	2	1
107	то же самое	1	1
