N	2gram	Bakhtin_Fr_7	Formalny
1	и в	41	38
2	в этом	15	27
3	может быть	4	23
4	и его	9	21
5	таким образом	19	20
6	и не	7	20
7	в самом	1	16
8	не в	9	15
9	прежде всего	11	15
10	не может	3	14
11	в нем	7	13
12	связи с	1	13
13	но и	9	13
14	с его	2	11
15	с тем	1	11
16	в том	11	11
17	вовсе не	7	11
18	в его	12	10
19	в связи	2	10
20	с помощью	6	10
21	не только	5	9
22	при этом	3	9
23	и с	4	9
24	как и	14	9
25	в процессе	2	9
26	самом деле	1	8
27	все же	1	8
28	точки зрения	5	8
29	так и	10	8
30	что и	5	8
31	тем что	3	8
32	в первом	1	7
33	как мы	11	7
34	в корне	1	7
35	по себе	1	7
36	для него	6	7
37	в своей	3	7
38	с точки	3	7
39	язык и	1	7
40	во втором	1	7
41	уже не	2	7
42	этом отношении	2	7
43	в других	1	7
44	не могут	1	7
45	по существу	8	7
46	слова и	1	7
47	что в	9	7
48	и ее	2	6
49	в ней	5	6
50	в истории	1	6
51	все эти	13	6
52	в этой	13	6
53	то же	13	6
54	было бы	4	6
55	он не	4	6
56	в их	3	6
57	все время	2	6
58	только в	6	6
59	то что	8	6
60	не было	3	6
61	вместе с	5	6
62	а не	2	6
63	в результате	2	6
64	а в	5	6
65	это и	1	5
66	должна быть	1	5
67	в первый	1	5
68	всего этого	2	5
69	во всех	3	5
70	в слове	1	5
71	в то	10	5
72	в основе	1	5
73	же время	9	5
74	что он	3	5
75	всяком случае	1	5
76	если мы	1	5
77	именно в	2	5
78	с этим	2	5
79	в реальном	2	5
80	более того	1	5
81	и для	5	5
82	бы в	2	5
83	еще более	2	5
84	во всяком	2	5
85	здесь и	2	4
86	в сущности	4	4
87	что они	1	4
88	как в	5	4
89	и наконец	4	4
90	и к	5	4
91	как таковое	1	4
92	не как	1	4
93	его от	1	4
94	материала и	1	4
95	мы видели	5	4
96	как о	3	4
97	ничего не	4	4
98	к тому	2	4
99	здесь не	1	4
100	в дальнейшем	1	4
101	но в	8	4
102	в большинстве	2	4
103	из них	3	4
104	так как	3	4
105	даже и	1	4
106	в особенности	2	4
107	и даже	1	4
108	на фоне	1	4
109	мы говорим	1	4
110	вот как	1	4
111	как бы	7	4
112	лишь как	1	4
113	оно не	2	4
114	к этому	5	4
115	они не	1	4
116	например в	3	3
117	сам по	1	3
118	и до	6	3
119	а как	1	3
120	мы не	2	3
121	и на	4	3
122	в сюжете	1	3
123	значение и	1	3
124	чем же	1	3
125	как к	1	3
126	однако не	1	3
127	хотя и	4	3
128	и как	2	3
129	от этого	3	3
130	не приходится	1	3
131	что это	4	3
132	роль в	2	3
133	только на	2	3
134	так сказать	3	3
135	время и	1	3
136	но именно	3	3
137	значительной степени	2	3
138	и может	2	3
139	его в	3	3
140	это было	2	3
141	в ином	1	3
142	для них	1	3
143	он и	1	3
144	такой же	3	3
145	место в	4	3
146	однако и	1	3
147	не видели	1	3
148	только и	1	3
149	в области	2	3
150	но все	4	3
151	не есть	2	3
152	своего развития	1	3
153	отвлечься от	1	3
154	так в	1	3
155	особенно в	2	3
156	все дело	1	3
157	и здесь	4	3
158	одного из	2	3
159	в значительной	2	3
160	к нему	5	3
161	того что	2	3
162	большинстве случаев	2	3
163	менее всего	1	3
164	и их	3	3
165	слова в	1	3
166	чтобы показать	1	3
167	и прежде	1	3
168	и др	2	3
169	все это	10	3
170	произведения на	1	3
171	на самом	2	3
172	или в	2	3
173	и все	14	3
174	жизни и	3	3
175	вряд ли	1	2
176	в такой	1	2
177	и то	2	2
178	между двумя	1	2
179	явления и	2	2
180	к другому	1	2
181	игры с	1	2
182	едва ли	1	2
183	был и	1	2
184	его не	1	2
185	по аналогии	1	2
186	не была	1	2
187	функции в	1	2
188	они были	1	2
189	это время	1	2
190	он был	3	2
191	первый план	1	2
192	совсем не	3	2
193	но не	1	2
194	а только	2	2
195	отношение к	2	2
196	он пишет	1	2
197	нужно понимать	1	2
198	отличие от	1	2
199	в одной	2	2
200	что именно	1	2
201	все остальные	1	2
202	перед нами	2	2
203	кроме того	3	2
204	та же	4	2
205	в которой	2	2
206	уже в	5	2
207	он в	1	2
208	ее как	1	2
209	они только	1	2
210	же это	1	2
211	в плане	5	2
212	путем что	1	2
213	и по	3	2
214	на этом	5	2
215	в основу	1	2
216	говорить не	1	2
217	от одного	1	2
218	и иных	1	2
219	и тем	1	2
220	бы совершенно	1	2
221	ни в	6	2
222	от него	1	2
223	нигде не	2	2
224	становится и	1	2
225	должно быть	4	2
226	том что	4	2
227	на первый	1	2
228	в этих	2	2
229	не так	1	2
230	во второй	2	2
231	представление о	1	2
232	должны были	1	2
233	их в	2	2
234	даже в	1	2
235	она не	1	2
236	тем самым	3	2
237	самого начала	1	2
238	не имеет	3	2
239	ее с	1	2
240	не по	1	2
241	для всего	1	2
242	находится в	2	2
243	никогда не	2	2
244	на котором	1	2
245	правда в	1	2
246	наоборот он	1	2
247	присмотримся к	1	2
248	есть только	1	2
249	всего в	5	2
250	что на	1	2
251	эти явления	1	2
252	и это	5	2
253	и о	1	2
254	значения и	1	2
255	на нем	1	2
256	в ее	1	2
257	и от	8	2
258	и этим	1	2
259	с самого	2	2
260	времени и	1	2
261	сам он	3	2
262	мы в	2	2
263	в эпоху	7	2
264	с ним	2	2
265	в виду	4	2
266	в применении	1	2
267	между тем	1	2
268	во всей	2	2
269	это не	6	2
270	в самый	2	2
271	этом смысле	1	2
272	один из	1	2
273	тем путем	1	2
274	с ними	3	2
275	этот вопрос	1	2
276	здесь с	1	2
277	по этому	3	2
278	не будет	1	2
279	потому что	5	2
280	в качестве	9	2
281	еще одну	1	2
282	или даже	1	2
283	при помощи	1	2
284	и других	2	2
285	характерно что	2	2
286	очень характерно	1	2
287	и нового	2	2
288	в известной	1	2
289	в котором	1	2
290	в конце	8	2
291	как его	1	2
292	не просто	2	2
293	остается подвести	1	2
294	между ними	1	2
295	превращается в	1	2
296	до конца	2	2
297	ничем не	3	2
298	конце концов	4	2
299	его как	2	2
300	его помощью	1	2
301	к его	1	2
302	как это	1	2
303	в той	3	2
304	перехода от	1	2
305	применении к	1	2
306	в тех	1	2
307	из этого	1	2
308	нем как	1	2
309	является для	1	2
310	но это	3	2
311	в чем	2	2
312	сказать что	1	2
313	от всех	1	2
314	ее в	1	2
315	и другие	3	2
316	именно здесь	1	2
317	в таком	1	2
318	и наиболее	1	1
319	от этой	1	1
320	до него	1	1
321	и через	1	1
322	того же	3	1
323	и без	1	1
324	и новое	1	1
325	что слово	1	1
326	в чисто	1	1
327	проникает в	3	1
328	мыслится им	1	1
329	ведь и	1	1
330	оно было	2	1
331	все те	2	1
332	той же	3	1
333	ни взяли	1	1
334	есть не	2	1
335	эти факты	1	1
336	мы имеем	2	1
337	итоги нашего	2	1
338	на место	4	1
339	и новые	2	1
340	на эти	1	1
341	начинается с	2	1
342	этот был	1	1
343	так чтобы	1	1
344	но она	1	1
345	что иное	1	1
346	догматическое отрицание	1	1
347	но даже	1	1
348	конечно и	1	1
349	и со	2	1
350	и заставляет	2	1
351	же что	2	1
352	это существо	1	1
353	именно эти	1	1
354	иное как	1	1
355	время в	2	1
356	заложены в	1	1
357	в различных	1	1
358	новое научное	1	1
359	этой школы	1	1
360	точка зрения	2	1
361	характер они	2	1
362	подвести некоторые	1	1
363	этих ценностей	1	1
364	иногда и	1	1
365	легче и	1	1
366	явление как	1	1
367	взяли мы	1	1
368	что во	1	1
369	общего с	1	1
370	в своем	9	1
371	и нет	1	1
372	к новому	2	1
373	и где	1	1
374	и есть	3	1
375	более или	2	1
376	нем дается	1	1
377	все новые	2	1
378	где все	2	1
379	помощью которого	1	1
380	бы сказать	1	1
381	в нашем	1	1
382	речи на	1	1
383	которые в	1	1
384	направлено именно	1	1
385	выражение в	3	1
386	думать что	1	1
387	обстоятельствам и	1	1
388	с их	1	1
389	им в	1	1
390	слова было	1	1
391	но он	4	1
392	реальном пространстве	2	1
393	имеем в	2	1
394	как он	2	1
395	но на	1	1
396	всей его	1	1
397	не могла	1	1
398	на что-то	1	1
399	в первых	1	1
400	связанные с	3	1
401	разобранная нами	1	1
402	они в	2	1
403	и еще	2	1
404	речи в	1	1
405	и которые	1	1
406	том чтобы	1	1
407	и связанные	1	1
408	характерное для	1	1
409	и бранью	2	1
410	именно это	1	1
411	они во	1	1
412	смысле в	1	1
413	по аристотелю	1	1
414	в другом	1	1
415	некоторые итоги	2	1
416	связанных с	3	1
417	и чтобы	1	1
418	в виде	1	1
419	действительности в	1	1
420	указанных нами	1	1
421	он есть	1	1
422	этом романе	1	1
423	за ней	1	1
424	ведь в	1	1
425	здесь это	1	1
426	человека на	1	1
427	в них	7	1
428	рядом с	4	1
429	же мы	1	1
430	как об	1	1
431	отрицания и	1	1
432	в данном	2	1
433	оно имеет	1	1
434	чем в	1	1
435	отрицание в	2	1
436	и некоторые	1	1
437	обратимся к	1	1
438	и практики	1	1
439	об особом	1	1
440	или менее	2	1
441	литература и	1	1
442	места в	2	1
443	отрыве от	2	1
444	том как	2	1
445	это наслаждение	1	1
446	и при	1	1
447	нас не	2	1
448	лежат в	1	1
449	существенных моментов	1	1
450	не удастся	1	1
451	языке но	1	1
452	знаем что	1	1
453	все они	6	1
454	резко изменилась	1	1
455	однако от	1	1
456	нельзя было	1	1
457	эта не	1	1
458	не будем	1	1
459	этой плоскости	1	1
460	чисто отрицательную	1	1
461	ее так	1	1
462	как от	1	1
463	не должно	3	1
464	в словах	2	1
465	возвращается к	1	1
466	очень отчетливо	1	1
467	и вся	3	1
468	его целом	2	1
469	но они	1	1
470	иной раз	1	1
471	приближает к	1	1
472	эти формы	1	1
473	последнем счете	1	1
474	дело в	2	1
475	одной плоскости	1	1
476	всех тех	1	1
477	на него	1	1
478	взглянуть на	1	1
479	его участников	1	1
480	тем чем	1	1
481	человека во	1	1
482	нет места	1	1
483	все свои	2	1
484	как два	1	1
485	и вещи	1	1
486	близкий к	1	1
487	таким путем	1	1
488	явление в	2	1
489	за исключением	1	1
490	во всем	1	1
491	далеко не	2	1
492	не оправдано	1	1
493	ибо все	1	1
494	мы бы	1	1
495	здесь же	1	1
496	чем объясняется	1	1
497	и несколько	1	1
498	одним из	1	1
499	у нас	1	1
500	в остальных	1	1
501	во все	2	1
502	как только	1	1
503	является одним	1	1
504	здесь они	1	1
505	они и	2	1
506	в каждом	1	1
507	основной особенности	1	1
508	подчеркнуть что	1	1
509	ничего общего	1	1
510	должен быть	2	1
511	слов мы	1	1
512	и образ	2	1
513	свою очередь	3	1
514	с сохранением	1	1
515	данном случае	1	1
516	учении о	1	1
517	характер и	1	1
518	в средневековой	1	1
519	ее элементы	1	1
520	как отрицание	2	1
521	зрения не	1	1
522	во главе	1	1
523	на свой	1	1
524	необходимо учесть	1	1
525	с собой	1	1
526	можно было	3	1
527	в последующих	1	1
528	таковы что	1	1
529	иногда в	3	1
530	именно этот	1	1
531	всему движению	1	1
532	на них	3	1
533	форме в	1	1
534	образом в	1	1
535	может в	1	1
536	является по	1	1
537	слова из	1	1
538	вот почему	1	1
539	о том	6	1
540	и та	1	1
541	значение имеют	1	1
542	определенные и	1	1
543	аналогии с	1	1
544	что его	1	1
545	по их	1	1
546	и во	2	1
547	образом мы	1	1
548	все в	1	1
549	том или	1	1
550	и всю	1	1
551	вся эта	2	1
552	этому поводу	1	1
553	были очень	2	1
554	для той	1	1
555	отвлекаясь от	1	1
556	же характер	1	1
557	романа не	1	1
558	в форме	3	1
559	богатство и	1	1
560	движения в	2	1
561	на развитие	1	1
562	слов и	4	1
563	и смысл	2	1
564	может иметь	2	1
565	в организме	1	1
566	процессе борьбы	1	1
567	в отрыве	2	1
568	борьбы за	1	1
569	оказалось что	1	1
570	тот же	2	1
571	учении об	1	1
572	мы увидим	1	1
573	в себе	11	1
574	к их	1	1
575	и так	2	1
576	правда и	2	1
577	поэтому и	3	1
578	в литературу	1	1
579	жизни души	1	1
580	от них	1	1
581	нем слиты	1	1
582	так что	1	1
583	для всех	2	1
584	соответствие между	1	1
585	можно определить	1	1
586	истории как	1	1
587	этому вопросу	1	1
588	почти полностью	1	1
589	мог стать	1	1
590	так называемый	2	1
591	помощью каких	1	1
592	который как	1	1
593	себе в	1	1
594	никто не	10	1
595	ведь это	1	1
596	в порядок	1	1
597	к ним	1	1
598	по тем	1	1
599	или ином	1	1
600	момент в	4	1
601	всех основных	1	1
602	за пределы	1	1
603	здесь в	1	1
604	по своим	1	1
605	и создает	1	1
606	к которому	1	1
607	в свою	3	1
608	характерно для	2	1
609	вещь и	1	1
610	говорит о	1	1
611	и поставлены	1	1
612	а на	2	1
613	из тех	1	1
614	различных формах	1	1
615	был в	2	1
616	на этот	1	1
617	и самый	1	1
618	не на	3	1
619	и непосредственно	1	1
620	в руках	3	1
621	у всех	1	1
622	ближе к	1	1
623	в речи	1	1
624	почву для	1	1
625	связь с	1	1
626	все основные	1	1
627	так же	5	1
628	но особенно	2	1
629	он уже	1	1
630	всем что	1	1
631	о чем	1	1
632	такого рода	1	1
633	нашего анализа	2	1
634	и там	1	1
635	в литературе	2	1
636	формы все	1	1
637	не что	1	1
638	в первой	2	1
639	образом на	1	1
640	в контексте	1	1
641	не касается	1	1
642	автора и	1	1
643	новые и	2	1
644	его произнесения	1	1
645	произведении он	1	1
646	в более	4	1
647	вот его	1	1
648	этой системы	2	1
649	о нем	3	1
650	целый ряд	4	1
651	из живых	1	1
652	несмотря на	3	1
653	же в	2	1
654	в системе	1	1
655	но оно	1	1
656	к самому	2	1
657	его к	3	1
658	одной из	2	1
659	весьма разнообразно	1	1
