N	3gram	Bakhtin_Fr_1	Dialekti
1	с точки зрения	3	12
2	в том что	6	7
3	то же время	1	4
4	с другой стороны	1	4
5	в то же	1	4
6	потому что он	1	3
7	в нем нет	1	3
8	не может быть	1	3
9	можно сказать что	1	3
10	той или иной	5	3
11	никогда не может	1	2
12	на самом деле	2	2
13	до сих пор	4	2
14	на что не	1	2
15	но все это	1	2
16	в этом отношении	3	2
17	или хотя бы	1	2
18	то или иное	1	2
19	так как он	1	2
20	и в частности	2	2
21	с одной стороны	2	2
22	прежде всего необходимо	1	2
23	ни на что	1	2
24	и в нем	1	2
25	это конечно не	1	2
26	во всяком случае	1	2
27	на деле же	1	2
28	и даже больше	1	2
29	которая характерна для	1	2
30	не стремится к	1	1
31	находит его в	1	1
32	это уже не	3	1
33	а между тем	1	1
34	в той или	5	1
35	сказать что в	1	1
36	в какой мере	1	1
37	в чем же	1	1
38	его жизни в	1	1
39	дело в том	2	1
40	они никогда не	1	1
41	но от этого	1	1
42	чистом виде но	1	1
43	в самом деле	1	1
44	как раз и	2	1
45	и еще более	1	1
46	до известной степени	1	1
47	сами по себе	1	1
48	можно говорить о	1	1
49	на самом же	3	1
50	но это не	1	1
51	и ничего не	1	1
52	и вовсе не	2	1
53	но это и	1	1
54	не потому что	1	1
55	но в то	1	1
56	в отношении к	1	1
57	во всех этих	2	1
58	в связи с	1	1
59	нового времени почти	1	1
60	в разной степени	2	1
61	это и не	1	1
62	в новое время	3	1
63	беда в том	1	1
64	самом же деле	3	1
65	он находит его	1	1
66	и в них	1	1
67	между тем в	1	1
68	но все же	2	1
69	друг от друга	1	1
70	и может быть	1	1
71	тех или иных	1	1
72	и ни на	2	1
73	друг с другом	1	1
74	для того чтобы	1	1
75	друг в друга	2	1
76	уже вовсе не	1	1
77	к тому же	1	1
