N	3gram	Propp_Isto_2	StatiiOP
1	в том что	5	11
2	не может быть	2	5
3	с другой стороны	2	4
4	о том что	2	4
5	с тем что	3	3
6	в связи с	4	3
7	не только в	4	3
8	на то что	2	3
9	но это не	1	3
10	потому что он	2	2
11	что мы имеем	1	2
12	но и в	2	2
13	до сих пор	6	2
14	что это за	2	2
15	что он был	1	2
16	с одной стороны	3	2
17	тем что в	1	2
18	во всех этих	2	2
19	и пр в	1	2
20	с самого начала	2	2
21	по этому поводу	1	2
22	но все же	4	2
23	мы имеем в	5	2
24	в его работе	1	2
25	тем не менее	1	2
26	и т д	18	2
27	и может быть	2	1
28	и попадает в	1	1
29	об этом очень	1	1
30	из этих двух	1	1
31	иметь в виду	2	1
32	мы знаем об	1	1
33	и той же	1	1
34	но так как	1	1
35	на самом деле	2	1
36	и так сказать	1	1
37	является не только	1	1
38	в одной из	1	1
39	так что он	1	1
40	то же можно	1	1
41	что действующие лица	1	1
42	том что он	1	1
43	очень часто в	1	1
44	сам по себе	1	1
45	вместе с тем	5	1
46	на вопрос о	1	1
47	и не мог	1	1
48	начала до конца	1	1
49	связи с этим	1	1
50	но в сущности	1	1
51	что мы знаем	1	1
52	можно было бы	3	1
53	об этом не	1	1
54	сих пор мы	2	1
55	т д по	1	1
56	в некоторых случаях	2	1
57	то что он	1	1
58	так или иначе	1	1
59	слова в системе	1	1
60	и пр с	1	1
61	пути по которому	1	1
62	хотя бы на	1	1
63	не только у	1	1
64	до наших дней	1	1
65	но уже в	1	1
66	дело так что	1	1
67	так как в	2	1
68	к этому времени	1	1
69	что у него	1	1
70	не только не	1	1
71	было бы быть	1	1
72	не связан с	1	1
73	в другом случае	1	1
74	одной и той	1	1
75	не вдаваясь в	2	1
76	дело не в	2	1
77	ответ на это	1	1
78	должно было бы	1	1
79	и в другом	1	1
