N	2gram	Bakhtin_Pr_2	Dialekti
1	не есть	2	54
2	и не	42	27
3	а не	10	26
4	точки зрения	19	25
5	и в	45	24
6	есть нечто	1	23
7	не только	16	23
8	по себе	8	20
9	не может	24	19
10	ничего не	3	17
11	и есть	1	16
12	и что	2	15
13	что все	3	14
14	с точки	9	14
15	то что	5	14
16	в таком	3	14
17	таким образом	11	13
18	что он	7	13
19	вовсе не	7	13
20	может быть	18	13
21	и даже	3	13
22	есть только	4	12
23	того что	3	12
24	есть и	3	12
25	не менее	2	11
26	не имеет	3	11
27	что же	4	11
28	таком случае	1	10
29	в сущности	7	10
30	тем не	1	10
31	она есть	1	10
32	есть не	1	9
33	что она	4	9
34	ни в	2	9
35	стало быть	3	9
36	но и	15	9
37	в этом	20	8
38	и как	2	8
39	мир как	2	8
40	отличается от	1	8
41	так что	2	8
42	в виде	1	8
43	прежде всего	11	8
44	что мы	1	8
45	том что	7	8
46	если же	1	8
47	это и	1	7
48	в самом	13	7
49	как и	14	7
50	нет никакого	1	7
51	никогда не	17	7
52	как раз	6	7
53	потому что	8	7
54	что оно	1	7
55	ясно что	1	7
56	в виду	2	7
57	другими словами	2	7
58	только на	1	7
59	даже и	2	7
60	в особенности	2	7
61	ничем не	2	7
62	и нет	1	7
63	что в	6	7
64	самом деле	4	6
65	должна быть	3	6
66	я не	6	6
67	мифа и	2	6
68	то же	5	6
69	об этом	3	6
70	и с	7	6
71	вещей и	1	6
72	есть именно	1	6
73	превращается в	4	6
74	вы не	1	6
75	если бы	2	6
76	что и	5	6
77	и только	1	6
78	о том	3	6
79	так как	5	6
80	и пр	2	6
81	не на	4	6
82	и все	1	6
83	все это	5	6
84	кроме того	1	6
85	но если	1	6
86	есть то	1	6
87	точка зрения	7	5
88	хотя и	2	5
89	и к	2	5
90	же вы	3	5
91	само по	2	5
92	он не	9	5
93	по крайней	2	5
94	так и	3	5
95	было бы	4	5
96	в них	4	5
97	мы не	1	5
98	в том	8	5
99	в то	5	5
100	тогда когда	1	5
101	и притом	1	5
102	и сама	1	5
103	и его	8	5
104	всегда есть	1	5
105	только в	9	5
106	уже не	6	5
107	одно из	1	5
108	от всякого	1	5
109	крайней мере	2	5
110	как же	2	5
111	что не	5	5
112	что для	2	5
113	как это	2	5
114	но это	2	5
115	или не	2	5
116	или нет	1	5
117	жизни и	15	5
118	как на	2	5
119	все остальное	1	4
120	и ничего	1	4
121	время как	1	4
122	говорить о	1	4
123	мы и	3	4
124	в чем	2	4
125	нет и	3	4
126	сама по	5	4
127	в истории	2	4
128	конечно не	6	4
129	подобно тому	2	4
130	это не	3	4
131	истории и	1	4
132	от себя	1	4
133	если нет	2	4
134	тому что	1	4
135	что есть	1	4
136	но только	2	4
137	от того	2	4
138	не могут	1	4
139	а что	2	4
140	чтобы быть	1	4
141	то время	1	4
142	можно только	1	4
143	жизнь и	3	4
144	о нем	6	4
145	к тому	1	4
146	с другой	1	4
147	тело и	2	4
148	для него	9	4
149	если оно	1	4
150	или иной	3	4
151	у нас	2	4
152	так же	5	4
153	где же	1	4
154	тому как	2	4
155	сознания и	6	4
156	хотя бы	5	4
