N	2gram	Medvedev_F_2	FransuaR
1	и в	38	29
2	таким образом	20	20
3	и не	20	16
4	в эпоху	2	15
5	в этой	6	13
6	и все	3	13
7	но в	4	12
8	как и	9	12
9	и на	3	11
10	в этом	27	11
11	так и	8	11
12	то же	6	10
13	не только	9	10
14	в то	5	10
15	как мы	7	10
16	все эти	6	9
17	и с	9	9
18	его в	3	9
19	в конце	2	9
20	вовсе не	11	9
21	но и	13	9
22	же время	5	8
23	и его	21	8
24	в его	10	8
25	прежде всего	15	8
26	как бы	4	8
27	в них	1	7
28	мы видели	4	7
29	в том	11	7
30	так как	4	7
31	так же	1	7
32	в сущности	4	6
33	но он	1	6
34	здесь в	1	6
35	в большинстве	4	6
36	из них	4	6
37	это и	5	5
38	и до	3	5
39	что это	3	5
40	в нем	13	5
41	большинстве случаев	3	5
42	он и	3	5
43	в своей	7	5
44	до конца	2	5
45	рядом с	1	5
46	и о	2	5
47	это не	2	5
48	поэтому и	1	5
49	все они	1	5
50	далеко не	1	5
51	сказать что	2	5
52	и по	2	5
53	того же	1	5
54	связана с	1	4
55	на самом	3	4
56	и есть	1	4
57	в которой	2	4
58	с его	11	4
59	с помощью	10	4
60	в нашем	1	4
61	конце концов	2	4
62	связанные с	1	4
63	были в	1	4
64	точки зрения	8	4
65	но они	1	4
66	в плане	2	4
67	в результате	6	4
68	в литературе	1	4
69	что он	5	4
70	конечно не	1	4
71	тем что	8	4
72	с другой	3	4
73	и др	3	4
74	но это	2	4
75	все это	3	4
76	один из	2	4
77	перед нами	2	4
78	этой системы	1	4
79	то что	6	4
80	жизни и	3	4
81	здесь и	4	3
82	по преимуществу	5	3
83	той же	1	3
84	и здесь	3	3
85	в ней	6	3
86	в чем	2	3
87	но как	2	3
88	как к	3	3
89	в своем	1	3
90	и как	3	3
91	более или	1	3
92	то в	2	3
93	в себе	1	3
94	при этом	9	3
95	он не	6	3
96	всех этих	3	3
97	в узком	1	3
98	и сам	1	3
99	для того	3	3
100	особенно в	3	3
101	такой же	3	3
102	том что	2	3
103	или менее	1	3
104	в эту	1	3
105	самого начала	2	3
106	того чтобы	3	3
107	они были	2	3
108	конечно и	1	3
109	и вполне	1	3
110	здесь не	4	3
111	в ее	2	3
112	с самого	2	3
113	в дальнейшем	4	3
114	роль в	3	3
115	все остальные	2	3
116	образом в	1	3
117	к нему	3	3
118	отметить что	2	3
119	но конечно	1	3
120	слов и	1	3
121	все время	6	3
122	того что	3	3
123	с ними	2	3
124	и так	1	3
125	в качестве	2	3
126	же и	2	3
127	за счет	4	3
128	и других	2	3
129	и их	3	3
130	ведь это	1	3
131	в известной	2	3
132	и даже	4	3
133	превращается в	2	3
134	на эту	1	3
135	там где	4	3
136	все же	8	3
137	в пределе	1	3
138	тот же	1	3
139	другой стороны	4	3
140	как известно	1	2
141	и то	2	2
142	все те	1	2
143	этот был	1	2
144	которое не	1	2
145	и со	1	2
146	в виду	2	2
147	он был	2	2
148	на них	1	2
149	на их	1	2
150	в различных	1	2
151	с одной	1	2
152	но не	2	2
153	если в	3	2
154	что они	4	2
155	один и	1	2
156	в одной	2	2
157	как в	4	2
158	вот как	4	2
159	дает нам	1	2
160	кроме того	2	2
161	хотя и	3	2
162	и наконец	4	2
163	и к	4	2
164	и этим	2	2
165	бы не	1	2
166	здесь с	2	2
167	и тот	1	2
168	как он	1	2
169	так сказать	3	2
170	время и	3	2
171	эта система	1	2
172	на этом	2	2
173	в основу	2	2
174	может быть	23	2
175	некоторые итоги	1	2
176	и мы	1	2
177	ни в	2	2
178	на первый	2	2
179	в этих	2	2
180	и при	1	2
181	в котором	2	2
182	с точки	7	2
183	в их	6	2
184	место в	3	2
185	не столько	4	2
186	их в	2	2
187	и под	1	2
188	на котором	2	2
189	дело в	1	2
190	но она	1	2
191	никогда не	2	2
192	учения о	1	2
193	связи с	13	2
194	как будто	1	2
195	к тому	4	2
196	если же	2	2
197	о том	1	2
198	и это	2	2
199	им в	1	2
200	на нем	2	2
201	же не	1	2
202	или в	3	2
203	времени и	2	2
204	было в	2	2
205	сам он	2	2
206	связанных с	1	2
207	во второй	2	2
208	с ним	2	2
209	все в	1	2
210	и были	1	2
211	он стал	1	2
212	одной из	1	2
213	мы увидим	1	2
214	то он	1	2
215	уже не	7	2
216	уже в	2	2
217	как раз	6	2
218	в других	7	2
219	даже и	4	2
220	в особенности	4	2
221	со стороны	2	2
222	где они	1	2
223	именно в	5	2
224	к которому	1	2
225	но оно	1	2
226	одной стороны	1	2
227	они не	4	2
228	не на	1	2
229	в слове	5	2
230	он становится	3	2
231	что из	1	2
232	элементы речи	1	2
233	о чем	1	2
234	в той	2	2
235	в словах	1	2
236	да и	1	2
237	о его	1	2
238	и для	5	2
239	которых он	1	2
240	форм и	1	2
241	формы и	2	2
242	узком смысле	1	2
243	в основе	5	2
244	а как	3	2
245	его к	1	2
246	между ними	2	2
247	от всех	2	2
248	не может	14	2
249	из этого	2	2
250	в трех	1	2
251	положительных и	1	2
252	но эти	1	2
253	как на	1	2
254	только в	6	2
255	и другие	2	2
256	в своих	1	2
257	и эта	1	2
258	к этому	4	2
259	же как	3	1
260	и элементы	1	1
261	силы и	1	1
262	ни взять	1	1
263	вряд ли	2	1
264	за собой	1	1
265	в чисто	1	1
266	можем судить	1	1
267	была до	1	1
268	мировоззрения и	1	1
269	из его	1	1
270	глава посвящена	1	1
271	должна быть	5	1
272	в самом	16	1
273	и этот	1	1
274	высшую степень	1	1
275	при анализе	2	1
276	не приходится	3	1
277	и тут	1	1
278	теперь мы	1	1
279	в первый	5	1
280	на место	1	1
281	что многие	1	1
282	не была	2	1
283	не вполне	1	1
284	но даже	1	1
285	и самой	1	1
286	которое в	1	1
287	это время	2	1
288	момент в	1	1
289	дальнейшее развитие	1	1
290	литературы и	4	1
291	первый план	2	1
292	именно тем	1	1
293	то теперь	1	1
294	самом деле	8	1
295	и своеобразного	1	1
296	а тем	1	1
297	значением и	1	1
298	в противоречии	1	1
299	в общем	5	1
300	отношение к	2	1
301	отличие от	2	1
302	сочетаются здесь	1	1
303	за пределы	1	1
304	к сожалению	2	1
305	и выражения	1	1
306	с этим	5	1
307	становится особенно	1	1
308	всей этой	1	1
309	целый ряд	1	1
310	особая глава	1	1
311	нового и	1	1
312	в этот	1	1
313	в целом	3	1
314	же слово	1	1
315	типа как	1	1
316	он в	2	1
317	знаем в	1	1
318	думать что	1	1
319	только на	3	1
320	с их	1	1
321	удельный вес	1	1
322	ее как	2	1
323	основная задача	2	1
324	на то	1	1
325	борьбы с	2	1
326	смыслом и	1	1
327	что слово	1	1
328	со всею	2	1
329	путем что	2	1
330	главным образом	3	1
331	когда все	1	1
332	к одному	1	1
333	и трудность	1	1
334	и философской	2	1
335	как они	4	1
336	он просто	1	1
337	они должны	2	1
338	значение в	1	1
339	и чтобы	1	1
340	всех форм	1	1
341	или даже	2	1
342	входит в	4	1
343	это было	3	1
344	но вовсе	1	1
345	даже в	2	1
346	между отдельными	1	1
