N	3gram	Vygotskiy__1	Marksizm
1	с точки зрения	18	20
2	не может быть	5	13
3	в самом деле	2	9
4	и не может	1	9
5	до сих пор	4	8
6	в отличие от	1	5
7	в направлении к	1	5
8	с другой стороны	9	5
9	с самого начала	8	4
10	является не только	1	3
11	то же самое	3	3
12	то что делает	1	3
13	в этом отношении	4	3
14	на этот вопрос	2	3
15	и пр в	1	3
16	в высшей степени	4	3
17	в конце концов	1	3
18	то же время	2	3
19	но все же	1	3
20	можно сказать что	4	3
21	в то же	2	3
22	для того чтобы	15	3
23	в том что	15	3
24	пр и пр	1	2
25	зрения функциональной психологии	1	2
26	же как и	4	2
27	в чем же	1	2
28	и той же	2	2
29	в том числе	1	2
30	на первый план	2	2
31	как и все	1	2
32	сама по себе	1	2
33	что же является	1	2
34	том числе и	1	2
35	можно было бы	3	2
36	внутренней речи и	4	2
37	как если бы	2	2
38	и пр и	1	2
39	так же как	5	2
40	во всяком случае	3	2
41	смысле этого слова	3	2
42	одной и той	2	2
43	по отношению к	7	2
44	совершенно независимо от	1	2
45	между этими двумя	2	2
46	от того что	2	2
47	в свою очередь	3	2
48	представители второго направления	1	2
49	в этом вопросе	3	2
50	в этом смысле	1	2
51	тем не менее	1	2
52	свое выражение в	1	2
53	все более и	2	1
54	к этому же	1	1
55	а следовательно и	1	1
56	еще только в	1	1
57	во всех тех	2	1
58	что он является	1	1
59	прежде всего в	2	1
60	большей или меньшей	1	1
61	и все остальные	1	1
62	есть прежде всего	2	1
63	и та и	1	1
64	том что он	2	1
65	в одной и	1	1
66	речи в смысле	1	1
67	но и в	1	1
68	связаны друг с	1	1
69	в себе и	1	1
70	независимо от того	2	1
71	на целом ряде	1	1
72	находит свое выражение	1	1
73	та и другая	1	1
74	разработка этой проблемы	1	1
75	с этой точки	1	1
76	невозможно представить себе	1	1
77	изучение звуковой стороны	1	1
78	что было бы	1	1
79	ни в какой	2	1
80	ту или иную	1	1
81	но и это	1	1
82	в значительной степени	2	1
83	логики теории познания	1	1
84	изменения и сдвиги	1	1
85	и с точки	1	1
86	с одной стороны	8	1
87	работы мы пытаемся	1	1
88	не имеет никакой	1	1
89	речи таким образом	1	1
90	так как они	1	1
91	в результате чего	1	1
92	звуковой стороны слова	2	1
93	связаны между собой	1	1
94	и как бы	1	1
95	но в каком	1	1
96	социальной среды и	1	1
97	как мы увидим	1	1
98	того чтобы сделать	1	1
99	в целом ряде	1	1
100	тем что в	1	1
101	вместо того чтобы	2	1
102	он позволит нам	1	1
103	речи как и	1	1
104	до наших дней	1	1
105	и все другие	1	1
106	мы уже знаем	1	1
107	первой и второй	1	1
108	и вот в	1	1
109	само по себе	1	1
110	нашей работы мы	1	1
111	этой точки зрения	1	1
112	это значит что	1	1
113	не только не	1	1
114	этот вопрос о	1	1
115	более и более	2	1
116	не только в	1	1
117	принять его за	1	1
118	может быть выражено	1	1
119	или во всяком	1	1
120	является как бы	1	1
121	друг от друга	3	1
122	одну из этих	1	1
123	что в процессе	1	1
124	как мы уже	1	1
125	таким образом и	2	1
126	к тому что	3	1
127	из основных и	1	1
128	части нашей работы	1	1
129	между словом и	1	1
130	выходящее за пределы	1	1
131	на самом деле	1	1
132	друг с другом	4	1
133	в ту или	1	1
134	все остальные особенности	1	1
135	задачи не может	1	1
136	всей этой проблемы	1	1
137	при этом она	1	1
138	той или иной	1	1
139	речи как бы	1	1
