N	3gram	Voloshinov_1	FransuaR
1	то же время	3	8
2	в то же	3	8
3	как и все	2	5
4	в большинстве случаев	3	5
5	как мы уже	1	5
6	в конце концов	3	4
7	более или менее	1	3
8	в том числе	2	3
9	но и в	1	3
10	для того чтобы	3	3
11	таким образом и	1	3
12	это и есть	2	3
13	с другой стороны	5	3
14	с самого начала	4	3
15	таким образом в	1	3
16	подобно тому как	1	3
17	один и тот	3	2
18	имеется в виду	1	2
19	с точки зрения	20	2
20	на самом же	2	2
21	том числе и	2	2
22	в узком смысле	2	2
23	с одной стороны	1	2
24	и тот же	3	2
25	самом же деле	2	2
26	до наших дней	1	2
27	не только в	1	2
28	и т.п в	3	2
29	конечно далеко не	1	2
30	как мы видели	1	2
31	большое место в	1	2
32	можно сказать что	3	1
33	мысли теперь мы	1	1
34	и того же	5	1
35	как она есть	1	1
36	а следовательно и	1	1
37	все разобранные нами	1	1
38	здесь они становятся	1	1
39	хотя они и	1	1
40	между прочим и	1	1
41	и так сказать	1	1
42	и все остальные	1	1
43	в конце предыдущей	1	1
44	то же самое	3	1
45	в одной из	1	1
46	на первый план	2	1
47	до сих пор	8	1
48	и не может	9	1
49	как мы сказали	1	1
50	до известной степени	1	1
51	нет и не	2	1
52	с двух сторон	1	1
53	сказать что и	1	1
54	в этом отношении	3	1
55	в литературе в	1	1
56	со всех сторон	2	1
57	и вовсе не	1	1
58	мы увидим дальше	1	1
59	но в то	2	1
60	мы видим все	1	1
61	тесно связана с	2	1
62	смысле этого слова	2	1
63	не значит конечно	1	1
64	может быть и	3	1
65	в отличие от	5	1
66	и как бы	1	1
67	по природе своей	1	1
68	таким образом отчетливо	1	1
69	все же не	1	1
70	в связи с	7	1
71	это не значит	1	1
72	значит конечно что	1	1
73	так и от	1	1
74	как мы увидим	1	1
75	так и в	1	1
76	очень тесно связана	1	1
77	чрезвычайно характерны для	1	1
78	жизни в ее	1	1
79	как такие и	1	1
80	как мы знаем	5	1
81	не может быть	13	1
82	мы уже знаем	1	1
83	и вот в	1	1
84	в романе не	1	1
85	в нем нет	2	1
86	и без того	1	1
87	в свою очередь	2	1
88	конце предыдущей главы	1	1
89	в ее целом	3	1
90	чужды друг другу	1	1
91	одного и того	5	1
92	сказать что вся	1	1
93	каждая социальная группа	1	1
94	в особенности же	1	1
95	на самом деле	1	1
96	в том что	3	1
