N	2gram	Vygotskiy__2	Tvorches
1	и в	32	21
2	как бы	6	17
3	в то	5	15
4	то же	13	13
5	в его	2	13
6	то есть	21	12
7	как и	10	12
8	же время	2	12
9	что в	20	12
10	с его	2	11
11	том что	21	11
12	все это	5	10
13	в романе	2	10
14	как в	9	8
15	он не	6	8
16	то что	21	8
17	и на	5	7
18	но в	3	7
19	не только	12	7
20	при этом	13	7
21	тем самым	1	7
22	и не	10	7
23	в том	37	7
24	в свою	3	7
25	в этом	13	6
26	в творчестве	4	6
27	в котором	1	6
28	не менее	8	6
29	и его	7	6
30	он сам	1	6
31	о том	6	6
32	и все	4	6
33	что он	13	6
34	для него	1	6
35	а в	4	6
36	преступления и	1	5
37	отнюдь не	5	5
38	все же	4	5
39	в этой	6	5
40	таким образом	21	5
41	вовсе не	2	5
42	в своих	9	5
43	в повести	1	5
44	в русской	1	5
45	потому что	21	5
46	как будто	7	5
47	только в	7	5
48	может быть	18	5
49	а не	7	5
50	но это	2	5
51	хотя бы	3	5
52	человека и	1	4
53	не имеют	2	4
54	из всех	2	4
55	конечном счете	3	4
56	и как	7	4
57	та же	3	4
58	в целом	4	4
59	это не	2	4
60	свое я	1	4
61	в своей	3	4
62	времени и	1	4
63	в конечном	3	4
64	русской литературе	1	4
65	прежде всего	1	4
66	на эту	1	4
67	не может	17	4
68	и от	2	4
69	один из	3	4
70	одним из	1	4
71	ту же	4	3
72	и т	10	3
73	на самом	5	3
74	это и	1	3
75	той же	8	3
76	время в	1	3
77	со всеми	1	3
78	творчество достоевского	1	3
79	в самом	12	3
80	в нем	4	3
81	в россии	1	3
82	на его	2	3
83	и по	4	3
84	в каждом	2	3
85	что все	9	3
86	и с	4	3
87	и других	3	3
88	далеко не	5	3
89	в их	3	3
90	место в	2	3
91	представление о	3	3
92	дело не	1	3
93	самого начала	1	3
94	дело в	1	3
95	не по	1	3
96	героев и	1	3
97	никогда не	9	3
98	приходит к	3	3
99	с ее	3	3
100	и другие	1	3
101	с самого	1	3
102	того что	8	3
103	действительной жизни	3	3
104	уже не	1	3
105	в виде	1	3
106	говорит о	2	3
107	не так	2	3
108	так как	12	3
109	в соответствии	1	3
110	человек как	1	3
111	в которой	2	3
112	и даже	5	3
113	с другой	3	3
114	но и	10	3
115	ни на	3	3
116	но не	2	3
117	он говорит	5	3
118	для человека	1	3
119	не существует	2	3
120	своих героев	1	3
121	утверждал что	1	3
122	но если	1	3
123	жизни и	4	3
124	это в	2	3
125	так же	18	3
126	в любви	1	2
127	в нашей	3	2
128	того же	2	2
129	самом деле	16	2
130	на деле	8	2
131	в первом	1	2
132	человеческой души	1	2
133	по преимуществу	1	2
134	с темой	1	2
135	а как	1	2
136	есть не	4	2
137	и он	3	2
138	в ней	5	2
139	в отличие	1	2
140	людей в	1	2
141	в чем	4	2
142	не то	1	2
143	если в	2	2
144	и книга	1	2
145	отличие от	2	2
146	и достоевский	1	2
147	же с	2	2
148	как к	3	2
149	что как	1	2
150	когда он	10	2
151	говорит что	7	2
152	и наконец	1	2
153	то в	1	2
154	можно не	1	2
155	в себе	2	2
156	что она	16	2
157	по самому	3	2
158	тем не	4	2
159	в принципе	1	2
