N	2gram	Tiupa_Disk_1	Vladivir
1	и в	16	40
2	то что	5	28
3	не только	28	25
4	и не	11	25
5	учение о	1	24
6	то есть	20	24
7	том что	19	18
8	в том	23	18
9	но и	14	18
10	еще и	1	18
11	также и	3	17
12	что в	4	17
13	в этом	15	16
14	в его	7	14
15	не может	9	14
16	в виде	1	13
17	точки зрения	3	13
18	только в	7	13
19	в конце	1	12
20	а именно	1	12
21	сказать что	3	12
22	едва ли	2	11
23	никогда не	2	11
24	потому что	4	11
25	таким образом	3	11
26	о том	8	11
27	в году	2	10
28	тем не	1	10
29	и его	2	10
30	не есть	2	10
31	прежде всего	11	10
32	как раз	1	10
33	и потому	3	10
34	и то	1	9
35	уже не	4	9
36	что это	1	9
37	в себе	7	9
38	в своей	5	9
39	не менее	2	9
40	что же	2	9
41	под названием	1	9
42	как мы	2	8
43	в своем	6	8
44	в этой	2	8
45	он не	1	8
46	не был	1	8
47	и что	2	8
48	а также	8	8
49	раз и	1	8
50	для него	4	8
51	может быть	17	8
52	а не	22	8
53	а только	1	7
54	же с	1	7
55	хотя и	2	7
56	и как	6	7
57	с тем	1	7
58	как и	16	7
59	несмотря на	1	7
60	в то	3	7
61	там же	1	7
62	что и	3	7
63	того что	3	7
64	вместе с	1	7
65	к тому	5	7
66	а в	5	7
67	в своих	3	7
68	и на	5	6
69	не будет	1	6
70	не мог	1	6
71	с точки	1	6
72	по себе	3	6
73	в смысле	1	6
74	во всем	1	6
75	и это	1	6
76	и от	1	6
77	так и	8	6
78	об этом	2	6
79	и даже	3	6
80	да и	1	6
81	но это	1	6
82	хотя бы	3	6
83	отношения к	2	5
84	тут же	1	5
85	отнюдь не	8	5
86	в истории	4	5
87	более или	2	5
88	тому же	5	5
89	содержит в	1	5
90	же касается	2	5
91	или менее	2	5
92	дело в	1	5
93	тем что	3	5
94	для себя	4	5
95	еще в	3	5
96	с другой	10	5
97	что он	4	5
98	только на	1	5
99	в одном	2	5
100	не было	7	5
101	в данном	5	5
102	в самом	3	4
103	то же	7	4
104	и о	4	4
105	вопрос о	1	4
106	еще не	14	4
107	но не	11	4
108	все же	3	4
109	но в	8	4
110	бы и	1	4
111	на то	1	4
112	есть все	1	4
113	было бы	1	4
114	в котором	5	4
115	не имеет	1	4
116	в каком	1	4
117	только при	1	4
118	не с	3	4
119	мог бы	1	4
120	утверждает что	1	4
121	по мнению	1	4
122	при помощи	1	4
123	от того	1	4
124	здесь в	2	4
125	а с	5	4
126	говорит о	1	4
127	до конца	1	4
128	однако и	2	4
129	и все	2	4
130	как это	1	4
131	если оно	1	4
132	такого рода	4	4
133	в основном	1	4
134	указать на	1	4
135	в результате	1	4
136	мы должны	1	4
137	на самом	1	3
138	мы имеем	2	3
139	я не	1	3
140	здесь не	1	3
141	в чем	1	3
142	не все	1	3
143	отличие от	5	3
144	за пределы	2	3
145	независимо от	1	3
146	перед нами	3	3
147	уже в	2	3
148	из этих	1	3
149	поскольку в	2	3
150	с их	1	3
151	в нем	9	3
152	при этом	13	3
153	в россии	1	3
154	но все	1	3
155	том случае	1	3
156	в качестве	34	3
157	это было	2	3
158	это не	3	3
159	этом смысле	1	3
160	однако здесь	1	3
161	далеко не	10	3
162	разного рода	2	3
163	не столько	1	3
164	в отличие	5	3
165	не в	7	3
166	в философии	1	3
167	и слишком	1	3
168	он мог	3	3
169	и притом	1	3
170	сводится к	5	3
171	отличается от	2	3
172	оно не	2	3
173	в виду	2	3
174	если бы	1	3
175	и вообще	2	3
176	к нему	1	3
177	что здесь	1	3
178	как нечто	1	3
