N	3gram	Potebnia_M_1	Dialekti
1	и т д	4	15
2	с точки зрения	3	9
3	в том что	13	9
4	что иное как	2	8
5	не что иное	2	8
6	по крайней мере	2	7
7	это значит что	1	7
8	не может быть	9	6
9	то же время	3	6
10	в то же	3	6
11	сама по себе	3	5
12	для того чтобы	2	5
13	в этом смысле	4	4
14	субъекта и объекта	4	4
15	само по себе	4	4
16	не в том	4	4
17	подобно тому как	3	4
18	и тем более	1	4
19	только тогда когда	4	4
20	и той же	3	3
21	не говоря уже	1	3
22	говоря уже о	1	3
23	свободы и необходимости	3	3
24	одной и той	3	3
25	и в этом	6	3
26	или по крайней	1	3
27	на то что	1	3
28	того или другого	1	2
29	мы не имеем	2	2
30	сам по себе	1	2
31	в собственном смысле	1	2
32	точно так же	1	2
33	с этой точки	1	2
34	может быть без	1	2
35	то и другое	2	2
36	д и т	1	2
37	уже о том	1	2
38	было бы только	1	2
39	потому что мы	2	2
40	этой точки зрения	1	2
41	от того что	1	2
42	то что мы	1	2
43	в свою очередь	4	2
44	тем не менее	6	2
45	в сравнении с	2	2
46	же может быть	1	1
47	искать не в	1	1
48	только потому что	2	1
49	дело в том	2	1
50	а не в	1	1
51	должны сказать что	1	1
52	это нисколько не	1	1
53	будем помнить что	2	1
54	может быть только	1	1
55	и не только	1	1
56	бы не только	1	1
57	не могли быть	1	1
58	и то и	1	1
59	чем больше в	1	1
60	не было бы	1	1
61	что человек в	1	1
62	уже известно что	1	1
63	с тем что	3	1
64	именно так как	1	1
65	или как бы	1	1
66	что если бы	1	1
67	тогда когда есть	1	1
68	из всего этого	1	1
69	в истории но	1	1
70	в соприкосновение с	1	1
71	во внимание что	2	1
72	если бы мы	1	1
73	не только в	3	1
74	в нас самих	1	1
75	невозможно потому что	1	1
76	друг другу как	1	1
77	это было бы	1	1
78	чувство удовольствия и	1	1
79	того что не	1	1
80	и при этом	2	1
81	то тем самым	1	1
82	это не так	1	1
83	и как бы	3	1
84	и с этой	2	1
85	в связи с	1	1
86	тогда когда уже	1	1
87	в течение веков	1	1
88	стало быть если	1	1
89	лишь в том	1	1
90	как одно из	1	1
91	и как только	1	1
92	так же невозможно	1	1
93	по себе не	1	1
94	бы видеть в	1	1
95	это должно быть	1	1
96	и воля и	1	1
97	но тем не	3	1
98	во всех языках	1	1
99	о том что	1	1
100	не только не	2	1
101	как бы ни	2	1
102	вопрос о том	1	1
103	то ни в	1	1
104	то чего не	1	1
105	но все же	1	1
106	не более как	3	1
107	по законам природы	1	1
108	будет хотя и	1	1
109	с другой стороны	5	1
110	друг от друга	2	1
111	которые могут быть	1	1
112	после того как	1	1
113	при всем этом	1	1
114	но это не	1	1
115	но дело в	2	1
116	растительный или животный	1	1
117	легко может быть	1	1
118	в сущности своей	1	1
119	мы не в	1	1
120	которая хотя и	1	1
121	из того что	1	1
122	т д в	1	1
123	по себе а	1	1
124	стало быть не	1	1
125	и не видно	1	1
