N	3gram	Medvedev_F_1	slovoVRo
1	и т п	4	33
2	не может быть	5	15
3	в отличие от	1	12
4	в пределах одного	1	7
5	с одной стороны	4	5
6	в большинстве случаев	2	5
7	по отношению к	4	4
8	в зависимости от	2	4
9	то же время	8	4
10	но все же	1	4
11	в то же	8	4
12	в отношении к	1	4
13	в том что	1	4
14	с точки зрения	13	3
15	сама по себе	2	3
16	в этом отношении	1	3
17	но в то	2	3
18	так и в	4	3
19	одной стороны и	4	3
20	а вовсе не	2	2
21	в свою очередь	6	2
22	и наконец в	2	2
23	а также и	1	2
24	более или менее	6	2
25	до сих пор	6	2
26	хотя бы и	1	2
27	и в истории	1	2
28	может быть и	3	2
29	во всяком случае	4	2
30	не меньше чем	1	2
31	в истории литературы	2	2
32	т п в	1	2
33	в новое время	1	2
34	один из важнейших	1	2
35	в связи с	2	2
36	и т д	8	2
37	в точном смысле	1	2
38	в этой роли	1	1
39	в этом его	1	1
40	и может быть	1	1
41	не менее в	1	1
42	и не в	2	1
43	отношения к материалу	1	1
44	в чем же	1	1
45	менее всего может	1	1
46	как один из	1	1
47	и все остальные	1	1
48	имеет первостепенное значение	1	1
49	же время и	1	1
50	и в пределах	1	1
51	в том числе	1	1
52	громадное значение и	1	1
53	и до конца	3	1
54	в непрерывном взаимодействии	1	1
55	проникнуть во все	1	1
56	полный разрыв между	1	1
57	глубоко и прочно	1	1
58	не может не	1	1
59	и в то	1	1
60	сами по себе	2	1
61	но и в	1	1
62	между тем как	1	1
63	в слове в	1	1
64	а лишь в	1	1
65	том числе и	1	1
66	материала в этом	1	1
67	и не может	2	1
68	дело идет уже	1	1
69	в лучшем случае	3	1
70	со всех сторон	1	1
71	разобранные нами в	1	1
72	может и не	1	1
73	в применении к	2	1
74	в процессе развития	1	1
75	и различные отношения	1	1
76	значение в процессе	1	1
77	и способов его	1	1
78	в той же	1	1
79	всем этим определяются	1	1
80	на фоне этого	1	1
81	влияние и на	2	1
82	все более и	2	1
83	только с точки	1	1
84	так и от	1	1
85	в роман и	1	1
86	основные линии его	1	1
87	в целом ряде	2	1
88	с другой стороны	1	1
89	все то что	1	1
90	именно в том	1	1
91	в широком смысле	1	1
92	та же идея	1	1
93	тем не менее	1	1
94	того или иного	2	1
95	значение не в	1	1
96	между этими двумя	1	1
97	в процессе их	1	1
98	мы не можем	2	1
99	и притом в	1	1
100	взаимодействии с другими	2	1
101	это и не	1	1
102	до конца и	1	1
103	к нему и	1	1
104	с самого начала	1	1
105	не только не	2	1
106	и в идеологическом	1	1
107	более и более	2	1
108	нужно сказать что	1	1
109	не с точки	1	1
110	идеологического смысла с	1	1
111	не может и	1	1
112	заключается именно в	1	1
113	в его целом	8	1
114	только в процессе	1	1
115	в процессе приобщения	1	1
116	тех или иных	1	1
117	всего может быть	1	1
118	все это не	1	1
119	всего этого не	1	1
120	мы увидим что	1	1
121	и с ее	1	1
122	как мы видели	2	1
123	идет уже не	1	1
