N	2gram	Medvedev_U_1	Problemy
1	и в	14	43
2	и не	8	29
3	может быть	6	23
4	не может	7	18
5	в пределах	1	16
6	как и	3	14
7	но и	4	14
8	в этом	7	13
9	что он	2	13
10	в нем	1	12
11	не только	10	11
12	не в	2	11
13	по себе	2	11
14	но в	3	10
15	в его	2	10
16	прежде всего	8	10
17	он не	1	9
18	никогда не	1	9
19	то же	5	8
20	для него	3	8
21	с самим	1	8
22	в самом	2	7
23	в то	3	7
24	до сих	2	7
25	а не	10	7
26	что же	1	7
27	сих пор	2	7
28	то что	7	7
29	не как	3	6
30	приводит к	1	6
31	о нем	1	6
32	в том	2	6
33	в котором	1	6
34	у него	1	6
35	и все	1	6
36	сам по	1	5
37	самом деле	2	5
38	но не	2	5
39	в себе	2	5
40	на то	1	5
41	таким образом	2	5
42	и с	2	5
43	было бы	3	5
44	о том	1	5
45	и что	1	5
46	же время	3	5
47	в той	1	5
48	все это	5	5
49	бы в	1	5
50	а как	2	4
51	мы не	2	4
52	с его	2	4
53	в своем	1	4
54	в произведении	1	4
55	же не	2	4
56	далеко не	1	4
57	должно быть	1	4
58	в своей	3	4
59	установка на	1	4
60	но он	1	4
61	их в	1	4
62	слово как	1	4
63	с другом	1	4
64	и это	1	4
65	в словах	1	4
66	только в	2	4
67	как раз	2	4
68	с другой	4	4
69	до конца	1	4
70	то есть	1	4
71	не могут	2	4
72	друг с	1	4
73	но это	2	4
74	что в	1	4
75	должна быть	2	3
76	той же	1	3
77	в виду	1	3
78	он был	1	3
79	художественном творчестве	2	3
80	за пределы	1	3
81	в художественном	5	3
82	более или	1	3
83	еще один	1	3
84	направлено на	1	3
85	в ухо	1	3
86	есть конечно	1	3
87	это не	3	3
88	или менее	1	3
89	в кавычки	1	3
90	в их	4	3
91	она не	1	3
92	ничего не	2	3
93	могут быть	2	3
94	так и	1	3
95	если бы	2	3
96	и даже	1	3
97	в различных	1	3
98	между тем	2	3
99	что и	2	3
100	и только	5	3
101	тот же	1	3
102	уже не	1	3
103	в виде	1	3
104	тем что	2	3
105	он и	1	3
106	по существу	2	3
107	но для	1	3
108	все же	3	3
109	и для	2	3
110	другой стороны	3	3
111	а между	2	2
112	человека и	1	2
113	бы ни	1	2
114	мы и	2	2
115	установку на	2	2
116	быть в	1	2
117	но конечно	2	2
118	в сторону	2	2
119	как нам	1	2
120	бы и	2	2
121	об этом	1	2
122	входит в	1	2
123	и вы	1	2
124	достоевского и	1	2
125	художественного творчества	5	2
126	том что	2	2
127	что такое	4	2
128	почти не	1	2
129	в которых	1	2
130	что было	1	2
131	что этот	1	2
132	и то	3	2
133	того как	1	2
134	в процессе	1	2
135	и является	2	2
136	и эта	1	2
137	у нас	3	2
138	для себя	1	2
139	в конце	2	2
140	для этого	3	2
141	произведения как	1	2
142	является предметом	1	2
143	все его	1	2
144	он вводит	1	2
145	переходит в	1	2
146	того что	1	2
147	этом смысле	2	2
148	и так	1	2
149	конечно не	4	2
150	не входит	1	2
151	то и	1	2
152	его и	2	2
153	может служить	1	2
154	мы можем	1	2
155	оно является	1	2
156	именно как	2	2
157	и др	1	2
158	превращается в	2	2
159	него не	1	2
160	знает только	1	2
161	себе еще	1	2
162	вне его	1	2
163	себя на	1	2
164	конце концов	2	2
165	хотя бы	5	2
166	ни было	3	2
167	не есть	2	2
168	сказать что	1	2
169	ее в	1	2
170	в таком	1	2
171	художественного произведения	2	1
172	и через	2	1
173	он может	1	1
174	своими собственными	1	1
175	мировоззрения и	1	1
176	проблем связанных	1	1
177	одним из	2	1
178	их и	2	1
179	он знает	1	1
180	же как	1	1
181	до крайности	1	1
182	дан в	1	1
183	именно к	1	1
184	один пример	1	1
185	меньшей степени	2	1
186	литературы и	2	1
187	заключенных в	1	1
188	без труда	1	1
189	бы то	3	1
190	стилистических приемов	5	1
191	с одной	1	1
192	нет и	1	1
193	к сожалению	3	1
194	что-то и	1	1
195	литературного жанра	1	1
196	дело конечно	2	1
197	так или	1	1
198	степени и	1	1
199	в этой	4	1
200	все они	2	1
201	но прежде	1	1
202	что она	2	1
203	появляется уже	1	1
204	наконец он	2	1
205	у пушкина	1	1
206	не следует	3	1
207	то ни	3	1
208	что все	2	1
209	связанных с	1	1
210	говорить не	1	1
211	друг другу	1	1
212	форму и	2	1
213	место и	1	1
214	о чем	2	1
215	остается в	1	1
216	в г	1	1
217	или точнее	3	1
218	целого но	1	1
219	она в	1	1
220	что еще	1	1
221	обращение к	1	1
222	по крайней	2	1
223	так он	1	1
224	что с	1	1
225	что ему	1	1
226	тогда когда	1	1
227	само по	1	1
228	воспринимает не	1	1
229	находятся в	1	1
230	для поэзии	2	1
231	пушкина но	1	1
232	с новой	1	1
233	точном смысле	1	1
234	очень часто	1	1
235	же самое	2	1
236	он прежде	1	1
237	бы уж	1	1
238	как таковым	1	1
239	не делает	1	1
240	но по	1	1
241	вообще во	1	1
242	для читателя	1	1
243	ухо ивану	1	1
244	отсюда и	1	1
245	является в	2	1
246	жанра в	1	1
247	можно сказать	1	1
248	в значительной	1	1
249	нас в	2	1
250	является одним	1	1
251	этих слов	1	1
252	какие мы	1	1
253	говорит он	1	1
254	сюда же	1	1
255	крайней мере	2	1
256	ее как	1	1
257	но тут	1	1
258	большей или	1	1
259	и действительно	1	1
260	он уже	1	1
261	с которыми	1	1
262	в качестве	1	1
263	без этого	1	1
264	материал как	2	1
265	вопроса о	2	1
266	или даже	1	1
267	не о	3	1
268	но что	1	1
269	не случайно	2	1
270	и делает	1	1
271	не было	1	1
272	одной стороны	1	1
273	или иначе	1	1
274	или меньшей	1	1
275	что для	1	1
276	его как	1	1
277	не то	1	1
278	очень легко	1	1
279	и слово	1	1
280	на слово	1	1
281	материал и	1	1
282	и потому	1	1
283	из которых	1	1
284	где же	1	1
285	смысле этого	2	1
286	и всей	1	1
287	форма в	1	1
288	материал для	2	1
289	отсюда как	1	1
290	случае он	1	1
291	и единого	1	1
292	этот процесс	1	1
293	в точном	1	1
294	тем более	1	1
295	слова у	1	1
296	о котором	1	1
297	не имеется	1	1
298	в большей	1	1
299	впечатление которое	1	1
300	же в	1	1
301	которых слово	1	1
302	у толстого	1	1
303	время не	1	1
304	все что	1	1
305	это в	1	1
306	к этому	1	1
307	как на	1	1
