N	2gram	Vinokur_Vv_1	Problema
1	в его	10	43
2	и не	13	42
3	и в	27	38
4	познания и	2	30
5	не может	13	27
6	может быть	24	26
7	как бы	5	22
8	по отношению	4	21
9	отношению к	4	19
10	и с	2	17
11	и его	5	16
12	в этом	34	15
13	в нем	13	15
14	и т	43	14
15	только в	13	13
16	т п	5	13
17	прежде всего	8	13
18	независимо от	3	13
19	но не	7	12
20	во всех	2	11
21	в области	4	11
22	и для	4	11
23	отношение к	3	10
24	таким образом	19	10
25	в их	11	10
26	к нему	2	10
27	не только	21	9
28	не имеет	4	9
29	его в	6	9
30	имеет дело	5	9
31	но и	5	9
32	и как	9	8
33	входит в	2	8
34	было бы	5	8
35	точки зрения	7	8
36	для нее	1	8
37	в том	31	8
38	и др	2	8
39	то что	17	8
40	еще не	4	7
41	в самом	12	7
42	вообще не	3	7
43	как и	5	7
44	и становится	1	7
45	не в	8	7
46	как мы	9	7
47	с другой	8	7
48	между тем	8	7
49	слова в	1	7
50	с помощью	1	7
51	совершенно не	1	7
52	в своей	4	7
53	что в	11	7
54	отношения к	1	6
55	самом деле	6	6
56	не к	2	6
57	не всегда	1	6
58	с точки	2	6
59	не есть	4	6
60	и этим	1	6
61	можно только	2	6
62	ничего не	2	6
63	дело с	6	6
64	содержания и	1	6
65	мы можем	2	6
66	человеческой культуры	2	6
67	произведение в	1	6
68	все же	8	6
69	а в	5	6
70	только как	6	6
71	отличие от	3	5
72	в своем	3	5
73	все эти	3	5
74	при этом	3	5
75	то же	8	5
76	это не	8	5
77	в них	4	5
78	рядом с	2	5
79	в содержание	1	5
80	в отличие	3	5
81	так и	1	5
82	для познания	1	5
83	и о	1	5
84	никогда не	3	5
85	не нужно	2	5
86	с ним	1	5
87	и прежде	1	5
88	не на	1	5
89	а не	3	5
90	могут быть	4	5
91	должно быть	2	5
92	на самом	1	4
93	должна быть	2	4
94	в виду	4	4
95	в ней	3	4
96	не входят	1	4
97	как в	1	4
98	но в	10	4
99	в себе	4	4
100	перестает быть	1	4
101	в данном	11	4
102	объект и	1	4
103	не менее	8	4
104	в то	5	4
105	представлять себе	1	4
106	должны быть	1	4
107	здесь не	2	4
108	в ее	11	4
109	данном случае	5	4
110	можно было	7	4
111	не с	2	4
112	о том	15	4
113	в конечном	1	4
114	которых мы	1	4
115	с ними	1	4
116	всех его	1	4
117	в форме	2	4
118	к которому	1	4
119	что не	5	4
120	более того	1	4
121	только по	3	4
122	в более	2	4
123	лишь как	2	4
124	хотя бы	5	4
125	может и	1	4
126	между ними	2	4
127	сказать что	5	4
128	другой стороны	5	4
129	также и	16	3
130	например в	2	3
131	действительности и	1	3
132	говорить о	3	3
133	бы то	1	3
134	нет и	1	3
135	из важнейших	1	3
136	связи и	1	3
137	и эстетического	1	3
138	помнить что	1	3
139	кроме того	1	3
140	и к	1	3
141	и художественного	1	3
142	в целом	5	3
143	вследствие этого	1	3
144	как момент	1	3
145	то ни	1	3
146	а как	3	3
147	с другими	1	3
148	и тем	5	3
149	несмотря на	2	3
150	том что	26	3
151	моментом в	1	3
152	тем не	8	3
153	имеют дело	1	3
154	имеем дело	1	3
155	же время	5	3
156	или как	3	3
157	не выходя	1	3
158	языка в	4	3
159	все то	1	3
160	как только	1	3
161	слова но	1	3
162	в применении	6	3
163	и это	6	3
164	хотя и	3	3
165	и от	1	3
166	в дальнейшем	2	3
167	ясно что	9	3
168	если бы	2	3
169	но здесь	1	3
170	искусства и	1	3
171	и должно	1	3
172	к действительности	2	3
173	природы и	1	3
174	и содержания	1	3
175	на почве	5	3
176	содержания но	1	3
177	этом смысле	11	3
178	но с	4	3
179	одной из	3	3
180	как нечто	8	3
181	с одной	4	3
182	вопроса о	1	3
183	слова не	1	3
184	в известной	3	3
185	и должна	1	3
186	входят в	1	3
187	как такового	2	3
188	и даже	5	3
189	материала а	1	3
190	оно не	1	3
191	одной стороны	4	3
192	есть лишь	2	3
193	в область	1	3
194	применении к	6	3
195	и на	3	3
196	в тех	2	3
197	да и	4	3
198	слова и	1	3
199	но это	1	3
200	все это	6	3
201	не больше	1	3
202	культуры и	1	3
203	об искусстве	4	3
204	и все	1	3
205	ни было	1	3
206	все что	1	3
207	они не	1	3
208	смысле слова	7	2
209	можно говорить	1	2
210	и есть	3	2
211	в котором	4	2
212	др в	1	2
213	есть не	3	2
214	мы имеем	3	2
215	не вполне	4	2
216	не остается	1	2
217	предметом и	1	2
218	в чем	4	2
219	но как	2	2
220	а только	8	2
221	художественных произведений	2	2
222	или иное	1	2
223	в истории	9	2
224	от содержания	1	2
225	дает нам	1	2
226	как к	1	2
227	и жизненно	1	2
228	себе не	1	2
229	и у	1	2
230	что это	3	2
231	ни одна	2	2
232	иным путем	1	2
233	и те	2	2
234	познавательного акта	1	2
235	на то	1	2
236	а к	1	2
237	не следует	2	2
238	оно было	1	2
239	момента в	2	2
240	он должен	1	2
241	на этом	3	2
242	в каждом	4	2
243	материала и	1	2
244	лишь в	1	2
245	и других	3	2
246	искусства в	1	2
247	действительности в	2	2
248	не совпадает	1	2
249	языка для	1	2
250	о которых	2	2
251	что совершенно	1	2
252	строгом смысле	3	2
253	и при	2	2
254	и художественно	1	2
255	но которые	1	2
256	не его	1	2
257	и более	1	2
258	не могли	2	2
259	том же	2	2
260	и вообще	3	2
261	задачи и	1	2
262	этой области	3	2
263	в таких	1	2
264	дело в	3	2
265	одна из	2	2
266	и именно	12	2
267	и отдельных	1	2
268	того чтобы	21	2
269	в самой	1	2
270	связь и	1	2
271	во всем	2	2
272	а лишь	1	2
273	связи с	3	2
274	следует что	2	2
275	этом отношении	3	2
276	у нас	2	2
277	словесного искусства	1	2
278	не могут	5	2
279	есть только	2	2
280	отличается от	1	2
281	же самое	2	2
282	анализа и	1	2
283	что оно	2	2
284	для того	21	2
285	в работах	2	2
286	внешних чувств	1	2
287	должен быть	4	2
288	что все	1	2
289	только при	1	2
290	в себя	1	2
291	и которые	1	2
292	здесь нет	4	2
293	том как	1	2
294	здесь все	2	2
295	в другом	3	2
296	другими словами	1	2
297	и что	4	2
298	в значительной	2	2
299	современной русской	1	2
300	автор как	1	2
301	язык в	1	2
302	в лучшем	1	2
303	в каких	1	2
304	того что	12	2
305	нуждается в	2	2
306	что он	4	2
307	в какой	4	2
308	и ее	4	2
309	себя в	2	2
310	языка как	2	2
311	в виде	4	2
312	в начале	3	2
313	не дает	1	2
314	об отдельных	3	2
315	но совершенно	1	2
316	ни с	2	2
317	что содержание	1	2
318	что и	3	2
319	вовсе не	6	2
320	содержание и	1	2
321	произведения и	2	2
322	объектом и	1	2
323	то или	1	2
324	тем что	6	2
325	в особенности	4	2
326	чем в	3	2
327	или иной	1	2
328	здесь в	1	2
329	форме и	1	2
330	связи не	1	2
331	не было	1	2
332	в россии	1	2
333	дифференциации и	1	2
334	в связи	2	2
335	человек в	1	2
336	в частности	3	2
337	как это	5	2
338	в строгом	3	2
339	из которых	2	2
340	деятельность не	1	2
341	по существу	2	2
342	своего содержания	1	2
343	можно сказать	3	2
344	лучшем случае	1	2
345	того или	1	2
346	в культуре	1	2
347	этой науки	3	2
348	искусства как	1	2
349	или в	1	2
350	о котором	8	2
351	той или	1	2
352	находит свое	1	2
353	чтобы его	1	2
354	как явление	1	2
355	мы должны	1	2
356	ни к	2	2
357	но зато	2	2
358	области изучения	1	2
359	в этих	3	2
360	слово в	1	2
361	в свою	1	2
362	или иного	1	2
363	и другие	1	2
364	в своих	2	2
365	по поводу	1	2
366	и эта	1	2
367	к этому	3	2
368	а между	1	1
369	в мировоззрении	1	1
370	не иначе	2	1
371	обращена к	1	1
372	человека и	1	1
373	который мог	1	1
374	выражения в	1	1
375	дело обстоит	1	1
376	тех же	1	1
377	это и	1	1
378	мере в	4	1
379	к данному	1	1
380	который можно	1	1
381	но действительность	1	1
382	и принципиально	1	1
383	в чисто	4	1
384	в первом	5	1
385	из его	2	1
386	путем из	1	1
387	от которых	2	1
388	и за	1	1
389	бы уже	1	1
390	общих чертах	1	1
391	нуждаются в	1	1
392	и ничего	1	1
393	что уже	3	1
394	вопрос о	8	1
395	язык как	3	1
396	науки и	2	1
397	нам в	1	1
398	мы называем	2	1
399	который был	1	1
400	так чтобы	3	1
401	что иное	4	1
402	всего сказанного	1	1
403	жизни как	2	1
404	которое в	2	1
405	так называемые	1	1
406	в каждой	2	1
407	меньшей степени	1	1
408	быть понято	1	1
409	которую можно	1	1
410	как таковые	1	1
411	иное как	5	1
412	к целому	1	1
413	время в	2	1
414	как науки	4	1
415	этим не	1	1
416	ними в	1	1
417	по своему	5	1
418	различия между	1	1
419	и всего	1	1
420	слова как	2	1
421	в противовес	1	1
422	одном и	1	1
423	значение и	2	1
424	к слову	1	1
425	искусство в	1	1
426	в общем	12	1
427	в новом	1	1
428	себе и	2	1
429	предметом самостоятельного	2	1
430	которые не	1	1
431	в подобных	1	1
432	увидим далее	1	1
433	стороны и	3	1
434	в услужении	1	1
435	и исторические	1	1
436	понять и	1	1
437	как уже	2	1
438	что по	1	1
439	содержания не	1	1
440	в материал	1	1
441	к культуре	2	1
442	есть ли	1	1
443	говорится в	1	1
444	психологии и	1	1
445	то в	1	1
446	трудами по	1	1
447	бы и	2	1
448	нужно только	1	1
449	и я	1	1
450	себе содержание	1	1
451	что так	1	1
452	в этой	3	1
453	бы только	1	1
454	но он	1	1
455	попытка понять	2	1
456	только один	1	1
457	но ведь	4	1
458	как он	6	1
459	если он	1	1
460	направлено на	1	1
461	не могла	1	1
462	самими этими	1	1
463	что каждая	2	1
464	к выводу	6	1
465	как оно	3	1
466	т д	37	1
467	всем что	1	1
468	каждое из	1	1
469	формы но	1	1
470	есть та	1	1
471	в принципе	2	1
472	не как	3	1
473	и вот	3	1
474	широком смысле	8	1
475	свое время	2	1
476	не теряет	1	1
477	его от	1	1
478	подобно тому	1	1
479	вообще всякий	2	1
480	даже прямо	1	1
481	его можно	2	1
482	так например	6	1
483	всего то	3	1
484	именно это	1	1
485	всех отношениях	1	1
486	подход к	1	1
487	критики и	2	1
488	они должны	1	1
489	значение в	2	1
490	целое как	1	1
491	и каковы	2	1
492	мы уже	1	1
493	именно данной	1	1
494	сохраняет еще	1	1
495	себя не	1	1
496	это было	1	1
497	материала к	1	1
498	с прошлым	3	1
499	в существенном	2	1
500	истории и	4	1
501	мы вообще	1	1
502	ведь в	1	1
503	материальной организации	1	1
504	понятий в	1	1
505	для них	1	1
506	она и	1	1
507	ни одной	1	1
508	все равно	1	1
509	этого не	2	1
510	с тем	6	1
511	и уже	3	1
512	рода и	1	1
513	от языка	1	1
514	действительно не	1	1
515	и прямо	1	1
516	автора и	1	1
517	нисколько не	3	1
518	только тем	1	1
519	отношениями между	1	1
520	по сравнению	3	1
521	к предмету	1	1
522	чем говорится	3	1
523	ей но	1	1
524	как совокупность	2	1
525	в которых	6	1
526	мысли и	2	1
527	его отношение	1	1
528	лишь средством	1	1
529	действительность в	3	1
530	даже к	1	1
531	что никакой	1	1
532	так называемое	1	1
533	однако в	3	1
534	не должно	1	1
535	по себе	9	1
536	как язык	1	1
537	так называемого	1	1
538	же мы	1	1
539	тому что	2	1
540	берут в	1	1
541	уже выше	1	1
542	какие бы	1	1
543	не раз	1	1
544	культурной жизни	2	1
545	деятельность есть	1	1
546	что с	3	1
547	иной раз	2	1
548	но для	1	1
549	как о	4	1
550	уже из	1	1
551	правда в	1	1
552	в самых	1	1
553	доходят до	1	1
554	науку о	2	1
555	следовательно и	1	1
556	и всегда	1	1
557	с материалом	1	1
558	и без	2	1
559	под этим	1	1
560	находятся в	2	1
561	этих двух	1	1
562	во всей	1	1
563	к концу	1	1
564	целое в	1	1
565	и является	1	1
566	до того	2	1
567	себе это	1	1
568	уже и	7	1
569	ли это	1	1
570	ему не	1	1
571	и со	1	1
572	об особой	1	1
573	есть совершенно	1	1
574	значению для	1	1
575	в задачу	1	1
576	в момент	1	1
577	уже о	1	1
578	что можно	2	1
579	данности и	1	1
580	и дух	1	1
581	становится возможным	1	1
582	значительной степени	1	1
583	этого и	1	1
584	по возможности	3	1
585	иной области	1	1
586	даже и	3	1
587	мы ее	1	1
588	приходит к	1	1
589	из всего	1	1
590	подобных случаях	1	1
591	как не	1	1
592	свою очередь	1	1
593	говоря уже	2	1
594	без всякого	1	1
595	в в	3	1
596	не наука	1	1
597	языка и	12	1
598	исторической жизни	1	1
599	идет речь	2	1
600	на том	3	1
601	содержания этого	1	1
602	что у	1	1
603	на нее	2	1
604	мог бы	2	1
605	осуществляется в	1	1
606	в одном	4	1
607	известной мере	2	1
608	это только	4	1
609	имеется в	1	1
610	это как	1	1
611	отрицательный характер	1	1
612	к языку	1	1
613	в содержании	1	1
614	выводу что	5	1
615	смысле и	2	1
616	особый вид	1	1
617	образом в	1	1
618	и восприятия	1	1
619	о ней	1	1
620	понять как	1	1
621	самом широком	1	1
622	настоящее время	1	1
623	а также	3	1
624	вопросу о	2	1
625	своему значению	2	1
626	явления культуры	1	1
627	областями в	1	1
628	на отдельные	1	1
629	на протяжении	2	1
630	нем не	1	1
631	тем или	1	1
632	возникает и	1	1
633	ее от	2	1
634	вся эта	1	1
635	во втором	2	1
636	таким путем	1	1
637	лишь к	1	1
638	высокой степени	1	1
639	них в	1	1
640	вообще и	3	1
641	слова для	1	1
642	этой форме	1	1
643	познания в	1	1
644	для наук	1	1
645	что здесь	2	1
646	быть и	2	1
647	на которой	1	1
648	стороны можно	1	1
649	обе эти	2	1
650	этот вопрос	4	1
651	те связи	1	1
652	воплощения в	1	1
653	или же	3	1
654	именно на	2	1
655	есть в	1	1
656	уже не	5	1
657	только на	3	1
658	ее а	1	1
659	не чувствует	1	1
660	своим собственным	1	1
661	соглашаться с	1	1
662	с самими	1	1
663	данности а	1	1
664	каким образом	1	1
665	речь в	4	1
666	или даже	1	1
667	нужда в	1	1
668	из них	3	1
669	его и	1	1
670	области в	1	1
671	котором можно	1	1
672	который как	1	1
673	вырастает на	1	1
674	для него	1	1
675	самого слова	1	1
676	ее не	1	1
677	к ним	1	1
678	может служить	3	1
679	но что	3	1
680	только с	3	1
681	не просто	4	1
682	значение только	1	1
683	момент в	1	1
684	глубине и	1	1
685	именно как	3	1
686	ее предмет	1	1
687	вполне только	1	1
688	объяснение в	1	1
689	до сих	5	1
690	непосредственно в	1	1
691	или иначе	4	1
692	именно в	8	1
693	оно будет	1	1
694	это своеобразное	1	1
695	литературное произведение	2	1
696	виде и	1	1
697	обратиться к	1	1
698	только что	4	1
699	связано с	1	1
700	самом же	1	1
701	нужно сказать	1	1
702	не создает	1	1
703	на этот	4	1
704	а наоборот	1	1
705	до конца	3	1
706	основной вопрос	1	1
707	культуры как	6	1
708	так называемой	3	1
709	все время	1	1
710	одну из	1	1
711	чем на	1	1
712	о чем	4	1
713	на эту	1	1
714	отделима и	1	1
715	что мы	2	1
716	самого содержания	1	1
717	входить в	1	1
718	вместе с	6	1
719	так же	3	1
720	и особенно	1	1
721	мы говорим	2	1
722	его содержание	1	1
723	однако для	1	1
724	направление в	2	1
725	содержания для	2	1
726	видит в	4	1
727	сравнению с	3	1
728	она есть	5	1
729	лицом к	1	1
730	в той	7	1
731	на которое	1	1
732	тесно связан	1	1
733	смысле этого	8	1
734	становится наукой	1	1
735	тому как	1	1
736	область исторической	1	1
737	первом случае	2	1
738	образом язык	1	1
739	как целое	3	1
740	искусства вообще	1	1
741	быть не	1	1
742	д мы	1	1
743	есть и	4	1
744	языка то	1	1
745	этого слова	2	1
746	как например	5	1
747	впрочем не	1	1
748	есть то	1	1
749	сих пор	5	1
750	этого метода	1	1
751	самое существенное	1	1
752	и собственно	1	1
753	это уже	1	1
754	сам же	2	1
755	и часто	1	1
756	своих основных	1	1
757	не существует	2	1
758	к тому	4	1
759	это можно	1	1
760	в результате	3	1
761	которая в	1	1
762	в настоящее	1	1
763	или иным	1	1
764	это может	2	1
765	для современной	1	1
766	бы в	1	1
767	еще более	1	1
768	вообще в	2	1
769	с понятием	3	1
770	хотя в	2	1
771	разных сторон	1	1
772	отношении к	2	1
773	к лицу	1	1
774	но если	3	1
775	не говоря	2	1
776	связей и	1	1
777	понимается как	1	1
778	себе самому	1	1
779	жизни а	1	1
780	не что	4	1
781	чем иным	1	1
782	в свое	2	1
783	в которой	1	1
784	в действительности	1	1
785	другого рода	2	1
786	жизни и	2	1
787	того времени	1	1
788	это в	2	1
789	это понятие	2	1
790	которая не	1	1
