N	3gram	Losev_Prob_5	Problemy
1	то же время	1	10
2	в то же	1	10
3	на самом деле	1	9
4	с самого начала	1	8
5	по отношению к	2	6
6	но в то	1	4
7	во всяком случае	2	4
8	той или иной	1	4
9	как и у	2	3
10	в этом смысле	3	3
11	бы то ни	2	3
12	то ни было	1	3
13	в конце концов	6	3
14	с другой стороны	5	3
15	не может быть	2	3
16	к тому же	1	3
17	то что я	1	2
18	как раз и	1	2
19	с точки зрения	8	2
20	сам по себе	1	2
21	друг на друга	1	2
22	можно было бы	1	2
23	и не в	2	2
24	к другому и	1	2
25	и в этом	1	2
26	в такой же	1	2
27	так и в	1	2
28	не в силах	1	2
29	но все же	2	2
30	в большинстве случаев	1	2
31	в том что	8	2
32	как и его	1	1
33	говорит о себе	1	1
34	и в которой	1	1
35	в чем не	1	1
36	то есть как	1	1
37	а вовсе не	1	1
38	дело в том	2	1
39	то есть это	1	1
40	в самом деле	1	1
41	но даже и	2	1
42	никак не может	2	1
43	том что он	2	1
44	да и то	1	1
45	как бы с	1	1
46	в нем и	1	1
47	до сих пор	2	1
48	вместе с тем	3	1
49	не входит в	1	1
50	таким образом как	1	1
51	мы могли бы	1	1
52	а так как	1	1
53	в этом произведении	1	1
54	и нуждается в	1	1
55	по крайней мере	4	1
56	у него нет	1	1
57	и то что	3	1
58	о том как	1	1
59	то время как	3	1
60	в данном случае	2	1
61	и тут же	1	1
62	как будто бы	3	1
63	хотя и с	1	1
64	и как бы	1	1
65	в нем не	1	1
66	и к своему	1	1
67	и в том	1	1
68	потому что они	2	1
69	в то время	3	1
70	чем иным как	2	1
71	но тем не	1	1
72	он и делает	1	1
73	и вместе с	1	1
74	о том что	9	1
75	не чем иным	2	1
76	по его мнению	1	1
77	тому же и	1	1
78	ни в чем	1	1
79	можно сказать что	3	1
80	которая может быть	1	1
81	вопрос о том	1	1
82	тем не менее	5	1
83	сама по себе	1	1
84	на друга что	1	1
85	для того чтобы	2	1
86	он не видит	1	1
87	никогда и не	1	1
88	и как будто	1	1
89	и даже у	1	1
90	уже не в	1	1
91	в этом отношении	1	1
92	а я на	1	1
