N	2gram	Voloshinov_1	Mirosoze
1	и в	15	46
2	в нем	4	22
3	у него	3	22
4	это –	9	22
5	может быть	13	21
6	в этом	13	20
7	не только	5	18
8	и не	16	18
9	никогда не	7	18
10	для него	5	18
11	но и	4	15
12	не может	13	15
13	человека в	3	14
14	как и	6	13
15	а не	2	13
16	к человеку	1	12
17	прежде всего	11	12
18	потому что	4	12
19	не было	4	11
20	в ней	5	11
21	у нас	3	11
22	но в	9	10
23	та же	1	10
24	в себе	4	10
25	он не	4	10
26	мировой гармонии	1	10
27	он был	3	9
28	не в	4	9
29	не знает	3	9
30	и есть	2	8
31	отношение к	7	8
32	в своем	2	8
33	любовь к	1	8
34	так как	9	8
35	она не	2	8
36	человека к	2	8
37	как бы	11	8
38	но это	2	8
39	он –	2	8
40	человека и	6	7
41	связана с	1	7
42	в мире	1	7
43	как в	3	7
44	и к	7	7
45	в нашем	3	7
46	в этой	5	7
47	человек не	2	7
48	человеческой личности	1	7
49	любви к	1	7
50	хотя бы	7	7
51	и потому	8	7
52	и для	2	7
53	что он	8	7
54	вопрос о	1	6
55	судьба человека	1	6
56	там и	1	6
57	что это	3	6
58	человек –	1	6
59	в русской	1	6
60	он сам	4	6
61	и здесь	1	6
62	жизнь в	1	6
63	так же	1	6
64	того что	2	6
65	жизни и	5	6
66	то же	7	5
67	я не	3	5
68	совсем не	5	5
69	в самом	6	5
70	бы и	2	5
71	свободу и	1	5
72	и вот	6	5
73	что она	2	5
74	что все	5	5
75	в своей	9	5
76	в отношении	2	5
77	есть прежде	1	5
78	и его	15	5
79	к тому	4	5
80	и это	1	5
81	те же	4	5
82	это не	2	5
83	один из	4	5
84	в его	9	5
85	для того	1	5
86	то что	10	5
87	и все	4	5
88	также и	1	4
89	жизни это	1	4
90	с его	8	4
91	у них	1	4
92	думать что	2	4
93	– говорит	2	4
94	в жизни	5	4
95	том что	5	4
96	его отношение	2	4
97	тому что	3	4
98	того чтобы	2	4
99	должны быть	3	4
100	должен быть	2	4
101	так и	10	4
102	для этого	4	4
103	означает что	1	4
104	себя в	2	4
105	уже не	5	4
106	что и	2	4
107	в свою	2	4
108	они не	2	4
109	до конца	5	4
110	самого себя	2	4
111	что в	6	4
112	все что	9	4
113	смысле слова	2	3
114	же как	1	3
115	чтобы не	2	3
116	чувствовать себя	1	3
117	это и	1	3
118	высшей степени	2	3
119	той же	2	3
120	и самого	1	3
121	и на	3	3
122	в чем	4	3
123	и религия	2	3
124	он в	1	3
125	как он	1	3
126	идеи и	2	3
127	и она	2	3
128	страдания и	1	3
129	человека –	3	3
130	не бывает	1	3
131	и с	7	3
132	в глубине	2	3
133	на все	2	3
134	его в	8	3
135	на почве	2	3
136	ни в	6	3
137	в высшей	2	3
138	всю жизнь	1	3
139	и тогда	1	3
140	этого необходимо	1	3
141	в такой	1	3
142	любовь и	1	3
143	что было	1	3
144	можно ли	1	3
145	он хочет	1	3
146	людей и	1	3
147	себя и	3	3
148	момент в	1	3
149	не существует	3	3
150	было в	1	3
151	если бы	3	3
152	с ним	12	3
153	о том	1	3
154	и во	1	3
155	что они	1	3
156	к которой	1	3
157	каждого человека	2	3
158	в том	4	3
159	только в	6	3
160	не так	1	3
161	он любит	1	3
162	тем что	1	3
163	от того	3	3
164	до сих	3	3
165	к которому	1	3
166	связано с	1	3
167	человек в	1	3
168	нет ничего	1	3
169	– не	7	3
170	жизни в	3	3
171	и нет	1	3
172	сих пор	3	3
173	и от	1	3
174	человека для	1	3
175	природа человека	1	3
176	сказать что	6	3
177	есть и	2	3
178	влечет к	2	3
179	в своих	4	3
180	я и	6	2
181	отношения к	2	2
182	сам по	2	2
183	который должен	1	2
184	– есть	1	2
185	когда человек	1	2
186	с таким	1	2
187	и за	2	2
188	только это	1	2
189	как то	1	2
190	из глубины	1	2
191	не был	1	2
192	во всех	8	2
193	по отношению	11	2
194	себе и	1	2
195	в центре	3	2
196	человеческая личность	1	2
197	него –	1	2
198	хотя и	1	2
199	увидим что	4	2
200	от этого	1	2
201	то в	1	2
202	и этим	3	2
203	в которой	1	2
204	бы не	1	2
205	и тот	2	2
206	если он	5	2
207	этот процесс	4	2
208	не к	1	2
209	одной и	1	2
210	на этом	5	2
211	с собой	1	2
212	еще более	2	2
