N	2gram	Vygotskiy__2	Problemy
1	и не	10	31
2	и в	32	29
3	в его	2	24
4	может быть	18	24
5	в этом	13	22
6	а не	7	22
7	в нем	4	19
8	точки зрения	17	19
9	как бы	6	19
10	для него	1	18
11	не только	12	15
12	то что	21	15
13	то же	13	14
14	не как	3	14
15	и его	7	14
16	но и	10	14
17	с точки	10	13
18	уже не	1	13
19	точка зрения	2	12
20	таким образом	21	12
21	как и	10	12
22	не может	17	12
23	в самом	12	10
24	этом смысле	1	10
25	в то	5	10
26	только в	7	10
27	в одном	2	10
28	там где	2	10
29	все эти	7	9
30	с его	2	9
31	все же	4	9
32	это не	2	9
33	если бы	6	9
34	же время	2	9
35	о нем	1	9
36	одного сознания	1	9
37	идеи в	1	9
38	но не	2	9
39	в романе	2	9
40	что в	20	8
41	по себе	12	8
42	в каждом	2	8
43	как не	2	8
44	в том	37	8
45	что он	13	8
46	потому что	21	8
47	до конца	3	8
48	в своей	3	8
49	а как	1	7
50	и на	5	7
51	за пределы	1	7
52	и как	7	7
53	но в	3	7
54	в себе	2	7
55	с другими	2	7
56	том что	21	7
57	не в	8	7
58	вовсе не	2	7
59	она не	2	7
60	так и	3	7
61	прежде всего	1	7
62	мира и	1	7
63	о достоевском	1	7
64	а в	4	7
65	одним из	1	6
66	самом деле	16	6
67	так же	18	6
68	как в	9	6
69	в целом	4	6
70	что она	16	6
71	его в	1	6
72	несмотря на	4	6
73	достоевского но	1	6
74	в самой	2	6
75	могут быть	4	6
76	к нему	2	6
77	говорит он	4	6
78	был бы	1	6
79	в конце	3	6
80	так как	12	6
81	как раз	5	6
82	не могут	3	6
83	все это	5	6
84	на самом	5	5
85	это и	1	5
86	в зависимости	1	5
87	той же	8	5
88	же что	2	5
89	зависимости от	1	5
90	творчество достоевского	1	5
91	он не	6	5
92	в плане	1	5
93	но все	1	5
94	было бы	11	5
95	он и	1	5
96	мир и	1	5
97	в сущности	7	5
98	и это	4	5
99	и о	1	5
100	еще не	2	5
101	ничего не	4	5
102	между тем	4	5
103	в драме	2	5
104	именно в	1	5
105	в творчестве	4	5
106	дело идет	1	5
107	конце концов	3	5
108	во всяком	2	5
109	и т	10	4
110	идет о	1	4
111	так чтобы	1	4
112	тем как	1	4
