N	3gram	Bakhtin_Pr_2	EvropaiC
1	в том что	4	16
2	до сих пор	2	12
3	по отношению к	8	10
4	друг с другом	2	9
5	с точки зрения	9	8
6	на самом деле	1	7
7	более или менее	1	7
8	на то что	2	7
9	друг от друга	2	6
10	для того чтобы	1	6
11	в самом деле	3	5
12	по сравнению с	2	5
13	в этом случае	1	4
14	совершенно так же	2	4
15	к тому же	1	4
16	с другой стороны	1	4
17	не может быть	6	4
18	о том что	3	4
19	тем не менее	1	4
20	в конце концов	3	4
21	и того же	1	3
22	одного и того	1	3
23	так же как	3	3
24	в данном случае	1	3
25	в целом ряде	2	3
26	таким образом в	2	3
27	в том и	1	2
28	что же касается	1	2
29	он не может	1	2
30	то же время	3	2
31	именно потому что	1	2
32	друг к другу	3	2
33	двух или нескольких	1	2
34	ничего общего с	1	2
35	но все же	2	2
36	том что все	1	2
37	в то же	3	2
38	и в том	2	2
39	духе и в	1	1
40	нет и не	1	1
41	хотя и не	1	1
42	видит и понимает	1	1
43	мы уже говорили	2	1
44	или лучше сказать	1	1
45	может быть изображена	1	1
46	дело в том	1	1
47	а потому и	1	1
48	далеко не исчерпывается	1	1
49	то время как	1	1
50	что в данном	1	1
51	сих пор еще	1	1
52	друг в друге	3	1
53	целом ряде других	2	1
54	в котором они	1	1
55	и не может	2	1
56	в лучшем случае	1	1
57	в зависимости от	3	1
58	является одним из	1	1
59	у него в	1	1
60	и в дальнейшем	1	1
61	а может быть	2	1
62	независимо от того	1	1
63	том что так	1	1
64	том числе и	2	1
65	в то что	1	1
66	том и другом	1	1
67	мы говорили в	1	1
68	точки зрения на	1	1
69	точки зрения всякой	1	1
70	по крайней мере	2	1
71	но все они	1	1
72	свои силы над	1	1
73	их отношение к	1	1
74	уже говорили что	1	1
75	в каждом индивидуальном	1	1
76	что входит в	2	1
77	именно в этой	1	1
78	и с точки	1	1
79	в высшей степени	1	1
80	с одной и	1	1
81	и в целом	2	1
82	в его сознании	1	1
83	каждый из них	1	1
84	что он сам	1	1
85	становится как бы	1	1
86	и ничем не	1	1
87	во всем этом	1	1
88	что у него	1	1
89	я не могу	1	1
90	о котором мы	1	1
91	и той же	1	1
92	они вступают в	1	1
93	ко всем этим	1	1
94	теснейшей связи с	1	1
95	но с другой	1	1
96	и некоторые другие	1	1
97	таким образом мы	1	1
98	в то время	1	1
99	как бы ни	1	1
100	смысле этого слова	2	1
101	то есть в	8	1
102	на одном уровне	1	1
103	с самого начала	1	1
104	между ними нет	1	1
105	может показаться что	1	1
106	в теснейшей связи	1	1
107	тем более что	1	1
108	в том числе	2	1
109	мы видим что	1	1
110	одной и той	1	1
111	как мы видели	3	1
112	у каждого своя	1	1
