N	3gram	Potebnia_M_4	Myshleni
1	для того чтобы	4	14
2	по отношению к	8	12
3	в том что	7	11
4	с точки зрения	3	9
5	мы могли бы	2	6
6	в этом отношении	1	5
7	заключается в том	1	5
8	с самого начала	1	5
9	можно сказать что	4	5
10	не в состоянии	2	4
11	родного языка и	1	4
12	подобно тому как	2	4
13	то же самое	4	4
14	к тому чтобы	1	4
15	на этот вопрос	2	4
16	в своем развитии	2	4
17	в то время	1	4
18	о том что	5	4
19	друг от друга	1	4
20	и того же	1	3
21	в этом случае	5	3
22	не то что	3	3
23	до сих пор	4	3
24	с одной стороны	1	3
25	и тот же	2	3
26	в свою очередь	1	3
27	не может быть	5	3
28	один и тот	2	3
29	не только не	3	3
30	одного и того	1	3
31	вопрос о том	2	3
32	таким образом что	2	2
33	потому что в	3	2
34	так что в	1	2
35	о том как	1	2
36	и не может	1	2
37	того что мы	1	2
38	в той же	1	2
39	что только в	1	2
40	ответить на вопрос	1	2
41	таким образом в	1	2
42	и то что	4	2
43	то и другое	2	2
44	вместе с тем	3	2
45	но при этом	1	2
46	с другой стороны	1	2
47	в свое время	1	2
48	от того что	3	2
49	же самое что	1	2
50	само по себе	5	2
51	ничего общего с	1	2
52	и тем более	1	2
53	мы говорим о	1	2
54	того факта что	1	2
55	на нее как	1	1
56	в том виде	1	1
57	что иное как	2	1
58	лежащие в ее	1	1
59	сказать что в	1	1
60	только сказать что	1	1
61	ответить на этот	1	1
62	можно видеть из	1	1
63	и в первом	1	1
64	она так же	1	1
65	на самом деле	3	1
66	что между обоими	1	1
67	во всем ее	1	1
68	в том числе	1	1
69	в том же	2	1
70	а тем более	1	1
71	если так то	1	1
72	только в том	2	1
73	сам по себе	4	1
74	и на вопрос	1	1
75	возникают из них	1	1
76	на котором она	2	1
77	том числе и	1	1
78	кроме того что	1	1
79	состоящее в том	1	1
80	но мы должны	1	1
81	и той же	1	1
82	для него значение	1	1
83	трудная и сложная	1	1
84	имеющие ничего общего	1	1
85	в силу этого	1	1
86	потому что хотя	3	1
87	же следует сказать	1	1
88	если же мы	1	1
89	чтобы понять что	1	1
90	и многие другие	1	1
91	не что иное	2	1
92	так как между	1	1
93	того что он	1	1
94	то этим самым	1	1
95	могут быть названы	1	1
96	этом случае мы	1	1
97	это было бы	1	1
98	чтобы ответить на	1	1
99	развития так и	1	1
100	смысле этого слова	1	1
101	таким образом как	1	1
102	и по отношению	2	1
103	то же следует	1	1
104	не могут быть	2	1
105	это не так	1	1
106	все более и	2	1
107	и что только	1	1
108	в связи с	1	1
109	а не как	1	1
110	друг к другу	1	1
111	как нам представляется	1	1
112	во всяком случае	3	1
113	тем не менее	4	1
114	образом мы видим	1	1
115	не было бы	1	1
116	и таким образом	3	1
117	что мы его	2	1
118	тем и другим	3	1
119	есть не что	1	1
120	такое же значение	1	1
121	тем самым и	1	1
122	своего собственного развития	1	1
123	что в сущности	1	1
124	как уже сказано	1	1
125	что происходит в	1	1
126	что совершается в	1	1
127	мы не можем	3	1
128	таким образом мы	2	1
129	том смысле что	1	1
130	области гуманитарных наук	1	1
131	в том чтобы	1	1
132	не имеющие ничего	1	1
133	и вместе с	1	1
134	на вопрос почему	2	1
135	между тем и	3	1
136	то что прежде	1	1
137	что в действительности	1	1
138	в связь с	1	1
139	более и более	2	1
140	путь по которому	1	1
141	в этом заключается	1	1
142	из которых один	1	1
143	что это не	1	1
144	то же что	1	1
145	что существуют такие	1	1
146	в то же	3	1
147	уже в силу	1	1
148	к тому что	1	1
149	в том смысле	2	1
150	одной и той	1	1
151	заключенное в нем	1	1
152	в этом слове	4	1
153	тех и других	1	1
154	как же это	1	1
155	отношению к ним	1	1
156	так то необходимо	1	1
157	что он в	1	1
158	вместе с этим	2	1
