N	3gram	Propp_Isto_4	Komedia
1	за то что	1	4
2	вместе с тем	1	4
3	о том что	2	4
4	в том числе	1	3
5	в связи с	2	3
6	в то время	1	3
7	на пути к	1	2
8	до сих пор	5	2
9	то время как	1	2
10	и с этой	1	2
11	то что он	2	2
12	что у него	1	2
13	независимо от того	1	2
14	берет на себя	1	2
15	после того как	2	2
16	к тому что	1	2
17	что и в	1	2
18	по содержанию и	1	1
19	между небом и	1	1
20	имеется в виду	1	1
21	особого внимания заслуживает	1	1
22	возможно что в	1	1
23	отцом и сыном	1	1
24	одна из них	1	1
25	небом и землей	1	1
26	о том чтобы	1	1
27	но и в	1	1
28	точно так же	5	1
29	иначе чем это	1	1
30	может привести к	1	1
31	и не всегда	1	1
32	так как он	2	1
33	при жизни так	1	1
34	в этой связи	1	1
35	можно полагать что	1	1
36	а по его	1	1
37	на задний план	2	1
38	как будто бы	1	1
39	по сравнению с	3	1
40	только после того	1	1
41	таким же образом	1	1
42	с другой стороны	4	1
43	таким образом и	1	1
44	не может быть	4	1
45	три года до	1	1
46	в плен в	1	1
47	о чем говорилось	1	1
48	до нас в	1	1
49	в тех случаях	2	1
50	что он не	1	1
51	но уже в	1	1
52	так и в	2	1
53	не только в	2	1
54	но все же	4	1
55	лет тому назад	1	1
56	тем более что	1	1
57	с собой в	2	1
58	тех случаях когда	2	1
59	в большинстве случаев	1	1
60	тем не менее	2	1
61	легко представить себе	1	1
62	даже в тех	1	1
63	как мы видели	3	1
