N	3gram	Vinokur_Ku_1	Vladivir
1	в том что	15	10
2	тем не менее	4	9
3	о том что	5	8
4	с точки зрения	9	6
5	вместе с тем	3	6
6	не может быть	3	6
7	более или менее	3	5
8	как раз и	1	5
9	что же касается	4	5
10	то это значит	1	4
11	точно так же	1	4
12	и в смысле	1	3
13	в настоящее время	1	3
14	в этом смысле	3	3
15	только в том	3	3
16	хотя бы и	2	3
17	в том случае	1	3
18	во всяком случае	5	3
19	с одной стороны	1	3
20	и в его	1	3
21	в то же	2	3
22	в отличие от	1	3
23	вл соловьева к	1	3
24	само по себе	1	3
25	что и в	1	3
26	что несмотря на	1	2
27	что в этом	1	2
28	сводится к тому	2	2
29	иметь в виду	1	2
30	свидетельствует о том	1	2
31	в этом отношении	5	2
32	и в то	1	2
33	а с другой	3	2
34	том случае если	1	2
35	в это время	1	2
36	так же как	1	2
37	и потому что	2	2
38	так или иначе	2	2
39	в связи с	3	2
40	еще и потому	1	2
41	с другой стороны	6	2
42	и в таком	1	2
43	в себе и	1	2
44	ни в каком	1	2
45	то же время	2	2
46	вовсе не есть	1	2
47	и вместе с	1	2
48	те или иные	1	2
49	ничего общего с	1	2
50	что это есть	1	2
51	на то что	2	2
52	к тому что	2	2
53	но еще и	1	2
54	говоря уже об	1	1
55	таким образом если	1	1
56	что иное как	1	1
57	потому что он	1	1
58	вовсе не только	1	1
59	уже не просто	1	1
60	на учение о	1	1
61	чтобы можно было	1	1
62	это было бы	1	1
63	в том и	2	1
64	так что в	1	1
65	внимание на то	2	1
66	том что он	4	1
67	о том как	3	1
68	в этом случае	2	1
69	и если мы	1	1
70	и должны быть	1	1
71	до сих пор	4	1
72	и притом не	1	1
73	в иных случаях	2	1
74	так что здесь	1	1
75	а именно так	1	1
76	при этом что	1	1
77	в строгом смысле	1	1
78	в первую очередь	2	1
79	и не столь	1	1
80	с тем что	1	1
81	для нас значение	1	1
82	можно было бы	3	1
83	и даже в	1	1
84	отчет в том	1	1
85	с этой точки	1	1
86	и не в	1	1
87	и вовсе не	2	1
88	одно и то	1	1
89	отнюдь не является	1	1
90	ни в какой	1	1
91	таким образом есть	1	1
92	так же невозможно	1	1
93	далеко не всегда	1	1
94	мы имеем право	1	1
95	не только в	1	1
96	в самом процессе	1	1
97	не говоря уже	1	1
98	эта сводится к	1	1
99	на этот раз	1	1
100	есть таким образом	1	1
101	и то же	1	1
102	если не считать	1	1
103	что он называет	1	1
104	притом не только	1	1
105	в противном случае	1	1
106	хотя бы на	1	1
107	если они не	1	1
108	что еще до	1	1
109	в его системе	1	1
110	все то что	1	1
111	потому что они	1	1
112	их как раз	1	1
113	с тем чтобы	1	1
114	этой точки зрения	2	1
115	то во всяком	1	1
116	а вместе с	1	1
117	против того что	1	1
118	о некоторого рода	1	1
119	ясно что в	1	1
120	эту точку зрения	1	1
121	в самом деле	7	1
122	в каждой из	1	1
123	той или иной	1	1
124	как раз на	2	1
125	в данном отношении	2	1
126	заключается в том	2	1
127	в силу которого	1	1
128	в том смысле	1	1
129	не что иное	1	1
130	с этим мы	1	1
131	в письме к	1	1
132	для того чтобы	15	1
133	я говорю что	1	1
134	лишь в том	1	1
