N	2gram	Nazirov_Tr_1	Psycholo
1	то что	4	32
2	и в	18	31
3	в том	2	30
4	и т	1	26
5	то есть	3	26
6	что в	4	23
7	может быть	7	22
8	таким образом	1	20
9	при этом	3	19
10	не может	5	17
11	как и	5	16
12	том что	4	16
13	т п	1	16
14	и не	7	16
15	только в	1	14
16	не только	8	13
17	что и	2	13
18	а не	1	13
19	так же	4	12
20	в этом	9	12
21	в самом	2	11
22	не в	2	11
23	в области	1	11
24	могут быть	1	11
25	того что	1	10
26	потому что	2	10
27	самом деле	1	9
28	по себе	1	9
29	ни в	2	9
30	как в	3	9
31	и что	4	8
32	никогда не	2	8
33	вместе с	1	8
34	все это	4	8
35	во всяком	1	8
36	заключается в	1	7
37	того чтобы	1	7
38	и его	6	7
39	о том	2	7
40	есть в	1	7
41	что он	6	7
42	что это	5	6
43	отнюдь не	3	6
44	что она	2	6
45	в его	3	6
46	всяком случае	1	6
47	и даже	4	6
48	до конца	2	6
49	и есть	1	5
50	то же	5	5
51	х годов	1	5
52	в ее	2	5
53	с одной	1	5
54	в целом	4	5
55	и совершенно	1	5
56	несмотря на	5	5
57	она не	1	5
58	в то	5	5
59	как будто	3	5
60	не является	1	5
61	утверждать что	1	5
62	для нас	1	5
63	мы видим	1	5
64	так что	2	5
65	совершенно не	1	5
66	как бы	7	5
67	все же	5	5
68	и все	4	5
69	говорит что	2	5
70	в котором	1	4
71	в которой	1	4
72	в виду	1	4
73	столь же	2	4
74	у него	6	4
75	отличие от	2	4
76	в себе	4	4
77	и если	1	4
78	что я	4	4
79	тому что	1	4
80	одна из	2	4
81	к тому	2	4
82	прежде всего	4	4
83	между тем	1	4
84	все время	1	4
85	один из	3	4
86	могло бы	1	4
87	как это	3	4
88	этого слова	1	4
89	с этой	1	4
90	и о	1	4
91	в результате	1	4
92	указывает на	1	4
93	например в	1	3
94	это и	1	3
95	на деле	1	3
96	что эти	2	3
97	должна быть	1	3
98	той же	1	3
99	вопрос о	2	3
100	мысль что	1	3
101	но не	1	3
102	в своем	3	3
103	но в	6	3
104	уже в	3	3
105	в этой	4	3
106	и вот	1	3
107	и по	1	3
108	с тем	2	3
109	в своей	1	3
110	представление о	1	3
111	в отличие	2	3
112	что эта	1	3
113	точно так	2	3
114	только не	1	3
115	во всем	1	3
116	что на	1	3
117	не могут	2	3
118	что оно	1	3
119	не есть	1	3
120	что при	1	3
121	и это	2	3
122	но только	1	3
123	что все	2	3
124	роль в	1	3
125	так и	5	3
126	но мы	1	3
127	же мысль	1	3
128	он не	2	3
129	нуждается в	1	3
130	в частности	2	3
131	дело с	1	3
132	который в	2	3
133	в обществе	1	3
134	только на	1	3
135	слова в	1	3
136	в конце	3	3
137	случайное и	1	3
138	не было	1	3
139	под влиянием	2	3
140	но это	4	3
141	конце концов	1	3
142	т е	1	3
143	в таком	2	3
144	ту же	1	2
145	что образ	3	2
146	и то	2	2
147	как мы	1	2
148	человека и	1	2
149	быть в	1	2
150	в чем	1	2
151	но как	1	2
152	в голове	1	2
153	с совершенно	1	2
154	отношение к	2	2
155	как говорит	2	2
156	она как	2	2
157	к числу	1	2
158	бы и	2	2
159	представляет собой	1	2
160	как он	1	2
161	в нем	4	2
162	и с	7	2
163	его в	2	2
164	в них	1	2
165	он же	1	2
166	в такой	1	2
167	стало быть	1	2
168	одном из	2	2
169	тем не	1	2
170	они сами	1	2
171	не менее	1	2
172	тем самым	3	2
173	это мы	1	2
174	ничего не	2	2
175	в русском	2	2
176	и теперь	1	2
177	ли это	1	2
178	сходство с	1	2
179	в применении	1	2
180	на вопрос	1	2
181	образы и	1	2
182	этими словами	1	2
183	с ним	3	2
184	и здесь	2	2
185	но и	4	2
186	что с	3	2
187	или как	1	2
188	человека именно	1	2
189	отметить что	1	2
190	к нему	3	2
191	и потому	1	2
192	по мнению	2	2
193	вот что	1	2
194	уже не	2	2
195	одно из	1	2
196	и их	1	2
197	в одном	2	2
198	к ним	1	2
199	психологического исследования	1	2
200	и вместе	1	2
201	русской интеллигенции	1	2
202	говорит о	2	2
203	то и	2	2
204	не быть	1	2
205	о чем	3	2
206	намек на	1	2
207	в связи	1	2
208	к жизни	5	2
209	искусства но	1	2
210	смысле этого	1	2
211	применении к	1	2
212	она должна	2	2
213	в книге	1	2
214	в прошлое	1	2
215	и от	1	2
216	тот кто	1	2
217	от него	1	2
218	бы в	1	2
219	к этой	1	2
220	и как	3	2
221	только что	1	2
222	по самой	1	2
223	обратиться к	1	2
224	что даже	1	2
225	только о	2	2
226	имеет в	2	2
227	по поводу	2	2
228	это в	1	2
229	начала является	1	1
230	он показывает	1	1
231	в первом	2	1
232	и могут	1	1
233	черты но	1	1
234	я не	4	1
235	и ее	2	1
236	ему в	1	1
237	свой роман	1	1
238	играет чрезвычайно	1	1
239	в сцене	1	1
240	в ней	1	1
241	относит к	1	1
242	литературы и	1	1
243	еще не	4	1
244	и на	7	1
245	с его	2	1
246	во всех	1	1
247	для искусства	2	1
248	тогда как	1	1
249	за пределы	1	1
250	это говорит	1	1
251	чем же	1	1
252	материалом для	1	1
253	за этим	1	1
254	в известной	2	1
255	перед нами	2	1
256	и наконец	1	1
257	и хотя	1	1
258	от самого	1	1
259	то в	1	1
260	из самых	2	1
261	при создании	1	1
262	это тот	1	1
263	и создается	1	1
264	только один	1	1
265	что без	1	1
266	по словам	2	1
267	и лучше	2	1
268	человек не	1	1
269	поведение в	2	1
270	и еще	1	1
271	к одному	1	1
272	что нужно	1	1
273	сказал что	1	1
274	что писал	1	1
275	но все	2	1
276	идей и	1	1
277	а затем	1	1
278	в мире	3	1
279	конечно в	1	1
280	об этом	4	1
281	непременно должно	1	1
282	и чтобы	1	1
283	говорил что	1	1
284	на все	1	1
285	а как	2	1
286	знает что	2	1
287	это не	5	1
288	совершенно иная	1	1
289	он есть	1	1
290	этом романе	1	1
291	ни разу	1	1
292	на этот	1	1
293	в стихах	1	1
294	тот самый	1	1
295	которой он	1	1
296	и вне	1	1
297	ведет к	1	1
298	другой факт	1	1
299	обратимся к	1	1
300	еще раз	2	1
301	он сказал	1	1
302	но я	1	1
303	есть такая	1	1
304	для него	3	1
305	но если	1	1
306	и при	1	1
307	как искусство	1	1
308	взгляд на	1	1
309	а чтобы	1	1
310	в черновиках	1	1
311	что говорит	2	1
312	должны были	1	1
313	некоторые черты	1	1
314	над ними	1	1
315	не могли	1	1
316	с такими	1	1
317	что этот	2	1
318	но создает	1	1
319	вплоть до	1	1
320	говорит по	1	1
321	самого начала	1	1
322	считает что	1	1
323	на котором	1	1
324	того как	1	1
325	всегда с	1	1
326	показал что	1	1
327	вместо того	1	1
328	связи с	1	1
329	во времена	1	1
330	перед ним	1	1
331	в духе	1	1
332	его за	2	1
333	уже было	1	1
334	как своего	1	1
335	что вместе	1	1
336	в поле	3	1
337	из ее	1	1
338	того самого	1	1
339	но при	2	1
340	однако ни	1	1
341	на другой	1	1
342	как система	1	1
343	мысль о	1	1
344	об отношении	1	1
345	с самого	1	1
346	на нее	1	1
347	больше в	1	1
348	раз он	2	1
349	по сравнению	1	1
350	но у	1	1
351	понятно что	1	1
352	быть может	1	1
353	в эпоху	1	1
354	эту сцену	1	1
355	о нем	1	1
356	вот почему	1	1
357	в глаза	2	1
358	а также	1	1
359	нас от	1	1
360	как у	2	1
361	внешней формы	1	1
362	все в	1	1
363	сильнее и	1	1
364	я вижу	1	1
365	говорит в	1	1
366	совершенно ином	1	1
367	бросается в	2	1
368	в двух	1	1
369	гораздо важнее	2	1
370	как нечто	1	1
371	в самое	1	1
372	для чтения	1	1
373	теперь уже	1	1
374	эти черты	1	1
375	значение и	1	1
376	которых можно	1	1
377	но самое	1	1
378	а это	1	1
379	за счет	1	1
380	соединенные в	1	1
381	в испуге	1	1
382	не так	2	1
383	писатель не	2	1
384	и должна	1	1
385	русский язык	1	1
386	в особенности	1	1
387	разу не	1	1
388	гораздо больше	1	1
389	жизни в	1	1
390	именно в	1	1
391	была и	1	1
392	и др	1	1
393	в настоящей	1	1
394	положение для	1	1
395	социальной жизни	1	1
396	полагал что	1	1
397	в рассказе	2	1
398	своего рода	3	1
399	его как	1	1
400	одну из	1	1
401	и сильнее	1	1
402	один раз	1	1
403	сознательно и	1	1
404	виде в	1	1
405	я хочу	1	1
406	было в	2	1
407	о себе	1	1
408	в центре	1	1
409	с первого	2	1
410	самой своей	1	1
411	совершенно в	1	1
412	что именно	1	1
413	если так	1	1
414	сравнению с	1	1
415	несколько раз	1	1
416	в той	1	1
417	в литературе	1	1
418	не за	2	1
419	из авторов	1	1
420	него есть	1	1
421	от природы	1	1
422	для понимания	1	1
423	сама собой	1	1
424	должно быть	3	1
425	в это	2	1
426	все сильнее	1	1
427	в условиях	1	1
428	о его	2	1
429	это выражение	1	1
430	не к	1	1
431	между собой	1	1
432	при таком	1	1
433	вот его	1	1
434	его с	1	1
435	а к	1	1
436	хотя бы	1	1
437	личности и	2	1
438	признается что	1	1
439	оставаться за	1	1
440	нужно для	1	1
441	необходимое условие	1	1
442	из тех	1	1
443	роль играет	1	1
444	с ними	1	1
445	с такой	1	1
446	этим объясняется	2	1
447	который он	1	1
448	никто не	3	1
449	что живет	1	1
450	всегда была	1	1
451	а нечто	1	1
452	это понятие	1	1
453	природу человека	1	1
