N	3gram	Tiupa_Lite_1	StatiiOP
1	в том что	11	17
2	о том что	2	11
3	с точки зрения	2	8
4	можно было бы	1	8
5	до сих пор	1	7
6	в этом отношении	2	7
7	на самом деле	1	6
8	в данном случае	4	6
9	с другой стороны	1	6
10	во всяком случае	2	6
11	в самом деле	1	5
12	не может быть	1	5
13	дело в том	2	4
14	то же время	5	4
15	на эту тему	1	4
16	не только в	4	4
17	на то что	1	4
18	в то же	5	4
19	по отношению к	2	3
20	только в том	2	3
21	и в этом	1	3
22	и мн др	1	3
23	ничего общего с	1	3
24	но все же	1	3
25	во время чумы	1	2
26	одним и тем	1	2
27	в том числе	1	2
28	во многих случаях	1	2
29	каждого из них	1	2
30	а во второй	1	2
31	и то что	2	2
32	по крайней мере	1	2
33	в равной мере	1	2
34	но в то	1	2
35	с одной стороны	2	2
36	всяком случае в	1	2
37	так или иначе	8	2
38	чуть ли не	2	2
39	тем что в	1	2
40	а также и	1	2
41	в борисе годунове	1	2
42	и тем же	1	2
43	по этому поводу	1	2
44	тем более что	1	2
45	тем не менее	2	2
46	в другом месте	1	1
47	в чем он	1	1
48	на том что	1	1
49	и вы увидите	1	1
50	а не в	1	1
51	не говоря уже	2	1
52	как и во	1	1
53	в соответствии с	1	1
54	том что он	1	1
55	в том же	3	1
56	дело не только	2	1
57	начале xix века	1	1
58	в одной из	1	1
59	в лучшем случае	1	1
60	говоря уже о	1	1
61	в зависимости от	1	1
62	писал что в	1	1
63	бы то ни	1	1
64	же время не	1	1
65	до него никто	1	1
66	а потому не	1	1
67	только то что	1	1
68	как в наше	1	1
69	в наше время	1	1
70	бы между прочим	1	1
71	моцарта и сальери	1	1
72	читателя в качестве	1	1
73	и всякая иная	1	1
74	ту или иную	2	1
75	но дело в	1	1
76	на мой взгляд	1	1
77	в это время	1	1
78	в начале xix	1	1
79	в той мере	1	1
80	а с другой	1	1
81	по этому пути	1	1
82	и во всей	1	1
83	в целом ряде	1	1
84	к литературным фактам	1	1
85	именно в том	1	1
86	в россии в	1	1
87	и у пушкина	1	1
88	в капитанской дочке	1	1
89	в этой книге	1	1
90	но не менее	1	1
91	быть не может	1	1
92	мы имеем дело	1	1
93	в основе этой	1	1
94	что он в	1	1
