N	4gram	Vygotskiy__5	VLabPisa
1	в этом и заключается	1	2
2	с одной стороны и	1	2
3	уже по одному тому	1	2
4	в том числе и	1	2
5	по одному тому что	1	2
6	только в том что	1	1
7	в этом отношении может	1	1
8	одно и то же	1	1
9	между этими двумя полюсами	1	1
10	и вместе с тем	1	1
11	от того что мы	1	1
12	с этой точки зрения	4	1
13	если можно так выразиться	1	1
14	в том смысле что	1	1
15	ответ на этот вопрос	2	1
16	после всего сказанного выше	1	1
17	по отношению к этим	1	1
18	которая уже сама по	1	1
19	в то время как	4	1
20	есть одно и то	1	1
21	но вместе с тем	1	1
22	то что должно быть	1	1
23	имеет свою внутреннюю логику	1	1
24	так же как и	1	1
25	и по отношению к	1	1
26	уже сама по себе	1	1
