N	4gram	Losev_Dial_1	Myslijsy
1	в то время как	1	3
2	одно и то же	4	2
3	сама по себе не	3	2
4	или по крайней мере	2	2
5	в то же время	4	2
6	как более или менее	2	1
7	иначе не было бы	1	1
8	так а не иначе	1	1
9	само по себе не	1	1
10	одной и той же	1	1
11	само по себе и	1	1
12	имеет ничего общего с	3	1
13	отчет в том что	1	1
14	а между тем в	1	1
15	с одной стороны и	2	1
16	дело в том что	1	1
17	не имеет ничего общего	3	1
18	и то и другое	2	1
19	как бы она ни	1	1
20	что и то и	1	1
21	бы она ни была	1	1
22	и т д и	2	1
