N	3gram	Tiupa_Anal_2	Myshleni
1	с точки зрения	2	21
2	в этом случае	4	14
3	в том что	6	13
4	не только не	2	9
5	к тому что	1	6
6	по отношению к	4	5
7	то же самое	1	5
8	в данном случае	5	5
9	с одной стороны	4	5
10	этой точки зрения	1	4
11	в самом деле	1	4
12	с этой точки	1	4
13	не может быть	1	4
14	заключается в том	1	4
15	о том что	6	4
16	и тем самым	2	4
17	на то что	2	4
18	на всем протяжении	1	4
19	состоит в том	4	3
20	в этом отношении	3	3
21	то и другое	1	3
22	одно и то	1	3
23	и то что	2	3
24	в самом начале	3	3
25	не совпадает с	1	3
26	и то же	1	3
27	тем не менее	3	3
28	содержит в себе	3	3
29	так же точно	1	3
30	можно сказать что	1	3
31	но и не	1	3
32	как и в	3	3
33	в чем дело	1	3
34	прежде всего в	1	2
35	одним и тем	1	2
36	в известном смысле	1	2
37	в отличие от	2	2
38	точно так же	1	2
39	едва ли не	2	2
40	и тем же	1	2
41	приводит к тому	1	2
42	этом случае в	1	2
43	же самое что	1	2
44	в свою очередь	1	2
45	в конечном счете	2	2
46	и не совпадает	1	2
47	друг с другом	1	2
48	несмотря на то	1	1
49	что иное как	1	1
50	в обоих случаях	2	1
51	что она не	1	1
52	сказать что в	1	1
53	по способу своего	1	1
54	имеет место в	1	1
55	подобно тому как	3	1
56	только в ситуации	1	1
57	никак не может	1	1
58	в соответствии с	2	1
59	как это имеет	1	1
60	в этом смысле	2	1
61	то что с	1	1
62	как бы с	1	1
63	речи и к	1	1
64	и там и	1	1
65	от предложения к	1	1
66	есть в сущности	1	1
67	не удивительно что	3	1
68	есть не что	1	1
69	в первую очередь	1	1
70	как раз и	1	1
71	и во всех	1	1
72	в углу комнаты	1	1
73	можно было бы	2	1
74	в равной мере	1	1
75	самое что и	1	1
76	не только в	2	1
77	то что она	1	1
78	должна была бы	1	1
79	сама по себе	1	1
80	и в этом	4	1
81	во всех этих	1	1
82	до некоторой степени	1	1
83	не имеет места	1	1
84	с другой стороны	2	1
85	не только для	1	1
86	имеет место слияние	1	1
87	как бы не	1	1
88	это имеет место	1	1
89	нельзя сказать что	1	1
90	его речи и	1	1
91	как и всякий	1	1
92	но и для	1	1
93	той или иной	3	1
94	нет я не	1	1
95	внимание на то	1	1
96	в силу своей	1	1
97	не что иное	1	1
98	в то же	2	1
99	мы имеем дело	3	1
100	там и здесь	1	1
