N	2gram	Losev_Vlad_3	Marksizm
1	может быть	8	28
2	и в	40	19
3	как бы	3	19
4	и не	25	19
5	в процессе	1	18
6	не может	14	18
7	точки зрения	13	17
8	то же	4	16
9	и его	10	16
10	как мы	8	15
11	в этом	16	15
12	в сущности	2	14
13	так сказать	1	14
14	таким образом	11	14
15	лишь в	1	14
16	не только	25	13
17	с точки	6	13
18	связи с	2	13
19	в нем	3	11
20	если бы	3	11
21	вовсе не	13	11
22	не в	3	10
23	речи в	1	10
24	так и	6	10
25	но и	18	10
26	том что	18	10
27	самом деле	1	9
28	при этом	3	9
29	как и	7	9
30	для него	8	9
31	в основе	1	9
32	а не	8	9
33	на почве	2	9
34	с его	2	8
35	в то	7	8
36	же время	2	8
37	только в	13	8
38	отнюдь не	5	8
39	не является	2	8
40	на самом	3	7
41	его в	2	7
42	и более	2	7
43	одна из	1	7
44	никогда не	11	7
45	в том	18	7
46	прежде всего	10	7
47	в связи	3	7
48	и для	3	7
49	но в	4	7
50	в таком	3	7
51	мы уже	5	6
52	во всех	1	6
53	и как	7	6
54	в самом	4	6
55	если мы	4	6
56	слова и	1	6
57	ни в	10	6
58	в смысле	6	6
59	того чтобы	3	6
60	в направлении	1	6
61	к тому	7	6
62	для того	2	6
63	же самое	3	6
64	и следовательно	1	6
65	быть и	2	6
66	и все	4	6
67	хотя бы	6	6
68	ни было	1	6
69	в свою	1	6
70	смысле слова	6	5
71	того же	2	5
72	и на	6	5
73	все же	4	5
74	является не	3	5
75	то ни	3	5
76	на этой	1	5
77	в данном	5	5
78	в их	2	5
79	самого начала	1	5
80	с самого	1	5
81	и здесь	6	5
82	к нему	3	5
83	в его	14	5
84	мы ни	1	5
85	отношении к	1	5
86	или иной	1	5
87	этого слова	1	5
88	в контексте	1	5
89	совершенно не	2	5
90	к этому	2	5
91	так же	8	5
92	все те	1	4
93	должна быть	2	4
94	категории и	1	4
95	бы то	3	4
96	переживания и	1	4
97	вполне понятно	3	4
98	конечно не	1	4
99	только на	5	4
100	в себе	9	4
101	на то	4	4
102	это не	3	4
103	было бы	4	4
104	и тем	3	4
105	ведь если	4	4
106	мы видели	3	4
107	тому что	4	4
108	в отношении	5	4
109	ничего не	5	4
110	той или	2	4
111	для себя	5	4
112	того что	7	4
113	что он	5	4
114	в душе	1	4
115	и их	1	4
116	как раз	10	4
117	влияние на	1	4
118	в основном	4	4
119	бы в	2	4
120	то что	28	4
121	сказать что	12	4
122	таком случае	2	3
123	и то	9	3
124	в котором	4	3
125	не имеют	2	3
126	в ней	5	3
127	еще не	4	3
128	в ее	1	3
129	отличие от	3	3
130	за пределы	3	3
131	относится к	1	3
132	в истории	5	3
133	с этим	2	3
134	перед нами	3	3
135	все эти	5	3
136	учение о	24	3
137	в этой	8	3
138	он не	8	3
139	не к	2	3
140	не как	2	3
141	в корне	1	3
142	какой бы	1	3
143	одно и	2	3
144	не будет	6	3
145	в другом	2	3
146	конечно в	1	3
147	по себе	6	3
148	в этих	2	3
149	в своей	9	3
150	в отличие	3	3
151	не имеет	4	3
152	для всего	1	3
153	каждый раз	1	3
154	в каком	4	3
155	у нас	5	3
156	бы он	1	3
157	для его	1	3
158	не есть	10	3
159	и это	6	3
160	мы только	1	3
161	о том	11	3
162	это вполне	2	3
163	нашей работы	1	3
164	что и	7	3
165	одной из	2	3
166	в какой	2	3
167	с одной	3	3
168	в качестве	3	3
169	так как	7	3
170	же деле	2	3
171	до сих	1	3
172	с другой	5	3
173	не было	5	3
174	одной стороны	3	3
175	она является	1	3
176	да и	6	3
177	для понимания	2	3
178	должно быть	5	3
179	мы сказали	1	3
180	самом же	2	3
181	и от	6	3
182	сих пор	1	3
183	слово для	1	3
184	не существует	2	3
185	только что	2	3
186	а в	7	3
187	во всяком	3	3
188	отношения к	5	2
189	науки о	1	2
190	основные категории	1	2
191	от своего	1	2
192	правильного понимания	1	2
193	вопрос о	4	2
194	конечно и	1	2
195	мы здесь	1	2
196	и он	1	2
197	и самого	1	2
198	он был	2	2
199	иное как	1	2
200	то мы	1	2
201	но как	2	2
202	следовательно все	1	2
203	оно является	1	2
204	что они	1	2
205	определяется не	1	2
206	независимо от	3	2
207	это одно	1	2
208	стороны и	2	2
209	в своем	8	2
210	в противном	1	2
211	более или	5	2
212	от этого	2	2
213	что это	9	2
214	в нашем	2	2
215	бы не	1	2
216	в тех	1	2
217	тому же	5	2
218	этом последнем	1	2
219	подход к	1	2
220	различие между	1	2
221	и с	9	2
222	на все	1	2
223	то есть	24	2
224	это было	3	2
225	уже знаем	1	2
226	в жизни	2	2
227	всем этим	1	2
228	рядом с	1	2
229	смысле совокупности	1	2
230	далеко не	3	2
231	и потому	10	2
232	фигурирует в	1	2
233	мы не	2	2
234	или менее	5	2
235	является для	2	2
236	теперь мы	1	2
237	место в	1	2
238	или вернее	1	2
239	является в	2	2
240	является только	1	2
241	точку зрения	1	2
242	в атмосфере	1	2
243	или как	4	2
244	лишь при	1	2
245	и является	1	2
246	только с	2	2
247	ли это	1	2
248	настоящего времени	1	2
249	должны быть	1	2
250	и о	4	2
251	определяется его	1	2
252	не с	4	2
253	все то	3	2
254	и даже	6	2
255	чтобы понять	1	2
256	сводится к	3	2
257	мы убедимся	1	2
258	другими словами	1	2
259	с нашей	1	2
260	всяком случае	3	2
261	но не	4	2
262	которой мы	1	2
263	это же	2	2
264	и у	3	2
265	уже в	3	2
266	в виде	13	2
267	свидетельствует о	2	2
268	но для	3	2
269	мы знаем	3	2
270	не так	3	2
271	друг друга	2	2
272	но что	2	2
273	у него	24	2
274	тем что	5	2
275	внутреннего мира	1	2
276	даже и	12	2
277	бы это	2	2
278	это будет	1	2
279	характерен для	1	2
280	и речи	2	2
281	именно в	3	2
282	здесь в	4	2
283	и прежде	1	2
284	а с	4	2
285	противном случае	1	2
286	они не	1	2
287	до конца	4	2
288	не на	2	2
289	как системы	1	2
290	однако и	4	2
291	и непосредственно	1	2
292	о чем	1	2
293	и всякое	1	2
294	вместе с	7	2
295	к его	2	2
296	xix века	6	2
297	то к	1	2
298	распадается на	1	2
299	к проблеме	1	2
300	в начале	2	2
301	является как	2	2
302	в более	1	2
303	историческое становление	1	2
304	следовательно и	1	2
305	еще более	1	2
306	в системе	1	2
307	между ними	1	2
308	а ведь	1	2
309	жизни и	1	2
310	что в	17	2
311	и эта	3	2
312	как на	3	2
313	эти категории	1	2
314	как известно	1	1
315	не иначе	2	1
316	слова является	1	1
317	можно говорить	1	1
318	речь идет	1	1
319	категорий мы	1	1
320	также и	17	1
321	например в	1	1
322	для построения	1	1
323	человека и	3	1
324	науки или	1	1
325	сам по	2	1
326	то в	6	1
327	с целым	1	1
328	конечно с	1	1
329	также что	1	1
330	а об	1	1
331	и за	2	1
332	его не	1	1
333	это делают	1	1
334	это совершенно	1	1
335	не делает	1	1
336	является уже	1	1
337	имеет свою	2	1
338	почти все	1	1
339	и стиль	1	1
340	что иное	1	1
341	которое не	1	1
342	что вопрос	1	1
343	мы и	2	1
344	то это	10	1
345	для нашей	1	1
346	которое в	3	1
347	как впрочем	1	1
348	так а	1	1
349	всего этого	1	1
350	что его	2	1
351	сознания а	1	1
352	там и	1	1
353	нему и	2	1
354	а следовательно	1	1
355	или науки	1	1
356	подходить к	1	1
357	из этих	3	1
358	же поступает	1	1
359	совсем не	5	1
360	то он	4	1
361	даже вовсе	1	1
362	а только	7	1
363	точка зрения	1	1
364	к которой	1	1
365	только при	4	1
366	не все	3	1
367	при условии	2	1
368	и чем	1	1
369	всю эту	2	1
370	уверенность в	1	1
371	пришлось пройти	1	1
372	его на	1	1
373	как в	1	1
374	этим мы	1	1
375	и нет	1	1
376	ко всякого	1	1
377	кроме того	6	1
378	и где	1	1
379	когда он	1	1
380	и наконец	2	1
381	не являются	1	1
382	связанный с	1	1
383	об истории	1	1
384	мир и	1	1
385	себе не	1	1
386	такую оценку	1	1
387	нет никакой	1	1
388	ясно и	1	1
389	был завершен	1	1
390	в этот	2	1
391	что слово	1	1
392	к чему	1	1
393	в которой	2	1
394	как это	4	1
395	бы с	1	1
396	так или	2	1
397	знаем в	2	1
398	в последнее	1	1
399	с их	3	1
400	как он	1	1
401	его но	1	1
402	и если	7	1
403	что она	2	1
404	эпохи возрождения	1	1
405	в статье	1	1
406	о которой	1	1
407	о речи	1	1
408	поскольку он	4	1
409	в нашей	2	1
410	перестает быть	1	1
411	в первую	1	1
412	к одному	1	1
413	в силу	2	1
414	оно должно	4	1
415	и вот	1	1
416	всех своих	2	1
417	и невозможно	1	1
418	но все	3	1
419	представляются нам	1	1
420	же не	2	1
421	же касается	5	1
422	ясно что	1	1
423	заключается в	1	1
424	первую очередь	1	1
425	ко второму	2	1
426	случае является	1	1
427	всю свою	1	1
428	как такие	1	1
429	но уже	2	1
430	мне пришлось	1	1
431	в них	1	1
432	о которых	2	1
433	восприятие и	1	1
434	с тем	7	1
435	вопросы и	1	1
436	которой он	1	1
437	несмотря на	7	1
438	все это	1	1
439	о логосе	1	1
440	является продуктом	1	1
441	еще менее	1	1
442	ясности и	1	1
443	только для	1	1
444	относиться ко	1	1
445	не столько	3	1
446	себе а	1	1
447	далеки от	2	1
448	сущности ничего	1	1
449	не менее	9	1
450	может развиваться	1	1
451	для изучения	1	1
452	выше мы	2	1
453	не понимает	2	1
454	принадлежит ему	1	1
455	но он	1	1
456	друг другу	1	1
457	тем не	10	1
458	войти в	1	1
459	возможно только	1	1
460	времени а	1	1
461	следующими словами	1	1
462	же мы	1	1
463	и вся	2	1
464	какие бы	1	1
465	он как	1	1
466	бы на	2	1
467	и какие	1	1
468	особенно ярко	1	1
469	что эта	2	1
470	что с	1	1
471	иной раз	6	1
472	есть прежде	2	1
473	мышления и	1	1
474	и притом	3	1
475	во время	1	1
476	и часто	1	1
477	сознания как	1	1
478	но она	1	1
479	но только	2	1
480	слово по	1	1
481	принадлежит к	1	1
482	это еще	1	1
483	не могло	1	1
484	находится в	3	1
485	и всегда	2	1
486	и объективной	1	1
487	в разных	2	1
488	в самой	1	1
489	и весь	1	1
490	на себя	2	1
491	правда некоторые	1	1
492	ровно ничего	2	1
493	правда это	1	1
494	ему и	1	1
495	это слово	1	1
496	в составе	1	1
497	не столь	1	1
498	этом отношении	2	1
499	в действительности	1	1
500	проблемы мы	1	1
501	ему удалось	1	1
502	как всякое	1	1
503	в духе	3	1
504	не могут	2	1
505	когда мы	1	1
506	есть только	9	1
507	что все	7	1
508	и такие	1	1
509	но также	1	1
510	и свое	1	1
511	оно не	3	1
512	него как	3	1
513	от той	1	1
514	необходимым и	1	1
