N	2gram	Bakhtin_fo_1	Dialekti
1	и не	14	30
2	по себе	2	25
3	и т	8	21
4	и в	50	18
5	точки зрения	5	17
6	ничего не	9	17
7	может быть	11	17
8	и есть	1	16
9	в нем	24	16
10	ни в	8	15
11	не имеет	4	15
12	так что	1	15
13	потому что	4	14
14	а не	3	14
15	не только	9	13
16	и даже	2	13
17	то что	6	13
18	что в	5	13
19	в этом	25	12
20	было бы	2	12
21	с точки	2	12
22	если бы	5	12
23	не может	6	12
24	что это	1	11
25	в себе	3	11
26	что он	1	11
27	так как	6	11
28	как бы	2	11
29	все это	4	11
30	то же	11	10
31	прежде всего	15	10
32	сказать что	3	10
33	и то	4	9
34	отнюдь не	5	9
35	так и	12	9
36	это не	6	9
37	том что	4	9
38	никогда не	2	9
39	в том	9	9
40	сама по	1	8
41	ясно что	2	8
42	в каком	2	8
43	совершенно не	2	8
44	также и	2	7
45	и как	10	7
46	что не	3	7
47	как она	2	7
48	той или	2	7
49	не существует	1	7
50	мы находим	2	7
51	вовсе не	13	7
52	но и	8	7
53	хотя бы	2	6
54	в чем	2	6
55	но в	10	6
56	с другой	2	6
57	и вот	1	6
58	не в	5	6
59	она не	1	6
60	в то	9	6
61	и образ	3	6
62	с ним	2	6
63	ни с	2	6
64	не было	7	6
65	да и	3	6
66	и ни	1	6
67	науки и	1	5
68	я не	1	5
69	и он	1	5
70	отношение к	2	5
71	в своем	4	5
72	все же	6	5
73	себе не	1	5
74	на то	1	5
75	и с	4	5
76	что оно	1	5
77	в этих	3	5
78	в отношении	3	5
79	ровно ничего	1	5
80	в виду	3	5
81	есть только	2	5
82	в дальнейшем	6	5
83	мы должны	2	5
84	он сам	1	5
85	в особенности	9	5
86	говорит о	1	5
87	она есть	1	5
88	или не	2	5
89	а в	3	5
90	мы говорим	1	4
91	даже просто	1	4
92	как он	2	4
93	образ и	1	4
94	одно и	3	4
95	об этом	2	4
96	и более	1	4
97	на всю	1	4
98	только и	5	4
99	же время	9	4
100	не о	2	4
101	к ней	2	4
102	к тому	3	4
103	как мы	14	4
104	и вообще	2	4
105	о том	1	4
106	от него	1	4
107	внешнее и	2	4
108	быть и	2	4
109	мы видим	3	4
110	но не	5	4
111	в котором	4	4
112	в конце	9	4
113	мы можем	1	4
114	как раз	13	4
115	хотя и	3	4
116	или другой	1	4
117	так же	6	4
118	во всяком	3	4
119	нем нет	2	3
120	отношения к	3	3
121	самом деле	1	3
122	есть не	3	3
123	но она	2	3
124	учение об	1	3
125	в ней	4	3
126	а только	2	3
127	стороны и	2	3
128	конечно не	4	3
129	от этого	2	3
130	но эта	3	3
131	в самом	8	3
132	та же	1	3
133	он не	5	3
134	всех этих	5	3
135	и еще	2	3
136	но все	5	3
137	в них	4	3
138	должно быть	1	3
139	в их	6	3
140	точку зрения	2	3
141	друг другу	2	3
142	вплоть до	1	3
143	что наука	1	3
144	на себе	1	3
145	в основе	5	3
146	та или	1	3
147	в разных	5	3
148	или иная	1	3
149	могут быть	5	3
150	его с	1	3
151	жизнь и	4	3
152	что и	3	3
153	может иметь	1	3
154	один из	3	3
155	только в	4	3
156	очень много	1	3
157	только на	3	3
158	и внешнее	1	3
159	или иной	2	3
160	даже не	2	3
161	еще и	2	3
162	и потому	3	3
163	в данном	2	3
164	в его	13	3
165	не является	2	3
166	и все	6	3
167	у них	2	3
168	бы в	1	3
169	еще более	3	3
170	и смысл	1	3
171	есть бытие	1	3
172	была бы	2	3
173	жизни и	8	3
174	гораздо более	1	3
175	же как	2	2
176	у гете	1	2
177	он всегда	1	2
178	для своего	1	2
179	вопрос о	2	2
180	почти все	1	2
181	время как	5	2
182	мы и	4	2
183	и явлений	1	2
184	есть для	1	2
185	но конечно	2	2
186	друг к	2	2
187	из этих	1	2
188	сам мир	1	2
189	но как	1	2
190	точка зрения	1	2
191	себе и	3	2
192	с этим	6	2
193	на деле	1	2
194	что касается	1	2
195	он на	1	2
196	бы и	1	2
197	образом и	1	2
198	не был	1	2
199	все эти	9	2
200	тоже не	1	2
201	всего необходимо	3	2
202	тому же	2	2
203	связанные с	1	2
204	не как	2	2
205	является не	1	2
206	в каждом	1	2
207	могла бы	1	2
208	и может	2	2
209	в мире	1	2
210	вещи и	1	2
211	к другу	2	2
212	это было	1	2
213	с другими	3	2
214	предметы в	1	2
215	чаще всего	1	2
216	но уже	1	2
217	мы имеем	1	2
218	как и	8	2
219	между собою	1	2
220	до сих	3	2
221	и тогда	1	2
222	не больше	1	2
223	и при	1	2
224	в своей	2	2
225	то он	1	2
226	нас не	1	2
227	всяком случае	1	2
228	во всем	2	2
229	в которых	2	2
230	и другого	1	2
231	в корне	1	2
