N	3gram	Losev_Prob_2	FransuaR
1	в то же	4	6
2	как мы уже	1	5
3	до сих пор	4	4
4	в связи с	5	4
5	на самом деле	2	3
6	в том числе	2	3
7	видно что в	1	3
8	и прежде всего	2	3
9	для того чтобы	2	3
10	в той или	1	2
11	но и в	3	2
12	в этом отношении	1	2
13	том числе и	2	2
14	можно было бы	2	2
15	это вовсе не	1	2
16	одной и той	2	2
17	и той же	2	2
18	не может быть	3	2
19	в данном случае	5	2
20	о том что	14	2
21	той или иной	1	2
22	относится уже к	1	2
23	можно сказать что	3	2
24	xix и xx	1	1
25	на том что	1	1
26	несколько слов о	1	1
27	что иное как	3	1
28	но как раз	1	1
29	имея в виду	2	1
30	предполагает что во	1	1
31	том что в	2	1
32	но только не	1	1
33	какой бы то	1	1
34	в данном контексте	1	1
35	не знает ни	1	1
36	требует от нас	1	1
37	имеем в виду	2	1
38	подобно тому как	2	1
39	в настоящее время	16	1
40	но даже и	1	1
41	также и в	1	1
42	обычном смысле слова	1	1
43	свидетельствует о том	1	1
44	имеются в виду	1	1
45	мы не могли	1	1
46	и не раз	1	1
47	о том как	1	1
48	в этом случае	7	1
49	имеется в виду	2	1
50	потому что не	1	1
51	может быть только	2	1
52	и в данном	2	1
53	как раз и	4	1
54	на первый план	3	1
55	и не может	1	1
56	хотя бы и	3	1
57	время не может	1	1
58	бы то ни	2	1
59	сказать несколько слов	1	1
60	точном смысле слова	2	1
61	в собственном смысле	1	1
62	что в нем	1	1
63	значит не только	1	1
64	и это очень	1	1
65	и с другой	1	1
66	и потому в	1	1
67	в значительной мере	3	1
68	и далеко не	1	1
69	может быть и	2	1
70	и в частности	3	1
71	это может быть	1	1
72	не что иное	3	1
73	отличный от языка	1	1
74	и тем же	1	1
75	то ни было	1	1
76	именно в таком	1	1
77	несет на себе	1	1
78	и в этом	3	1
79	как будто бы	5	1
80	все что было	1	1
81	во всех отношениях	1	1
82	как раз это	1	1
83	языке и в	2	1
84	и специфическое значение	1	1
85	то есть он	1	1
86	во всяком случае	10	1
87	в точном смысле	1	1
88	вовсе не являются	1	1
89	и как они	1	1
90	с другой стороны	5	1
91	свои слова и	1	1
92	само по себе	2	1
93	одним и тем	1	1
94	и в настоящее	1	1
95	в свое время	1	1
96	только то что	3	1
97	есть не что	3	1
98	и тут же	2	1
99	в вопросе о	1	1
100	между тем как	1	1
101	узком смысле слова	1	1
102	что может быть	1	1
103	и xx веков	1	1
104	заключается в том	2	1
105	даже и в	3	1
106	это и есть	2	1
107	связи с этим	2	1
108	с самого начала	2	1
109	чрезвычайно важно для	1	1
110	всегда в той	1	1
111	но никак не	2	1
112	в обычном смысле	1	1
113	в этих условиях	1	1
114	но и не	2	1
115	здесь вовсе не	1	1
116	мы имеем в	1	1
117	можно судить по	1	1
118	в узком смысле	1	1
119	в языке но	1	1
120	но все же	1	1
121	в том что	4	1
122	одна из самых	1	1
123	xx веков в	1	1
