N	2gram	Vinokur_Vv_1	Mirosoze
1	может быть	24	30
2	не только	21	29
3	и в	27	28
4	не может	13	28
5	человеческого духа	1	26
6	но и	5	25
7	а не	3	25
8	о человеке	1	23
9	человеческой природы	1	20
10	в этом	34	20
11	не было	1	18
12	у него	1	17
13	не в	8	16
14	потому что	14	16
15	в ней	3	15
16	в своей	4	15
17	человека и	1	14
18	и есть	3	14
19	он был	1	14
20	никогда не	3	14
21	до конца	3	14
22	в нем	13	13
23	и это	6	12
24	в самом	12	11
25	для него	1	11
26	и не	13	11
27	в своем	3	10
28	было бы	5	10
29	что в	11	10
30	прежде всего	8	10
31	что он	4	10
32	и все	1	10
33	достоевского в	1	9
34	с тем	6	9
35	но он	1	9
36	и его	5	9
37	не есть	4	9
38	в его	10	9
39	к человеку	1	9
40	есть лишь	2	9
41	человек в	1	9
42	из самых	1	8
43	человеке и	1	8
44	в глубине	1	8
45	в котором	4	8
46	но не	7	8
47	но в	10	7
48	в себе	4	7
49	в конце	3	7
50	в самой	1	7
51	к нему	2	7
52	того что	12	7
53	должна быть	2	6
54	и на	3	6
55	он сам	3	6
56	в которой	1	6
57	лишь в	1	6
58	в этой	3	6
59	все в	1	6
60	только в	13	6
61	вместе с	6	6
62	все это	6	6
63	в том	31	6
64	нет и	1	5
65	если он	1	5
66	это не	8	5
67	как и	5	5
68	у нас	2	5
69	не могут	5	5
70	человека на	1	5
71	то что	17	5
72	и я	1	5
73	русской литературы	1	5
74	смысле слова	7	4
75	отношения к	1	4
76	это и	1	4
77	есть не	3	4
78	отношение к	3	4
79	увидим что	1	4
80	не к	2	4
81	не как	3	4
82	должен был	4	4
83	в них	4	4
84	в этих	3	4
85	точки зрения	7	4
86	в их	11	4
87	в которых	6	4
88	к концу	1	4
89	мог бы	2	4
90	что и	3	4
91	тему о	1	4
92	значит что	1	4
93	один из	6	4
94	человеческой личности	1	4
95	уже не	5	4
96	уже в	5	4
97	ни с	2	4
98	а в	5	4
99	тем что	6	4
100	был в	2	4
101	с этой	4	4
102	которых он	1	4
103	вряд ли	2	3
104	не была	1	3
105	с этим	2	3
106	духа в	1	3
107	бы и	2	3
108	идей и	1	3
109	на том	3	3
110	этот процесс	3	3
111	и вот	3	3
112	на этом	3	3
113	заключает в	1	3
114	и с	2	3
115	его в	6	3
116	в жизни	1	3
117	для них	1	3
118	духовной жизни	3	3
119	не мог	2	3
120	том что	26	3
121	но если	3	3
122	не имеет	4	3
123	ничего не	2	3
124	в момент	1	3
125	к тому	4	3
126	в ее	11	3
127	учение о	2	3
128	себя в	2	3
129	одно из	5	3
130	так как	13	3
131	это есть	2	3
132	это значит	1	3
133	должно быть	2	3
134	он должен	1	3
135	романов достоевского	2	3
136	интерес к	1	3
137	хотя бы	5	3
138	будто бы	2	3
139	в свете	1	3
140	от природы	1	3
141	есть и	4	3
142	одним из	5	2
143	также и	16	2
144	чтобы не	1	2
145	в этот	2	2
146	связана с	4	2
147	не остается	1	2
148	а как	3	2
149	вопрос о	8	2
150	который был	1	2
151	в виду	4	2
152	нем все	1	2
153	литературы и	1	2
154	истории в	2	2
155	по отношению	4	2
156	себе и	2	2
157	в истории	9	2
158	т е	38	2
159	в центре	4	2
160	как в	1	2
161	все же	8	2
162	и вряд	1	2
163	и как	9	2
164	и к	1	2
165	от этого	5	2
166	в необходимости	1	2
167	за собой	3	2
168	и у	1	2
169	все эти	3	2
170	с их	5	2
171	только один	1	2
172	вообще не	3	2
173	как он	6	2
174	если бы	2	2
175	с ней	2	2
176	не значит	1	2
177	в россии	1	2
178	проблемы и	2	2
179	входит в	2	2
180	на протяжении	2	2
181	истории и	4	2
182	чем в	3	2
183	прийти к	1	2
184	мысли и	2	2
185	от его	1	2
186	сих пор	5	2
187	в духовной	1	2
188	любовь к	4	2
189	это особенно	1	2
190	в то	5	2
191	к этим	1	2
192	в идее	1	2
193	того чтобы	21	2
194	и сама	1	2
195	не принадлежит	1	2
196	в каком	1	2
197	когда мы	2	2
198	есть только	2	2
199	могут быть	4	2
200	отличается от	1	2
201	всего в	1	2
202	должен быть	4	2
203	он мог	3	2
204	и от	1	2
205	и что	4	2
206	различие между	1	2
207	еще в	1	2
208	по сравнению	3	2
209	разного рода	1	2
210	с ним	1	2
211	и нужно	1	2
212	о том	15	2
213	с разных	1	2
214	быть человек	1	2
215	своему значению	2	2
216	и те	2	2
217	показывает как	1	2
218	мы видим	1	2
219	нем не	1	2
220	жизни и	2	2
221	ведь это	1	2
222	отношению к	4	2
223	как будто	3	2
224	даже и	3	2
225	для того	21	2
226	момент в	1	2
227	до сих	5	2
228	этом пути	1	2
229	связано с	1	2
230	на этот	4	2
231	долгое время	1	2
232	о чем	4	2
233	его собственной	1	2
234	он и	2	2
235	человека к	1	2
236	по своему	5	2
237	в той	7	2
238	и границы	1	2
239	как бы	5	2
240	быть не	1	2
241	в начале	3	2
242	в более	2	2
243	и для	4	2
244	в идеале	2	2
245	не существует	2	2
246	бы в	1	2
247	конце концов	2	2
248	отношении к	2	2
249	в свою	1	2
250	сказать что	5	2
251	к этому	3	2
252	все что	1	2
253	я и	1	1
254	также что	1	1
255	и т	43	1
256	и то	5	1
257	начале xix	2	1
258	выражения в	1	1
259	на самом	1	1
260	очень не	1	1
261	и до	2	1
262	имея в	1	1
263	вся она	1	1
264	был и	1	1
265	в зависимости	1	1
266	определяется в	1	1
267	бы уже	1	1
268	мы имеем	3	1
269	мы не	2	1
270	и ничего	1	1
271	отношений все	1	1
272	уже более	1	1
273	имеет свою	2	1
274	что иное	4	1
275	не вполне	4	1
276	жизни как	2	1
277	то это	3	1
278	для исторического	1	1
279	есть совершенно	1	1
280	зависимости от	1	1
281	и был	2	1
282	собой в	2	1
283	еще не	4	1
284	иное как	5	1
285	смотрят на	1	1
286	во всех	2	1
287	природы и	1	1
288	то мы	1	1
289	самом деле	6	1
290	к области	1	1
291	в сторону	1	1
292	тех же	1	1
293	отличие от	3	1
294	и речи	1	1
295	глубине человеческой	1	1
296	которые не	1	1
297	мира в	1	1
298	в одной	1	1
299	пор это	1	1
300	как к	1	1
301	склонность к	1	1
302	и историю	2	1
303	говорит что	1	1
304	его к	2	1
305	к культуре	2	1
306	искусство и	2	1
307	что же	3	1
308	культуры для	1	1
309	говорят о	1	1
310	имеем в	1	1
311	во многих	1	1
312	но ведь	4	1
313	движении к	1	1
314	с чем	2	1
315	действительности о	1	1
316	с именем	1	1
317	в силу	3	1
318	есть один	1	1
319	европейской культуры	1	1
320	из него	1	1
321	его от	1	1
322	лишь с	1	1
323	и заключается	4	1
324	которого был	1	1
325	значительной степени	1	1
326	в каждом	4	1
327	подход к	1	1
328	как они	1	1
329	бы кажется	1	1
330	они должны	1	1
331	значение в	2	1
332	говорил что	1	1
333	них не	1	1
334	к превращению	1	1
335	это было	1	1
336	искусства в	1	1
337	не совпадает	1	1
338	всего того	2	1
339	после этого	2	1
340	выходя из	1	1
341	всегда и	1	1
342	хотя в	2	1
343	не больше	1	1
344	нисколько не	3	1
345	его нельзя	1	1
346	одно дело	2	1
347	во время	1	1
348	от своего	1	1
349	что такое	10	1
350	по внешности	1	1
351	в такой	1	1
352	и без	2	1
353	есть та	1	1
354	истории на	1	1
355	интересом к	1	1
356	не от	1	1
357	в отличие	3	1
358	стоит в	2	1
359	лишь средством	1	1
360	должны были	1	1
361	ответить на	1	1
362	сам же	2	1
363	нельзя было	1	1
364	литературой и	1	1
365	точку зрения	1	1
366	но во	1	1
367	его время	1	1
368	и более	1	1
369	и наоборот	2	1
370	не должно	1	1
371	вовсе не	6	1
372	и истории	2	1
373	если и	1	1
374	в атмосфере	1	1
375	в отношении	2	1
376	а от	1	1
377	как будет	2	1
378	для познания	1	1
379	не менее	8	1
380	не раз	1	1
381	культурной жизни	2	1
382	в обоих	2	1
383	мысли в	1	1
384	истории с	1	1
385	нужно знать	2	1
386	и именно	12	1
387	в самых	1	1
388	это еще	2	1
389	не могло	1	1
390	науку о	2	1
391	так много	1	1
392	казалось бы	2	1
393	том только	1	1
394	находятся в	2	1
395	действительно в	1	1
396	во всем	2	1
397	а лишь	1	1
398	что русский	1	1
399	всякий кто	1	1
400	только с	3	1
401	не до	2	1
402	в области	4	1
403	не потому	1	1
404	от того	3	1
405	у меня	1	1
406	не одно	1	1
407	все то	1	1
408	в духе	1	1
409	веков в	1	1
410	оно не	1	1
411	приходит к	1	1
412	из всего	1	1
413	и о	1	1
414	коренным образом	1	1
415	и этим	1	1
416	на той	1	1
417	культуры и	1	1
418	не столько	2	1
419	слова а	1	1
420	дать его	1	1
421	и сам	2	1
422	можно было	7	1
423	так и	1	1
424	нем есть	1	1
425	с русским	2	1
426	нужно было	1	1
427	она была	2	1
428	жизнь и	1	1
429	и трудно	1	1
430	в эпоху	1	1
431	и даже	5	1
432	историческая судьба	1	1
433	в содержании	1	1
434	об этом	5	1
435	в разных	5	1
436	нет уже	1	1
437	собственно в	1	1
438	а к	1	1
439	но одно	1	1
440	понять как	1	1
441	но нужно	1	1
442	люди с	1	1
443	и та	1	1
444	к знанию	1	1
445	одного из	1	1
446	в значительной	2	1
447	заключается в	4	1
448	чему в	1	1
449	существенное в	1	1
450	что иной	1	1
451	во всей	1	1
452	которая должна	1	1
453	вообще и	3	1
454	также в	1	1
455	все время	1	1
456	мы уже	1	1
457	как явление	1	1
458	быть названа	1	1
459	быть и	2	1
460	на которой	1	1
461	в новой	1	1
462	одной из	3	1
463	этот вопрос	4	1
464	миросозерцания и	1	1
465	между тем	8	1
466	от идей	1	1
467	и ее	4	1
468	что написано	1	1
469	с какой	1	1
470	так что	5	1
471	книгу о	1	1
472	литературы в	3	1
473	когда говорил	2	1
474	одном отношении	1	1
475	античного мира	1	1
476	с обычным	1	1
477	ответ на	3	1
478	участие в	1	1
479	его и	1	1
480	это отрицание	1	1
481	свой собственный	1	1
482	не сам	1	1
483	истории для	1	1
484	но нет	1	1
485	всяком случае	3	1
486	что она	3	1
487	в одном	4	1
488	наука о	3	1
489	т п	5	1
490	произведения и	2	1
491	ее не	1	1
492	не свободен	1	1
493	к ним	1	1
494	и никогда	1	1
495	нее не	1	1
496	рядом с	2	1
497	знает не	1	1
498	бытом с	1	1
499	и из	1	1
500	а именно	6	1
501	к которому	1	1
502	с той	1	1
503	были в	1	1
504	и др	2	1
505	русской истории	1	1
506	этом учении	1	1
507	что не	5	1
508	обратиться к	1	1
509	говорит о	3	1
510	нужно сказать	1	1
511	и образом	1	1
512	тесно связано	1	1
513	может ли	1	1
514	к идеям	1	1
515	не на	1	1
516	жизнь в	1	1
517	в ряду	1	1
518	ближе к	2	1
519	если не	1	1
520	не видит	1	1
521	все более	3	1
522	в антропологическом	1	1
523	в частности	3	1
524	место у	1	1
525	мы говорим	2	1
526	в европе	1	1
527	оно имеет	1	1
528	отношений между	3	1
529	сравнению с	3	1
530	она есть	5	1
531	знать что	1	1
532	в течение	5	1
533	наряду с	2	1
534	да и	4	1
535	самой идеи	2	1
536	в содержание	1	1
537	о жизни	1	1
538	что мы	2	1
539	но это	1	1
540	это выражение	1	1
541	имел в	1	1
542	на одной	1	1
543	только одна	1	1
544	принять участие	1	1
545	и часто	1	1
546	перед собой	1	1
547	достоевский как	1	1
548	об отношении	2	1
549	что почва	1	1
550	но также	14	1
551	особого рода	4	1
552	из себя	1	1
553	или нет	1	1
554	находит свое	1	1
555	себе что	3	1
556	еще более	1	1
557	тем более	2	1
558	не должен	1	1
559	ни к	2	1
560	страсть к	1	1
561	что вообще	1	1
562	лежит в	2	1
563	потребность в	1	1
564	разных сторон	1	1
565	давно уже	1	1
566	к какому	2	1
567	культуры как	6	1
568	впервые в	1	1
569	о духе	1	1
570	понимается как	1	1
571	самой своей	2	1
572	для нашего	1	1
573	жизни а	1	1
574	не что	4	1
575	ко всему	1	1
576	культуры в	5	1
577	та же	1	1
578	есть то	1	1
579	можно назвать	1	1
580	в своих	2	1
581	и эта	1	1
582	что раньше	1	1
583	так же	3	1
584	во всяком	3	1
585	они не	1	1
586	которая не	1	1
