N	3gram	Bakhtin_sl_1	Marksizm
1	с точки зрения	8	13
2	не может быть	1	10
3	то же время	12	8
4	в то же	12	8
5	чужой речи в	1	7
6	для того чтобы	1	6
7	в том что	1	6
8	авторской и чужой	1	5
9	может быть и	1	5
10	но в то	4	5
11	с самого начала	1	5
12	в свою очередь	2	5
13	в большинстве случаев	6	5
14	бы то ни	1	4
15	то ни было	1	4
16	в отношении к	6	4
17	в точном смысле	1	4
18	той или иной	9	4
19	в той или	9	3
20	самом же деле	1	3
21	и не может	2	3
22	как мы сказали	4	3
23	в отличие от	1	3
24	на самом же	1	3
25	до сих пор	2	3
26	и не в	1	3
27	одно и то	2	3
28	с одной стороны	4	3
29	и то же	2	3
30	о том что	1	3
31	в направлении к	1	3
32	как мы уже	2	3
33	к тому что	2	3
34	как мы видели	1	3
35	на чужое слово	1	2
36	а иногда и	1	2
37	в противном случае	1	2
38	более или менее	3	2
39	в тесной связи	1	2
40	в данную эпоху	1	2
41	того или иного	2	2
42	а не к	1	2
43	в зависимости от	3	2
44	но и в	1	2
45	оставаясь в пределах	1	2
46	к системе языка	1	2
47	или иной степени	9	2
48	по крайней мере	1	2
49	ни в какой	1	2
50	в значительной степени	1	2
51	лежит в основе	1	2
52	во всяком случае	5	2
53	то же слово	2	2
54	оно ни было	1	2
55	неразрывной связи с	1	2
56	лингвистики и философии	1	2
57	в неразрывной связи	1	2
58	точки зрения самого	2	2
59	лишь там где	1	2
60	в узком смысле	10	2
61	и прежде всего	1	2
62	конечно не только	1	2
63	именно для того	1	2
64	в нем становится	1	1
65	а следовательно и	1	1
66	все категории и	1	1
67	нет почвы для	1	1
68	в языковом отношении	2	1
69	на данном языке	1	1
70	прямо сказать что	1	1
71	рядом друг с	1	1
72	но как мы	1	1
73	ближайшим образом определяется	1	1
74	не только по	1	1
75	поэтому-то на почве	1	1
76	а вовсе не	2	1
77	в сущности всегда	1	1
78	того что уже	1	1
79	и философии языка	1	1
80	дело в том	1	1
81	с одним из	1	1
82	мы уже сказали	2	1
83	и так сказать	1	1
84	или даже вовсе	1	1
85	и в более	1	1
86	в этом случае	2	1
87	является в сущности	1	1
88	лишь в редчайшие	1	1
89	пор совершенно не	1	1
90	а иногда прямо	1	1
91	обстоит дело с	1	1
92	в нем и	1	1
93	в широком смысле	2	1
94	не может противопоставить	1	1
95	в сущности только	1	1
96	до известной степени	2	1
97	передачи чужого слова	1	1
98	новый свет на	1	1
99	в различные эпохи	1	1
100	в этом отношении	1	1
101	к тому или	1	1
102	рано или поздно	1	1
103	прямо и непосредственно	4	1
104	нет ничего что	1	1
105	не абстрактная система	1	1
106	у него нет	1	1
107	так или иначе	1	1
108	и стиль высказывания	1	1
109	речь косвенная речь	1	1
110	нем новые стороны	1	1
111	связи с различными	1	1
112	эти категории и	1	1
113	в этом как	1	1
114	в определенных социальных	1	1
115	до конца и	3	1
116	понимание таким образом	1	1
117	связанных с ними	1	1
118	не только в	2	1
119	могут быть и	3	1
120	слушателя если бы	1	1
121	свою связь с	1	1
122	а как бы	1	1
123	имеют громадное значение	1	1
124	все эти категории	1	1
125	в одной плоскости	1	1
126	тем не менее	1	1
127	не могут быть	2	1
128	во всех этих	1	1
129	с другими высказываниями	1	1
130	всяком случае за	1	1
131	с различными моментами	2	1
132	предвосхищает его и	1	1
133	на своем языке	2	1
134	сих пор совершенно	1	1
135	бы оно ни	1	1
136	чужих высказываний и	1	1
137	своего исторического существования	1	1
138	можно прямо сказать	1	1
139	с другой стороны	4	1
140	о которых мы	1	1
141	и в том	2	1
142	на то или	1	1
143	на фоне других	1	1
144	на протяжении веков	1	1
145	как бы не	1	1
146	во всех своих	1	1
147	нет подхода к	1	1
148	точном смысле слова	1	1
149	таким образом в	3	1
150	в языковом сознании	1	1
151	высказывание в то	1	1
152	в чужих устах	1	1
153	так и в	3	1
154	никогда не может	1	1
155	в нем новые	1	1
156	тесной связи с	1	1
157	то или иное	1	1
158	этих шаблонов и	1	1
159	форме косвенной речи	1	1
160	точки зрения говорящего	1	1
161	с помощью которых	1	1
162	философия слова и	2	1
163	и в особенности	4	1
164	неизбежно приводит к	1	1
165	можно сказать что	1	1
166	данного языка в	1	1
167	и установлено на	1	1
168	бы они ни	1	1
169	они ни были	1	1
170	с чужим словом	8	1
171	мы все же	1	1
172	но во всяком	1	1
173	в каком направлении	1	1
174	в свой состав	1	1
175	друг с другом	2	1
176	но в этом	1	1
177	фонетических морфологических и	1	1
178	как и в	1	1
179	и все его	1	1
180	прямая речь косвенная	1	1
