N	2gram	Berdyaev_M_2	Istorich
1	и в	46	24
2	не только	18	21
3	что он	7	21
4	т е	4	16
5	может быть	21	14
6	не может	15	14
7	что в	4	13
8	в этих	2	13
9	как в	7	12
10	в этом	20	12
11	и здесь	6	12
12	но и	15	11
13	это не	5	10
14	том что	4	10
15	и что	2	10
16	у него	22	10
17	мы видим	2	10
18	а в	2	10
19	с другой	1	9
20	не в	9	9
21	о том	3	9
22	потому что	12	9
23	то же	5	8
24	что и	4	8
25	так как	8	8
26	а не	13	8
27	все это	1	8
28	во всех	2	7
29	то что	5	7
30	с собой	2	7
31	к нему	2	7
32	один из	5	7
33	в том	3	7
34	вместе с	2	7
35	что это	6	6
36	как он	3	6
37	в нем	22	6
38	он не	10	6
39	об этом	1	6
40	как и	13	6
41	и все	5	6
42	того что	6	6
43	только в	3	6
44	тем что	3	6
45	так же	6	6
46	с этой	1	6
47	мы увидим	2	6
48	в чем	3	5
49	отношение к	8	5
50	но в	10	5
51	право на	1	5
52	что она	5	5
53	с ним	3	5
54	в русской	6	5
55	ничего не	2	5
56	так и	4	5
57	тот кто	5	5
58	же как	3	4
59	он может	1	4
60	мы не	1	4
61	как бы	8	4
62	но все	1	4
63	не всегда	2	4
64	точки зрения	2	4
65	своего рода	1	4
66	не имеет	4	4
67	никогда не	18	4
68	со своим	2	4
69	своего отца	1	4
70	что у	4	4
71	на вопрос	1	4
72	после того	2	4
73	ли он	1	4
74	ее на	1	4
75	за него	1	4
76	и не	18	4
77	мы должны	1	4
78	есть и	3	4
79	и он	11	3
80	с его	4	3
81	себе и	2	3
82	что они	3	3
83	к себе	2	3
84	хотя и	2	3
85	когда он	1	3
86	на то	1	3
87	если он	2	3
88	и если	2	3
89	после этого	1	3
90	в брачную	1	3
91	его в	3	3
92	в них	3	3
93	которой он	1	3
94	и становится	1	3
95	она в	1	3
96	вопрос о	6	3
97	должны были	1	3
98	в конце	5	3
99	но они	1	3
100	тогда когда	2	3
101	царства в	2	3
102	того как	3	3
103	не все	1	3
104	показывает как	1	3
105	и его	5	3
106	связи с	2	3
107	должны быть	4	3
108	или он	1	3
109	и этим	2	3
110	в образе	3	3
111	него и	2	3
112	раньше чем	1	3
113	приходит к	2	3
114	и она	3	3
115	так что	2	3
116	уже в	2	3
117	не случайно	2	3
118	возможно что	1	3
119	пришли к	1	3
120	но есть	1	3
121	связано с	3	3
122	превращается в	2	3
123	что за	2	3
124	происходит в	1	3
125	сих пор	3	3
126	но это	8	3
127	своей жены	1	3
128	с ней	1	3
129	ее в	2	3
130	он также	2	2
131	из самых	1	2
132	почти всегда	1	2
133	не имеют	2	2
134	со своей	1	2
135	к отцу	1	2
136	его не	2	2
137	на себя	1	2
138	и ее	1	2
139	того же	1	2
140	и на	3	2
141	не знал	3	2
142	этим не	1	2
143	быть признаны	1	2
144	к которой	3	2
145	если в	1	2
146	которые не	1	2
147	его на	4	2
148	с этим	1	2
149	и нет	3	2
150	царство и	1	2
151	в действительности	2	2
152	увидим что	2	2
153	но эта	2	2
154	в самом	5	2
155	та же	10	2
156	в которой	2	2
157	он в	3	2
158	все эти	1	2
159	во многих	1	2
160	думать что	4	2
161	и тот	2	2
162	ее как	1	2
163	на его	2	2
164	на земле	8	2
165	жить в	1	2
166	не будет	3	2
167	то чтобы	1	2
168	с целью	1	2
169	было бы	1	2
170	и тем	1	2
171	ни в	3	2
172	сам он	2	2
173	этого не	1	2
174	в царстве	4	2
175	нас не	2	2
176	можно найти	1	2
177	в котором	1	2
178	не от	2	2
179	ее он	1	2
180	к этому	1	2
181	него есть	1	2
182	но он	11	2
183	есть еще	2	2
184	отец и	1	2
185	нас к	1	2
186	тому что	4	2
187	она не	8	2
188	стоит в	2	2
189	что такое	1	2
190	не по	1	2
191	в основе	2	2
192	к ней	2	2
193	друг друга	12	2
194	во всем	5	2
195	не могут	1	2
196	лежит в	1	2
197	имеет своего	1	2
198	же что	2	2
199	что отец	1	2
200	и это	5	2
201	но по	1	2
202	в ее	1	2
203	они должны	1	2
204	не стоит	3	2
205	доходит до	6	2
206	все в	1	2
207	способность к	2	2
208	отца и	1	2
209	тот же	2	2
210	это означает	2	2
211	а после	1	2
212	уже не	4	2
213	и у	1	2
214	что не	2	2
215	не так	3	2
216	не находит	1	2
217	прежде всего	12	2
218	у нее	1	2
219	и начал	1	2
220	до сих	3	2
221	такое же	1	2
222	и возвращается	1	2
223	связь с	1	2
224	видит в	1	2
225	и там	6	2
226	а потом	1	2
227	и от	3	2
228	отличается от	1	2
229	есть знак	1	2
230	но для	2	2
231	в другое	1	2
232	этим он	1	2
233	е в	2	2
234	к женщине	1	2
235	сказать что	3	2
236	от всех	1	2
237	знаю что	1	2
238	и эта	2	2
239	они не	4	2
240	он стоит	1	1
241	отношения к	2	1
242	и бессмертие	1	1
243	а имеет	1	1
244	связана с	7	1
245	самом деле	1	1
246	от этой	2	1
247	только потому	1	1
248	бы для	1	1
249	к этой	1	1
250	там не	1	1
251	свою жену	1	1
252	между двумя	1	1
253	от своей	2	1
254	не хочет	1	1
255	должна быть	1	1
256	есть не	5	1
257	можно и	1	1
258	не встречает	1	1
259	очень далеко	1	1
260	характер его	1	1
261	а совершенно	1	1
262	это совершенно	1	1
263	что если	1	1
264	тогда все	2	1
265	ответить на	1	1
266	еще до	1	1
267	который был	2	1
268	но она	2	1
269	что иное	3	1
270	я не	5	1
271	в ней	11	1
272	ней он	1	1
273	еще у	1	1
274	и этого	1	1
275	он был	9	1
276	в которых	1	1
277	и связь	1	1
278	тем как	1	1
279	землю и	2	1
280	совсем не	5	1
281	то он	2	1
282	нет не	1	1
283	друг на	1	1
284	и всякий	1	1
285	только тогда	1	1
286	его во	1	1
287	по отношению	2	1
288	в свои	1	1
289	определяется не	1	1
290	сама по	1	1
291	собой смерть	1	1
292	независимо от	1	1
293	в своем	8	1
294	и как	1	1
295	и к	7	1
296	чем о	1	1
297	духа и	3	1
298	есть ли	2	1
299	поэтому он	2	1
300	ни один	1	1
301	в целом	1	1
302	или во	1	1
303	в этой	7	1
304	в плену	1	1
305	дальше и	2	1
306	бы ни	1	1
307	начала его	1	1
308	есть та	1	1
309	и вот	5	1
310	все идет	1	1
311	исходит от	1	1
312	еще ниже	1	1
313	что ни	1	1
314	всех своих	1	1
315	всем а	1	1
316	это один	1	1
317	в нее	1	1
318	и за	2	1
319	своей земли	2	1
320	в каждом	3	1
321	же не	1	1
322	в другом	1	1
323	к другу	5	1
324	на все	3	1
325	входит в	1	1
326	на протяжении	1	1
327	человеку а	1	1
328	всегда бывает	1	1
329	это одна	1	1
330	сила и	1	1
331	я все	1	1
332	за ней	1	1
333	стоит на	2	1
334	духа в	2	1
335	и делает	1	1
336	она и	1	1
337	если я	2	1
338	с тем	1	1
339	на друга	1	1
340	и уже	1	1
341	одна и	3	1
342	есть явление	2	1
343	для чего	3	1
344	уже есть	1	1
345	в чистом	1	1
346	должно быть	2	1
347	не мог	3	1
348	когда в	1	1
349	переносится в	1	1
350	с ума	4	1
351	бы на	1	1
352	но если	1	1
353	от своего	1	1
354	в своей	5	1
355	как все	1	1
356	и без	1	1
357	с точки	1	1
358	этого вопроса	2	1
359	от его	2	1
360	всякий раз	1	1
361	людей уже	1	1
362	нельзя было	2	1
363	и той	2	1
364	отцом и	1	1
365	и более	1	1
366	не могли	1	1
367	и то	1	1
368	по себе	2	1
369	не для	3	1
370	и есть	8	1
371	соединение с	2	1
372	можно ли	3	1
373	одна сторона	1	1
374	как можно	1	1
375	она никогда	3	1
376	для всего	1	1
377	он с	1	1
378	склонен думать	1	1
379	но надо	1	1
380	и весь	1	1
381	она должна	1	1
382	ему и	1	1
383	в сознании	1	1
384	до того	1	1
385	как будто	2	1
386	перед ним	4	1
387	одинаково и	1	1
388	не до	2	1
389	о путях	1	1
390	дух в	1	1
391	общественное мнение	1	1
392	и другим	1	1
393	к тому	5	1
394	они и	4	1
395	рода только	1	1
396	отличное от	1	1
397	оно не	2	1
398	должен быть	4	1
399	для себя	1	1
400	как не	1	1
401	вывод что	1	1
402	не могу	6	1
403	мысль о	2	1
404	это ведет	1	1
405	на той	1	1
406	как ее	2	1
407	и сам	1	1
408	можно было	2	1
409	на нее	1	1
410	действительности это	1	1
411	те же	5	1
412	не с	1	1
413	живет в	1	1
414	мог бы	1	1
415	о связи	1	1
416	во второй	1	1
417	в религии	1	1
418	что потом	1	1
419	и с	3	1
420	если бы	3	1
421	в силах	1	1
422	ивана в	1	1
423	с женщиной	1	1
424	он остается	1	1
425	означает что	4	1
426	в разных	2	1
427	связанная с	1	1
428	находится в	1	1
429	к своему	2	1
430	и поэтому	2	1
431	и та	2	1
432	вражда к	1	1
433	а также	1	1
434	все та	1	1
435	и во	3	1
436	которых они	1	1
437	и всю	1	1
438	видим уже	1	1
439	в его	5	1
440	не видел	2	1
441	и только	1	1
442	вслед за	1	1
443	кто в	1	1
444	перед тем	1	1
445	нем и	1	1
446	у всех	2	1
447	ней все	1	1
448	жизнь но	1	1
449	она на	1	1
450	состояние и	1	1
451	собой они	1	1
452	но так	1	1
453	но с	2	1
454	только одной	1	1
455	в какой	1	1
456	в народе	6	1
457	и потому	7	1
458	те которые	3	1
459	он уже	2	1
460	жизни и	6	1
461	приводит нас	1	1
462	под его	2	1
463	исходил от	1	1
464	и они	1	1
465	в жизни	4	1
466	с отцом	1	1
467	не дает	1	1
468	ибо он	1	1
469	которые в	2	1
470	него нет	5	1
471	не сам	1	1
472	других так	1	1
473	себе в	2	1
474	никто не	1	1
475	народа но	1	1
476	гибнет от	1	1
477	это верно	1	1
478	не о	2	1
479	ту сторону	1	1
480	но что	1	1
481	тех которые	3	1
482	она всегда	1	1
483	много есть	1	1
484	от того	3	1
485	для того	5	1
486	это будет	1	1
487	с другим	3	1
488	в угол	1	1
489	для этого	4	1
490	а с	1	1
491	на которые	1	1
492	мы еще	2	1
493	и недостаточно	1	1
494	мужчины и	4	1
495	на смену	3	1
496	быть названо	1	1
497	от этого	2	1
498	стать на	1	1
499	у других	1	1
500	в картине	3	1
501	да не	1	1
502	человек в	3	1
503	есть начало	1	1
504	о чем	1	1
505	него не	1	1
506	через его	1	1
507	есть момент	2	1
508	в небытие	2	1
509	во франции	1	1
510	и отношение	1	1
511	и пришли	1	1
512	в самой	1	1
513	все свое	1	1
514	требует от	1	1
515	xix века	1	1
