N	3gram	Medvedev_V_1	Istorich
1	и т д	14	16
2	с другой стороны	8	8
3	во всех этих	1	6
4	не только в	2	5
5	о том что	3	5
6	так же как	1	4
7	с одной стороны	2	4
8	в том что	5	4
9	этой точки зрения	2	3
10	то что в	1	3
11	с этой точки	1	3
12	мы видим что	1	3
13	не может быть	8	3
14	в данном случае	1	3
15	дело не в	1	3
16	идти только о	1	2
17	то время как	1	2
18	но и в	1	2
19	как это происходит	1	2
20	после того как	1	2
21	может идти только	1	2
22	на этот вопрос	1	2
23	до сих пор	1	2
24	в том чтобы	2	2
25	лежит в основе	1	2
26	речь может идти	1	2
27	т е в	2	2
28	в этом и	2	2
29	это происходит в	1	2
30	а в том	1	2
31	в то время	1	2
32	от всех других	1	2
33	о том как	3	1
34	к этому же	1	1
35	мы знаем что	2	1
36	при помощи которых	1	1
37	хотя и не	1	1
38	оно может быть	1	1
39	что они не	1	1
40	по отношению к	7	1
41	и может быть	1	1
42	невозможно речь может	1	1
43	в самом деле	1	1
44	же как и	1	1
45	то же самое	1	1
46	т д что	1	1
47	таким образом сама	1	1
48	только в том	2	1
49	но и у	1	1
50	они должны быть	2	1
51	в зависимости от	5	1
52	в другом месте	2	1
53	сама по себе	1	1
54	что он не	1	1
55	т д но	1	1
56	и т п	9	1
57	можно было бы	2	1
58	не отличается от	1	1
59	одна из них	1	1
60	как если бы	1	1
61	эти примеры показывают	1	1
62	говорит о том	1	1
63	вместе с тем	3	1
64	один из них	1	1
65	из этих способностей	1	1
66	что во всех	1	1
67	по существу в	1	1
68	об этом же	1	1
69	ни один из	2	1
70	образом связана с	1	1
71	это одна из	1	1
72	имеем дело с	1	1
73	в которой он	1	1
74	все же не	1	1
75	в связи с	3	1
76	на вопрос что	1	1
77	не только у	1	1
78	более или менее	6	1
79	ответ на этот	1	1
80	но с другой	1	1
81	в этом же	1	1
82	одна из форм	1	1
83	вопрос о том	1	1
84	ту или иную	1	1
85	совершенно очевидно что	1	1
86	таким образом и	1	1
87	к тому что	3	1
88	по этому вопросу	1	1
89	по его мнению	1	1
90	все это не	1	1
91	не в этом	1	1
92	мы видели что	3	1
