N	3gram	Bakhtin_Pr_3	Myslijsy
1	по отношению к	5	13
2	в том что	1	13
3	не может быть	6	9
4	тем не менее	2	6
5	и в этом	2	6
6	с другой стороны	3	5
7	потому что в	1	4
8	потому что не	1	4
9	в свою очередь	1	4
10	по его мнению	1	4
11	в этом смысле	4	4
12	и т д	2	4
13	а между тем	3	3
14	подобно тому как	2	3
15	с точки зрения	4	3
16	а так как	1	3
17	сама по себе	2	3
18	и в том	1	3
19	то же время	12	3
20	и как бы	1	3
21	но тем не	1	3
22	с самого начала	8	3
23	так и в	2	3
24	что и в	1	3
25	в то же	12	3
26	мы увидим что	2	3
27	все более и	1	2
28	потому что сам	2	2
29	в том и	1	2
30	бы то ни	4	2
31	заключает в себе	1	2
32	но и для	1	2
33	по крайней мере	3	2
34	к тому что	1	2
35	не только для	1	2
36	и с этой	1	2
37	для того чтобы	1	2
38	уже с самого	1	2
39	в нем есть	1	2
40	и того же	1	2
41	не только не	1	2
42	как бы ни	1	2
43	более и более	1	2
44	и т п	6	2
45	бы они ни	1	2
46	они ни были	1	2
47	одного и того	1	2
48	в них не	1	2
49	как и в	1	2
50	самого начала все	1	1
51	а не в	2	1
52	и для самого	1	1
53	на самом деле	10	1
54	но и по	1	1
55	того или другого	2	1
56	потому что я	1	1
57	если бы кто	1	1
58	точки зрения он	1	1
59	бы даже и	1	1
60	в его душе	1	1
61	по себе и	1	1
62	же время не	2	1
63	в этом отношении	1	1
64	то что в	1	1
65	до сих пор	1	1
66	что в нем	2	1
67	до того что	1	1
68	он не мог	1	1
69	как если бы	1	1
70	всяком случае не	1	1
71	каждому из них	1	1
72	то ни было	4	1
73	там где он	2	1
74	может быть не	1	1
75	себя и других	1	1
76	смысле этого слова	2	1
77	того чтобы она	1	1
78	но при этом	1	1
79	и в отношении	1	1
80	то все же	2	1
81	все без исключения	2	1
82	друг на друга	2	1
83	так же необходимо	1	1
84	во всяком случае	5	1
85	в себе все	1	1
86	мы видели что	1	1
87	это потому что	1	1
88	с отношением к	1	1
89	между этими двумя	1	1
90	слова мы увидим	1	1
91	не так что	1	1
92	о том что	2	1
93	и все это	3	1
94	как и во	1	1
95	вопрос о том	1	1
96	ни в одном	1	1
97	и в слове	2	1
98	но все же	1	1
99	которого он не	1	1
100	том что все	1	1
101	на то что	1	1
102	мог бы быть	1	1
103	друг другу как	1	1
104	лицом к лицу	1	1
105	как мы видели	2	1
106	так потому что	1	1
107	входит в его	1	1
