N	3gram	Bakhtin_Pr_2	Narrotol
1	в том что	1	5
2	к тому же	3	5
3	то же время	5	4
4	той или иной	3	4
5	в то же	5	4
6	не может быть	4	4
7	по отношению к	5	3
8	тем не менее	2	3
9	о том что	1	2
10	в самом деле	4	2
11	в равной степени	1	2
12	то же самое	1	2
13	с установкой на	1	2
14	до сих пор	7	2
15	сами по себе	1	2
16	но и на	1	2
17	в отличие от	4	2
18	друг на друга	2	2
19	но и в	1	2
20	как если бы	2	2
21	одно и то	2	2
22	чужого слова в	3	2
23	и то же	2	2
24	в связи с	1	2
25	дело в том	1	2
26	во всяком случае	1	2
27	можно сказать что	1	2
28	на то что	2	2
29	и в жизни	1	1
30	мере того как	1	1
31	далеко не исчерпывается	1	1
32	как один из	1	1
33	более или менее	3	1
34	большей или меньшей	1	1
35	в этом последнем	1	1
36	такие определения как	1	1
37	в том числе	1	1
38	по мере того	1	1
39	же как и	1	1
40	с другой стороны	3	1
41	с точки зрения	8	1
42	и не может	4	1
43	как и все	4	1
44	в сущности в	1	1
45	сам по себе	5	1
46	в той же	1	1
47	бы то ни	1	1
48	как мы увидим	3	1
49	слова и мысли	2	1
50	по крайней мере	1	1
51	у него нет	1	1
52	может быть и	2	1
53	как и в	3	1
54	то ни было	1	1
55	мы не знаем	1	1
56	с одной стороны	1	1
57	но при этом	2	1
58	в значительной степени	1	1
59	друг с другом	4	1
60	в большей или	1	1
61	на фоне его	1	1
62	в нем не	1	1
63	в той или	3	1
64	и та же	2	1
65	одна и та	2	1
66	здесь не только	1	1
67	в произведении и	1	1
68	то же слово	1	1
69	бы не было	1	1
70	лишь в одном	1	1
71	того о чем	1	1
72	самом деле в	1	1
73	чем он был	1	1
74	не мог бы	1	1
75	в следующей главе	1	1
76	то что не	1	1
77	его жизни и	1	1
78	само по себе	1	1
79	но в этом	1	1
80	том числе и	1	1
81	но все же	2	1
82	более глубокий и	1	1
83	друг от друга	2	1
84	если бы не	1	1
85	точка зрения как	1	1
86	в этих случаях	2	1
87	по себе но	2	1
88	не о том	1	1
89	на самом деле	1	1
90	или иной степени	1	1
91	во всех его	1	1
92	на этот раз	1	1
93	и т д	4	1
94	не входит в	1	1
