N	2gram	Trubetskoy_1	Problemy
1	и не	8	31
2	и в	26	29
3	в его	5	24
4	может быть	10	24
5	в этом	15	22
6	а не	5	22
7	в нем	4	19
8	точки зрения	13	19
9	как бы	12	19
10	для него	3	18
11	не только	10	15
12	то что	7	15
13	то же	4	14
14	не как	2	14
15	и его	1	14
16	но и	9	14
17	с точки	6	13
18	уже не	3	13
19	таким образом	22	12
20	как и	1	12
21	не может	4	12
22	в самом	4	10
23	в то	4	10
24	только в	4	10
25	в одном	3	10
26	там где	1	10
27	все эти	6	9
28	с его	2	9
29	все же	6	9
30	это не	1	9
31	если бы	3	9
32	же время	2	9
33	но не	8	9
34	по отношению	1	8
35	что в	9	8
36	по себе	1	8
37	как не	1	8
38	в том	11	8
39	что он	4	8
40	потому что	7	8
41	в своем	3	8
42	в своей	1	8
43	отношению к	3	8
44	а как	1	7
45	и на	2	7
46	и как	3	7
47	но в	7	7
48	в себе	6	7
49	входит в	1	7
50	с другими	4	7
51	том что	7	7
52	не в	2	7
53	так и	6	7
54	прежде всего	2	7
55	мира и	1	7
56	а в	4	7
57	одним из	2	6
58	самом деле	1	6
59	так же	5	6
60	в одной	1	6
61	как в	1	6
62	что она	1	6
63	в мире	5	6
64	его в	1	6
65	несмотря на	6	6
66	в самой	2	6
67	могут быть	1	6
68	к нему	7	6
69	этого мира	1	6
70	в конце	6	6
71	так как	9	6
72	как раз	1	6
73	и потому	6	6
74	не могут	2	6
75	все это	6	6
76	о мире	1	6
77	это и	1	5
78	той же	1	5
79	же что	1	5
80	у него	1	5
81	с их	1	5
82	он не	4	5
83	но все	7	5
84	было бы	1	5
85	в сущности	1	5
86	и это	2	5
87	и о	3	5
88	еще не	2	5
89	с ним	1	5
90	ничего не	1	5
91	между тем	2	5
92	именно в	2	5
93	мира в	1	5
94	конце концов	3	5
95	во всяком	6	5
96	идет о	1	4
97	так чтобы	2	4
98	и наконец	2	4
99	бы и	1	4
100	является лишь	1	4
101	в этой	4	4
102	так сказать	1	4
103	перестает быть	2	4
104	человека в	1	4
105	должно быть	1	4
106	с идеей	2	4
107	но эта	1	4
108	их в	1	4
109	даже в	1	4
110	в процессе	2	4
111	и с	10	4
112	из одного	1	4
113	и следовательно	1	4
114	тем что	1	4
115	что и	6	4
116	превращается в	2	4
117	не было	2	4
118	эта особенность	1	4
119	должна была	2	4
120	но это	1	4
121	и для	5	4
122	в результате	3	4
123	они не	1	4
124	отношения к	1	3
125	он может	1	3
126	он знает	1	3
127	ни один	2	3
128	он сам	1	3
129	он в	2	3
130	от характера	1	3
131	и пр	1	3
132	кроме того	1	3
133	уже в	2	3
134	и до	1	3
135	но именно	1	3
136	на почве	1	3
137	лишь на	1	3
138	далеко не	4	3
139	в их	1	3
140	этот мир	1	3
141	героев и	2	3
142	никогда не	5	3
143	этом отношении	2	3
144	отличается от	2	3
145	только то	1	3
146	в себя	1	3
147	приводит к	2	3
148	и здесь	2	3
149	с другой	8	3
150	все в	1	3
151	в них	2	3
152	мы должны	6	3
153	но с	3	3
154	бытия в	1	3
155	в уста	1	3
156	и у	8	3
157	всяком случае	6	3
158	ни в	1	3
159	сами по	1	3
160	друг друга	1	3
161	по существу	2	3
162	как к	1	3
163	есть то	1	3
164	бы в	1	3
165	сказать что	2	3
166	другой стороны	1	3
167	таким же	1	3
168	в своих	1	3
169	как на	8	3
170	все что	2	3
171	себя как	1	2
172	только он	1	2
173	или к	1	2
174	и есть	1	2
175	на западе	3	2
176	все те	1	2
177	и могут	1	2
178	мы уже	1	2
179	в которой	3	2
180	совпадает с	1	2
181	из которых	4	2
182	в ней	1	2
183	бы то	2	2
184	отношение к	5	2
185	тоже не	1	2
186	так что	3	2
187	в той	1	2
188	с этим	1	2
189	для создания	1	2
190	и нет	3	2
191	однако не	1	2
192	могли бы	1	2
193	его к	1	2
194	и к	5	2
195	вследствие этого	1	2
196	на его	1	2
197	всех этих	1	2
198	в россии	2	2
199	то ни	2	2
200	при этом	3	2
201	в музыке	1	2
202	между отдельными	1	2
203	в жизни	1	2
204	чем в	1	2
205	даже там	1	2
206	ибо не	1	2
207	в отношении	6	2
208	в котором	4	2
209	в которых	4	2
210	однако в	1	2
211	заставляет его	1	2
212	но они	1	2
213	самого начала	2	2
214	чтобы в	1	2
215	на себе	1	2
216	к этим	1	2
217	его о	1	2
218	следовательно и	1	2
219	совершенно неправильно	1	2
220	связи с	9	2
221	в сознании	1	2
222	не потому	2	2
223	что оно	4	2
224	для себя	1	2
225	данном случае	1	2
226	и что	4	2
227	и взаимодействие	1	2
228	те же	2	2
229	сознании и	2	2
230	именно потому	1	2
231	то они	1	2
232	не позволяет	1	2
233	и во	1	2
234	от них	2	2
235	а потому	1	2
