N	2gram	Vygotskiy__7	RusskieA
1	и в	26	36
2	не только	24	22
3	том что	17	19
4	что в	12	19
5	в том	18	17
6	но и	11	16
7	и п	1	16
8	так как	14	15
9	во время	2	14
10	и другие	1	13
11	в этом	29	12
12	в других	1	11
13	и т	1	10
14	в этот	3	10
15	это не	3	10
16	как и	15	10
17	как мы	14	10
18	вместе с	12	10
19	потому что	16	10
20	об этом	3	9
21	а в	2	9
22	состоит в	3	8
23	и по	3	8
24	с тем	5	8
25	у нас	2	8
26	о том	4	8
27	один из	2	8
28	мы увидим	1	8
29	из них	1	8
30	может быть	7	8
31	как это	5	8
32	что они	10	7
33	так и	3	7
34	между тем	1	7
35	что и	3	7
36	и других	2	7
37	представляют собой	1	7
38	полагает что	1	6
39	мы не	7	6
40	в виде	1	6
41	так например	1	6
42	таким образом	23	6
43	при этом	1	6
44	не имеет	2	6
45	в них	1	6
46	и не	18	6
47	все это	3	6
48	для нас	2	6
49	то что	24	6
50	как в	4	5
51	все же	6	5
52	показывает что	2	5
53	в которых	2	5
54	того как	2	5
55	как будто	1	5
56	одно из	5	5
57	как бы	6	5
58	этом случае	14	5
59	мы имеем	1	4
60	еще не	4	4
61	во всех	6	4
62	что по	2	4
63	представляет собой	19	4
64	с собой	3	4
65	входит в	2	4
66	их на	1	4
67	из этих	3	4
68	в их	2	4
69	что этот	5	4
70	тому что	9	4
71	одна из	1	4
72	связи с	4	4
73	что на	2	4
74	к тому	7	4
75	его с	3	4
76	еще в	1	4
77	и что	6	4
78	и их	5	4
79	тем что	9	4
80	а с	1	4
81	того что	14	4
82	по существу	1	4
83	но это	3	4
84	в связи	1	4
85	не может	11	4
86	только в	8	4
87	к этому	2	4
88	увидим ниже	1	3
89	представление о	7	3
90	как правило	1	3
91	если в	4	3
92	которые не	1	3
93	в своем	1	3
94	не можем	4	3
95	что это	6	3
96	думать что	1	3
97	и те	1	3
98	в основном	3	3
99	на этом	1	3
100	то же	8	3
101	но все	1	3
102	для них	1	3
103	несмотря на	2	3
104	в этих	2	3
105	точки зрения	28	3
106	таким же	1	3
107	с точки	21	3
108	она в	2	3
109	тем не	3	3
110	их в	1	3
111	не менее	4	3
112	в разных	1	3
113	ничего не	2	3
114	и другой	3	3
115	вывод что	2	3
116	приводит к	4	3
117	или на	1	3
118	от них	1	3
119	в середине	2	3
120	также в	1	3
121	по этому	4	3
122	в качестве	5	3
123	только на	3	3
124	слова в	5	3
125	в одном	1	3
126	к ним	1	3
127	в области	4	3
128	и из	1	3
129	на этот	1	3
130	о чем	4	3
131	так же	14	3
132	этого слова	3	3
133	на других	1	3
134	и к	7	3
135	в свою	2	3
136	но эти	1	3
137	как известно	2	2
138	можно говорить	2	2
139	например в	1	2
140	которого в	1	2
141	переход от	1	2
142	между двумя	3	2
143	к другому	3	2
144	но она	1	2
145	что иное	1	2
146	они были	1	2
147	как не	1	2
148	верят что	1	2
149	в ней	3	2
150	иное как	1	2
151	это имеет	1	2
152	друг к	1	2
153	на самом	3	2
154	но не	3	2
155	значение и	2	2
156	к слову	14	2
157	отнюдь не	1	2
158	как по	1	2
159	с этим	2	2
160	мы можем	3	2
161	хотя и	1	2
162	и как	1	2
163	его к	2	2
164	но в	4	2
165	та же	1	2
166	в целом	5	2
167	все эти	6	2
168	в нашем	4	2
169	и до	2	2
170	выводу что	2	2
171	и всей	2	2
172	к выводу	3	2
173	что она	8	2
174	в нем	2	2
175	и лучше	1	2
176	всех этих	1	2
177	чем у	3	2
178	в силу	5	2
179	его от	2	2
180	и с	5	2
181	к другу	2	2
182	разница между	1	2
183	на этой	1	2
184	говорится о	1	2
185	такой же	3	2
186	в один	1	2
187	привело к	2	2
188	этому же	2	2
189	должны были	2	2
190	том же	2	2
191	для этого	3	2
192	этой работы	2	2
193	нас к	6	2
194	она не	5	2
195	что ему	3	2
196	они же	1	2
197	у него	1	2
198	и здесь	2	2
199	могут быть	2	2
200	они и	1	2
201	имеет место	4	2
202	значения и	3	2
203	свою очередь	2	2
204	ни одно	1	2
205	что у	4	2
206	что от	1	2
207	с ним	3	2
208	находится в	2	2
209	на все	1	2
210	и поэтому	1	2
211	после того	1	2
212	должно было	2	2
213	связь между	6	2
214	этому поводу	3	2
215	в его	4	2
216	них в	1	2
217	в свете	4	2
218	к ней	2	2
219	значит что	1	2
220	этот вопрос	1	2
221	за столом	1	2
222	в какой	6	2
223	показывают что	2	2
224	приводит нас	3	2
225	так что	4	2
226	сомнений в	2	2
227	в большинстве	2	2
228	за счет	2	2
229	полагали что	1	2
230	его и	2	2
231	не означает	3	2
232	в прошлом	1	2
233	не было	1	2
234	не были	1	2
235	чем в	4	2
236	себя и	2	2
237	воспоминания о	1	2
238	с ней	2	2
239	только по	3	2
240	до конца	5	2
241	а не	6	2
242	и непосредственно	1	2
243	его как	1	2
244	большинстве случаев	2	2
245	должна была	1	2
246	в частности	1	2
247	в равной	1	2
248	и потому	3	2
249	предположить что	1	2
250	там где	1	2
251	останавливаться на	1	2
252	только для	1	2
253	судить о	1	2
254	между собой	6	2
255	мы видим	3	2
256	и для	5	2
257	или в	2	2
258	мы должны	6	2
259	относящиеся к	1	2
260	не что	1	2
261	в своих	2	2
262	нас не	1	2
263	границы между	2	1
264	ту же	2	1
265	исключена возможность	1	1
266	также и	2	1
267	о каких	1	1
268	же как	8	1
269	переходит к	4	1
270	а из	2	1
271	самом деле	6	1
272	только потому	3	1
273	название как	1	1
274	значения что	1	1
275	что дает	1	1
276	зависимости от	1	1
277	в первом	3	1
278	что эти	3	1
279	и ее	2	1
280	оно было	1	1
281	собственном смысле	3	1
282	с таким	1	1
283	и могут	1	1
284	поэзии и	2	1
285	мы уже	3	1
286	из всех	5	1
287	в несколько	1	1
288	что изучение	1	1
289	или наоборот	1	1
290	только разницей	1	1
291	что если	2	1
292	которую мы	1	1
293	удовлетворительное объяснение	1	1
294	вопрос о	6	1
295	на место	1	1
296	меньшей мере	1	1
297	приводят к	2	1
298	на глазах	1	1
299	говорить о	1	1
300	чем их	1	1
301	ему в	1	1
302	и самой	1	1
303	нет но	1	1
304	направление в	1	1
305	того же	1	1
306	и он	2	1
307	в отличие	2	1
308	той только	1	1
309	не был	1	1
310	всего этого	1	1
311	в чем	3	1
312	а следовательно	1	1
313	что означает	1	1
314	на основе	1	1
315	а только	1	1
316	одном и	1	1
317	ответ на	2	1
318	по отношению	6	1
319	не путем	1	1
320	с совершенно	1	1
321	очевидно что	3	1
322	отличие от	2	1
323	относится к	2	1
324	в м	2	1
325	что во	1	1
326	эта связь	2	1
327	от до	1	1
328	оторванное от	1	1
329	показать что	4	1
330	некоторое время	1	1
331	однако не	1	1
332	перед нами	2	1
333	целый ряд	4	1
334	и наконец	4	1
335	в меру	7	1
336	тем же	5	1
337	от этого	1	1
338	говорится в	4	1
339	не связаны	1	1
340	этот случай	1	1
341	в которой	11	1
342	говорят о	1	1
343	не оставляет	1	1
344	то и	4	1
345	по форме	1	1
346	значение так	1	1
347	в себе	9	1
348	в употреблении	1	1
349	тому же	1	1
350	думается что	1	1
351	на то	4	1
352	в случае	2	1
353	что было	2	1
354	он не	3	1
355	вытекающее из	1	1
356	с нашим	1	1
357	не к	1	1
358	не как	1	1
359	собой не	1	1
360	в начале	5	1
361	настоящей работе	1	1
362	подобно тому	1	1
363	которое как	1	1
364	а затем	2	1
365	что одинаково	1	1
366	что все	2	1
367	в совершенно	1	1
368	значение в	2	1
369	о котором	1	1
370	его в	2	1
371	известно что	1	1
372	должен был	1	1
373	и тем	6	1
374	ни в	2	1
375	этом мы	1	1
376	повод для	1	1
377	в этой	3	1
378	на основании	2	1
379	но дальнейшее	1	1
380	со своими	1	1
381	он и	1	1
382	мы видели	3	1
383	оно имеет	2	1
384	в среднем	1	1
385	в развитии	10	1
386	года и	1	1
387	что между	2	1
388	но если	2	1
389	и при	2	1
390	никак не	5	1
391	и без	1	1
392	место в	1	1
393	этого вопроса	1	1
394	что я	1	1
395	заставляет думать	1	1
396	весь ход	1	1
397	из центральных	1	1
398	из своей	1	1
399	ее на	1	1
400	но эта	2	1
401	точку зрения	2	1
402	которые в	2	1
403	при различных	2	1
404	превратилось в	1	1
405	полагают что	1	1
406	что есть	1	1
407	значение слова	13	1
408	которые она	1	1
409	в то	3	1
410	хотелось бы	1	1
411	дело не	1	1
412	известно также	1	1
413	тогда когда	5	1
414	выводы и	1	1
415	ее с	1	1
416	не по	4	1
417	было не	1	1
418	в основе	3	1
419	к изучению	3	1
420	но вместе	1	1
421	зависят от	1	1
422	в самых	1	1
423	заключалось в	1	1
424	значение этого	1	1
425	следовательно и	1	1
426	слова как	5	1
427	или как	1	1
428	того в	1	1
429	собой то	1	1
430	прежде чем	2	1
431	имеет совершенно	2	1
432	и его	12	1
433	и сама	1	1
434	этом отношении	3	1
435	с другом	2	1
436	такие же	1	1
437	ни о	1	1
438	указания и	1	1
439	чтобы сделать	2	1
440	должны быть	4	1
441	слова с	4	1
442	если же	2	1
443	из чего	1	1
444	для себя	24	1
445	и это	1	1
446	пытался изучить	1	1
447	основываясь на	1	1
448	и о	3	1
449	в виду	5	1
450	и сами	1	1
451	данном случае	5	1
452	в собственном	3	1
453	отличие но	1	1
454	на природу	1	1
455	идет не	1	1
456	то время	2	1
457	всей своей	1	1
458	работ и	1	1
459	можно было	2	1
460	видно из	2	1
461	из всего	1	1
462	на путь	1	1
463	и мы	1	1
464	не имели	1	1
465	во второй	5	1
466	быть может	1	1
467	если бы	5	1
468	собой и	1	1
469	и вообще	1	1
470	по мере	7	1
471	из других	1	1
472	дальнейшего развития	1	1
473	из основных	2	1
474	по значению	1	1
475	при такой	1	1
476	вот почему	1	1
477	других что	1	1
478	но имеют	1	1
479	в раннем	1	1
480	внимание на	2	1
481	прямо и	1	1
482	но мы	3	1
483	м и	1	1
484	ли не	2	1
485	и объяснить	1	1
486	и просто	1	1
487	можно сказать	5	1
488	как этот	1	1
489	нас в	2	1
490	и цели	1	1
491	к нему	3	1
492	не могло	1	1
493	чтобы получить	1	1
494	и во	4	1
495	при исследовании	1	1
496	раньше чем	1	1
497	во втором	3	1
498	исследования о	1	1
499	от одного	2	1
500	во всей	2	1
501	направлений в	2	1
502	себя но	1	1
503	в форме	1	1
504	сомнения в	1	1
505	наконец в	2	1
506	в настоящей	1	1
507	позже и	1	1
508	и следовательно	5	1
509	в слово	1	1
510	это несомненно	1	1
511	было бы	6	1
512	не так	1	1
513	развития но	1	1
514	что здесь	1	1
515	на которой	1	1
516	сохранения и	1	1
517	всего не	1	1
518	совсем не	1	1
519	что он	8	1
520	к их	1	1
521	даже если	2	1
522	который в	1	1
523	это слово	1	1
524	встал на	1	1
525	точка зрения	1	1
526	с которыми	2	1
527	есть в	3	1
528	рассматриваться как	1	1
529	уже в	2	1
530	в значении	1	1
531	же в	1	1
532	только тогда	1	1
533	каким образом	1	1
534	но совершенно	1	1
535	только одно	2	1
536	не связанных	1	1
537	всяком случае	1	1
538	нуждается в	3	1
539	более как	1	1
540	чтобы она	1	1
541	случае не	2	1
542	процессы которые	1	1
543	разницей что	1	1
544	заметить что	1	1
545	не могут	4	1
546	от того	1	1
547	в очень	1	1
548	значение чем	1	1
549	же деле	1	1
550	своем значении	2	1
551	не до	2	1
552	к самым	1	1
553	главное и	2	1
554	к которому	1	1
555	с той	1	1
556	тому как	1	1
557	исторического развития	3	1
558	что не	2	1
559	говорят об	1	1
560	что для	2	1
561	связано с	1	1
562	по тем	2	1
563	которых мы	2	1
564	с которым	1	1
565	подобного рода	2	1
566	мы остановимся	3	1
567	которые по	1	1
568	которой он	1	1
569	под влиянием	1	1
570	место на	1	1
571	в одно	1	1
572	мы знаем	2	1
573	если не	1	1
574	деле это	1	1
575	вопрос можно	1	1
576	нет он	1	1
577	представить себе	3	1
578	из которых	2	1
579	обратил внимание	1	1
580	по своему	9	1
581	в данном	5	1
582	по поводу	1	1
583	который мы	2	1
584	наряду с	2	1
585	в той	4	1
586	оставляют сомнения	1	1
587	ко всему	2	1
588	в первой	3	1
589	друг с	2	1
590	исходя из	1	1
591	н и	1	1
592	быть не	1	1
593	и том	1	1
594	самом же	1	1
595	как только	1	1
596	что мы	9	1
597	но для	2	1
598	из ряда	1	1
599	кроме того	1	1
600	рассматривать как	1	1
601	содержится в	1	1
602	ближе к	1	1
603	случае он	1	1
604	не является	3	1
605	форм и	2	1
606	не оставляют	1	1
607	к пониманию	3	1
608	при таком	1	1
609	всем этим	1	1
610	а к	1	1
611	в двух	1	1
612	в отдельных	1	1
613	и все	1	1
614	на одной	1	1
615	на более	1	1
616	те из	1	1
617	его значение	2	1
618	совместно а	1	1
619	сделать вывод	2	1
620	но оно	1	1
621	иначе чем	2	1
622	в период	2	1
623	между ними	3	1
624	сказать что	8	1
625	только как	1	1
626	столом и	1	1
627	отношению к	5	1
628	имелось в	1	1
629	находящихся в	1	1
630	только о	2	1
631	этим объясняется	1	1
632	в заключение	1	1
633	в работах	2	1
634	от слова	6	1
635	ней с	1	1
636	и состоит	3	1
637	в таком	1	1
638	эти по	1	1
639	они не	1	1
640	как на	6	1
641	точно так	2	1
642	во всяком	2	1
643	все что	6	1
