N	2gram	Propp_Russ_2	KulturaY
1	и т	5	39
2	потому что	5	25
3	и в	29	23
4	т е	24	22
5	не только	10	20
6	в том	22	19
7	в этом	11	18
8	и не	1	16
9	было бы	3	15
10	так как	13	15
11	может быть	13	15
12	т д	5	14
13	все эти	3	12
14	если бы	1	12
15	у нас	4	12
16	в самом	1	12
17	но в	5	11
18	том что	22	11
19	того чтобы	6	11
20	а не	4	10
21	что в	22	10
22	вопрос о	4	9
23	то что	5	9
24	можно было	2	9
25	для того	6	9
26	не может	5	9
27	не в	4	8
28	и что	5	8
29	в качестве	3	8
30	уже не	4	8
31	прежде всего	2	8
32	с другой	2	8
33	и пр	2	8
34	что это	3	7
35	все же	2	7
36	и с	10	7
37	не менее	2	7
38	но и	8	7
39	другой стороны	1	7
40	то же	4	6
41	и на	6	6
42	но не	5	6
43	в этой	3	6
44	это не	5	6
45	тем не	2	6
46	ту же	1	6
47	между тем	3	6
48	этот вопрос	2	6
49	вопроса о	1	6
50	и то	2	5
51	мы имеем	6	5
52	еще не	6	5
53	не следует	1	5
54	по существу	4	5
55	что все	1	5
56	об этом	2	5
57	несмотря на	1	5
58	и здесь	1	5
59	приводит к	1	5
60	в его	1	5
61	один из	2	5
62	тот же	1	5
63	что он	1	5
64	только в	1	5
65	должен быть	2	5
66	всяком случае	1	5
67	там где	2	5
68	вместе с	6	5
69	как это	4	5
70	этого слова	1	5
71	все это	10	5
72	таким образом	6	5
73	во всяком	1	5
74	вряд ли	2	4
75	говорить о	1	4
76	в данном	6	4
77	отнюдь не	1	4
78	перед нами	1	4
79	хотя и	1	4
80	на то	1	4
81	в нем	1	4
82	так и	1	4
83	но все	1	4
84	на этой	1	4
85	должно быть	2	4
86	своего рода	1	4
87	в то	2	4
88	не имеет	3	4
89	ничего не	1	4
90	что на	2	4
91	и о	3	4
92	в пределах	1	4
93	или в	7	4
94	могут быть	2	4
95	можно сказать	1	4
96	для нас	6	4
97	в конце	1	4
98	в них	4	4
99	в особенности	1	4
100	не было	2	4
101	как бы	18	4
102	сказать что	1	4
103	к этому	5	4
104	так же	4	4
105	это и	2	3
106	в первый	1	3
107	слова эти	1	3
108	не все	4	3
109	как в	7	3
110	с этим	2	3
111	так в	2	3
112	выражение в	1	3
113	то и	4	3
114	главным образом	3	3
115	в статье	1	3
116	всех этих	1	3
117	и по	3	3
118	на этом	3	3
119	что она	3	3
120	еще одно	1	3
121	чем в	2	3
122	в которые	1	3
123	в таких	3	3
124	п в	12	3
125	и его	1	3
126	связи с	2	3
127	как мы	3	3
128	в виду	2	3
129	в ней	1	3
130	здесь не	1	3
131	а в	9	3
132	для этого	5	3
133	сводится к	1	3
134	именно с	1	3
135	а также	4	3
136	аналогии с	1	3
137	можно встретить	2	3
138	знает что	1	3
139	что и	2	3
140	в форме	2	3
141	не надо	1	3
142	того что	3	3
143	есть в	2	3
144	уже в	1	3
145	же в	6	3
146	до конца	3	3
147	как раз	1	3
148	тем что	3	3
149	указание на	1	3
150	именно в	4	3
151	из которых	2	3
152	этом отношении	1	3
153	но это	1	3
154	совершенно не	2	3
155	это так	1	3
156	к этой	1	3
157	и это	1	3
158	также что	2	2
159	же как	4	2
160	и потому	1	2
161	на самом	2	2
162	и есть	1	2
163	нам право	2	2
164	можно говорить	1	2
165	и до	1	2
166	в году	3	2
167	что между	1	2
168	что если	1	2
169	так называемые	1	2
170	что за	1	2
171	к слову	1	2
172	ответ на	1	2
173	очевидно что	2	2
174	отличие от	3	2
175	не просто	1	2
176	что они	1	2
177	в своем	1	2
178	что касается	1	2
179	и где	1	2
180	его к	1	2
181	какой смысл	1	2
182	этой цели	2	2
183	от этого	1	2
