N	2gram	Vinokur_Ku_2	Hudozhes
1	том что	11	16
2	и в	23	14
3	так и	4	13
4	не только	20	12
5	при этом	2	12
6	о том	1	12
7	в том	19	12
8	а не	10	12
9	и т	39	11
10	в себе	1	11
11	в этом	18	11
12	прежде всего	8	11
13	в своей	2	10
14	для него	1	10
15	то же	6	9
16	как и	2	9
17	что он	5	9
18	в качестве	8	9
19	у него	3	9
20	по отношению	1	8
21	в этой	6	8
22	как в	3	8
23	то что	9	8
24	т п	24	8
25	же время	3	8
26	ничего не	4	8
27	в его	5	8
28	между тем	6	8
29	в то	4	8
30	еще не	5	7
31	это не	6	7
32	своего рода	4	7
33	не в	8	7
34	казалось бы	3	7
35	к тому	4	7
36	быть может	1	7
37	уже не	8	7
38	не случайно	1	7
39	именно в	3	7
40	не может	9	7
41	как бы	4	7
42	а в	3	7
43	как правило	1	6
44	в глазах	2	6
45	было бы	15	6
46	никогда не	2	6
47	что в	10	6
48	самом деле	9	5
49	с его	1	5
50	перед нами	4	5
51	но в	11	5
52	об этом	5	5
53	ни в	4	5
54	точки зрения	14	5
55	не менее	7	5
56	и его	3	5
57	потому что	25	5
58	и он	1	5
59	можно было	9	5
60	только в	5	5
61	по мнению	1	5
62	может быть	15	5
63	но и	7	5
64	в частности	2	5
65	в этих	1	5
66	мы уже	1	4
67	он уже	2	4
68	и о	4	4
69	в ней	3	4
70	столь же	1	4
71	а только	3	4
72	в своем	2	4
73	и к	1	4
74	в действительности	1	4
75	то в	1	4
76	в самом	12	4
77	всего лишь	3	4
78	на то	4	4
79	что она	3	4
80	он не	3	4
81	и с	7	4
82	несмотря на	5	4
83	тем не	6	4
84	тому что	1	4
85	она не	2	4
86	связи с	3	4
87	как будто	2	4
88	и это	3	4
89	можно сказать	4	4
90	того что	3	4
91	один из	5	4
92	в конце	4	4
93	как раз	3	4
94	не было	4	4
95	и все	2	4
96	только что	1	4
97	т е	22	4
98	и от	2	4
99	речь идет	2	3
100	по преимуществу	2	3
101	с точки	8	3
102	едва ли	1	3
103	говорить о	4	3
104	и на	6	3
105	в ее	1	3
106	отнюдь не	4	3
107	идет о	1	3
108	как к	1	3
109	все же	7	3
110	но он	1	3
111	в нем	4	3
112	т д	14	3
113	и по	3	3
114	на этом	3	3
115	лишь в	5	3
116	с этим	3	3
117	даже в	1	3
118	в своих	2	3
119	такой же	1	3
120	все эти	12	3
121	о природе	1	3
122	тем что	3	3
123	этом отношении	3	3
124	в театре	1	3
125	как мы	3	3
126	того чтобы	11	3
127	в пределах	4	3
128	приводит к	5	3
129	и когда	1	3
130	что у	2	3
131	если бы	12	3
132	а также	3	3
133	это в	2	3
134	русской литературе	1	3
135	же в	3	3
136	но не	6	3
137	будто бы	2	3
138	во введении	2	3
139	и даже	2	3
140	со стороны	4	3
141	превращается в	2	3
142	то и	3	3
143	однако и	2	3
144	в связи	4	3
145	по своему	1	3
146	такого рода	1	3
147	и для	2	3
148	или не	1	3
149	может и	1	3
150	к этой	3	3
151	же как	2	2
152	по адресу	1	2
153	на самом	2	2
154	только потому	8	2
155	что когда	3	2
156	в их	2	2
157	той же	2	2
158	мы не	1	2
159	вопрос о	9	2
160	вместо того	1	2
161	но как	1	2
162	конечном счете	2	2
163	себе и	1	2
164	в рамках	1	2
165	хотя и	4	2
166	в литературном	1	2
167	в целом	1	2
168	так или	2	2
169	так в	3	2
170	не следует	5	2
171	они в	1	2
172	в первую	1	2
173	однако в	1	2
174	с такими	1	2
175	значительной степени	1	2
176	речь в	5	2
177	в другом	2	2
178	ясно что	5	2
179	того или	2	2
180	первую очередь	1	2
181	по себе	10	2
182	одной из	1	2
183	все равно	2	2
184	должно быть	4	2
185	в следующем	1	2
186	в такой	1	2
187	наше внимание	1	2
188	состоит в	2	2
189	если можно	2	2
190	в первый	3	2
191	от себя	1	2
192	что я	4	2
193	сих пор	1	2
194	все это	5	2
195	как от	1	2
196	для нее	1	2
197	они не	1	2
198	каждого отдельного	1	2
199	бы на	2	2
200	не раз	1	2
201	а а	1	2
202	мышление в	1	2
203	не имеет	4	2
204	одна из	1	2
205	на себе	4	2
206	с и	1	2
207	для всего	1	2
208	слова как	3	2
209	заметить что	1	2
210	тех кто	1	2
211	что на	4	2
212	не знаем	1	2
213	которым в	1	2
214	мысли о	1	2
215	все еще	1	2
216	этой своей	1	2
217	с ее	1	2
218	здесь не	3	2
219	на основе	1	2
220	при котором	1	2
221	характер и	2	2
222	в себя	1	2
223	за этими	1	2
224	в речи	6	2
225	на вопрос	1	2
226	внимание на	1	2
227	никак не	3	2
228	и что	8	2
229	до сих	1	2
230	с того	1	2
231	в значительной	1	2
232	в конечном	2	2
233	и смысловой	1	2
234	говорить об	1	2
235	в форме	3	2
236	в номере	1	2
237	в него	1	2
238	но с	1	2
239	с ними	2	2
240	и потому	2	2
241	впрочем и	1	2
242	так что	1	2
243	слова в	6	2
244	мы знаем	4	2
245	у нее	1	2
246	на том	2	2
247	или иначе	3	2
248	с той	2	2
249	что не	6	2
250	до конца	3	2
251	человек в	1	2
252	на фоне	3	2
253	эти слова	1	2
254	отсюда и	2	2
255	что же	5	2
256	да и	6	2
257	думать о	1	2
258	в это	1	2
259	и не	16	2
260	с этой	2	2
261	еще раз	1	2
262	только для	2	2
263	отказ от	2	2
264	в результате	4	2
265	о котором	2	2
266	своей собственной	3	2
267	ни к	15	2
268	и дело	1	2
269	не знает	3	2
270	легко заметить	1	2
271	или иного	2	2
272	это так	3	2
273	но еще	1	2
274	которая не	1	2
275	смысле слова	2	1
