N	3gram	Vygotskiy__1	VerxiiNi
1	вместе с тем	2	8
2	с одной стороны	5	7
3	с точки зрения	2	6
4	во всяком случае	6	6
5	более или менее	2	5
6	в том числе	1	5
7	до сих пор	3	5
8	для того чтобы	5	5
9	о том что	7	4
10	с тем чтобы	1	4
11	том числе и	1	4
12	и вместе с	1	4
13	к тому же	1	4
14	точно так же	3	3
15	в конце концов	3	3
16	так же как	4	3
17	в связи с	1	3
18	и таким образом	2	3
19	тем не менее	2	3
20	в том что	9	3
21	то ясно что	1	2
22	то же самое	2	2
23	в этом отношении	2	2
24	и для того	1	2
25	заключает в себе	1	2
26	в значительной мере	1	2
27	с этой точки	4	2
28	то или иное	2	2
29	по сравнению с	1	2
30	то что он	1	2
31	но вместе с	1	2
32	этой точки зрения	5	2
33	с самого начала	1	2
34	можно сказать что	1	2
35	на то что	8	2
36	есть как бы	1	2
37	и в этом	1	2
38	и в сущности	1	1
39	и того же	1	1
40	не может не	1	1
41	в широком смысле	1	1
42	что в этом	3	1
43	сказать что в	3	1
44	в прямом смысле	1	1
45	состоит в том	2	1
46	одном и том	1	1
47	психологической точки зрения	4	1
48	с первого взгляда	1	1
49	отодвинут на задний	1	1
50	чем именно заключается	1	1
51	в самом деле	7	1
52	в настоящее время	2	1
53	одного и того	1	1
54	как на совокупность	1	1
55	а следовательно и	1	1
56	в таком случае	2	1
57	к этому что	1	1
58	сами по себе	1	1
59	а вместе с	1	1
60	в каком он	1	1
61	при этом не	2	1
62	совершенно ясно что	14	1
63	камня на камне	1	1
64	совершенно так же	1	1
65	виде в каком	1	1
66	с этим и	1	1
67	том или ином	1	1
68	что в области	2	1
69	утверждать что в	1	1
70	из этих слов	2	1
71	а в области	1	1
72	только в силу	1	1
73	ни было в	1	1
74	ясно что и	2	1
75	представляет собой совершенно	1	1
76	в том или	1	1
77	в этой области	1	1
78	не потому что	1	1
79	в первом случае	1	1
80	на этот раз	1	1
81	на задний план	1	1
82	смысле этого слова	2	1
83	и том же	1	1
84	с психологической точки	3	1
85	в отличие от	3	1
86	по тому же	1	1
87	потому что в	1	1
88	указывает на то	3	1
89	что в таком	1	1
90	не в том	5	1
91	все что мы	1	1
92	тем или иным	2	1
93	в одну из	1	1
94	друг к другу	1	1
95	мы знаем о	1	1
96	с другой стороны	5	1
97	как бы в	1	1
98	речь идет о	1	1
99	мы видели что	2	1
100	один и тот	1	1
101	а в том	2	1
102	только то что	1	1
103	у него в	1	1
104	не может быть	8	1
105	что даже в	1	1
106	что в этой	1	1
107	в то время	5	1
108	всяком случае в	2	1
109	так и в	2	1
110	в свою очередь	1	1
111	это и есть	1	1
112	в одном из	2	1
113	не только не	3	1
114	в чем именно	1	1
115	к тем же	1	1
116	несмотря на все	1	1
117	и в результате	1	1
118	в которых этот	1	1
119	из этих частей	1	1
120	мы видим что	2	1
121	может показаться что	1	1
122	что мы можем	1	1
123	может быть в	1	1
124	что и в	2	1
125	только тогда когда	4	1
126	именно потому что	1	1
127	и тот же	1	1
