N	3gram	Tiupa_Hudo_1	Myshleni
1	в том что	6	31
2	с точки зрения	3	11
3	с одной стороны	1	9
4	в этом смысле	1	8
5	то же самое	1	7
6	в этом отношении	3	7
7	друг с другом	1	7
8	в самом деле	4	6
9	можно было бы	4	5
10	не только не	1	5
11	же как и	1	4
12	в первую очередь	2	4
13	с этой точки	1	4
14	этой точки зрения	1	4
15	на то что	2	4
16	состоит в том	1	3
17	в себе и	1	3
18	с тем что	1	3
19	в равной мере	2	3
20	во всяком случае	1	3
21	в связи с	3	3
22	о том что	9	3
23	речь идет о	2	3
24	и что в	1	2
25	по нашему мнению	1	2
26	одной стороны и	1	2
27	не может не	1	2
28	только в том	2	2
29	в отличие от	1	2
30	содержит в себе	1	2
31	в данном случае	1	2
32	в противоречие с	1	2
33	в высшей степени	1	2
34	мы уже говорили	1	2
35	в следующей главе	3	2
36	убеждает нас в	1	2
37	в свое время	1	2
38	между этими двумя	1	2
39	в свою очередь	1	2
40	никогда не бывает	1	2
41	в том смысле	1	2
42	нас в том	1	2
43	по своей природе	2	1
44	том что в	2	1
45	в тот момент	2	1
46	на том что	1	1
47	этом не только	1	1
48	такой же мере	2	1
49	одних и тех	1	1
50	что мы узнаем	1	1
51	том смысле как	1	1
52	смысле как мы	1	1
53	прежде всего в	1	1
54	мы узнаем что	1	1
55	на самом деле	1	1
56	чем иным как	1	1
57	о том как	2	1
58	том случае если	1	1
59	главным образом благодаря	1	1
60	что он не	2	1
61	вступает в противоречие	1	1
62	что все эти	1	1
63	и та же	1	1
64	друг друга как	1	1
65	вместо того чтобы	2	1
66	мы узнаем из	1	1
67	до сих пор	2	1
68	при этом не	1	1
69	заключает в себе	1	1
70	и тех же	1	1
71	то и другое	2	1
72	в том случае	1	1
73	положение при котором	1	1
74	к тому что	4	1
75	не чем иным	1	1
76	не только в	2	1
77	оказывается как бы	1	1
78	по своему происхождению	1	1
79	в конце концов	1	1
80	а также и	1	1
81	не представляется нам	1	1
82	в такой же	2	1
83	равной мере и	1	1
84	одна и та	1	1
85	как бы в	1	1
86	не может быть	2	1
87	не имеет ничего	1	1
88	речь идет об	1	1
89	при этом мыслит	1	1
90	что принято называть	1	1
91	верно и то	1	1
92	по отношению к	8	1
93	только в качестве	1	1
94	и они не	1	1
95	ничего общего с	1	1
96	с самого начала	1	1
97	но все же	1	1
98	потому что именно	1	1
99	тот момент когда	2	1
100	друг от друга	1	1
101	не только на	1	1
102	все же не	1	1
103	тем не менее	3	1
104	том что он	1	1
105	как и в	3	1
