N	3gram	Losev_Dial_4	Komedia
1	в том что	9	9
2	с другой стороны	1	5
3	в конце концов	1	4
4	то же время	6	4
5	в то же	6	4
6	и т д	15	4
7	после того как	1	3
8	речь идет о	1	3
9	о том что	1	3
10	из всего этого	1	2
11	не говоря уже	3	2
12	говоря уже о	3	2
13	т е в	2	2
14	видеть в нем	1	2
15	на то что	3	2
16	того как в	1	2
17	но прежде всего	1	1
18	ясно что только	1	1
19	я думаю что	2	1
20	что иное как	8	1
21	в силу этого	1	1
22	другой стороны в	1	1
23	одной из сторон	1	1
24	и даже не	1	1
25	подобно тому как	4	1
26	же как и	1	1
27	и что же?	1	1
28	с этой точки	2	1
29	и не только	1	1
30	в зависимости от	1	1
31	можно говорить о	1	1
32	в обоих случаях	1	1
33	в чем не	1	1
34	сам по себе	2	1
35	вы думаете что	1	1
36	в коем случае	2	1
37	в это время	1	1
38	в данном случае	1	1
39	не только в	1	1
40	в той же	1	1
41	в чем же	2	1
42	в отличие от	1	1
43	как тот же	1	1
44	так или иначе	1	1
45	в течение всей	1	1
46	том что они	1	1
47	этой точки зрения	2	1
48	не мог не	1	1
49	ни в чем	1	1
50	т д все	2	1
51	может быть также	1	1
52	ни в коем	2	1
53	и прежде всего	1	1
54	можно судить об	1	1
55	не что иное	8	1
56	в течение всего	2	1
57	может и не	1	1
58	друг от друга	1	1
59	которые могут быть	1	1
60	совершенно очевидно что	1	1
61	можно сделать и	1	1
62	в отношении к	1	1
63	тем не менее	2	1
64	для того чтобы	5	1
65	может быть в	1	1
66	неизвестно кем и	1	1
