N	3gram	Vinokur_St_2	Vladivir
1	в том что	16	9
2	в связи с	1	8
3	во всяком случае	3	6
4	в то время	1	6
5	тем не менее	2	6
6	что же касается	1	5
7	в письме к	5	4
8	в это время	2	4
9	можно судить по	1	4
10	дело в том	4	3
11	более или менее	2	3
12	с точки зрения	2	3
13	на французском языке	1	3
14	в отличие от	2	3
15	в то же	1	3
16	точно так же	1	3
17	не в том	2	3
18	в конце концов	1	3
19	так или иначе	1	3
20	то что он	2	3
21	то же время	1	3
22	о том что	11	3
23	между прочим и	1	2
24	не говоря уже	1	2
25	на то что	2	2
26	в настоящее время	1	2
27	том что он	5	2
28	в том же	2	2
29	но и вполне	1	2
30	говоря уже о	1	2
31	никогда не был	1	2
32	он никогда не	1	2
33	сам по себе	1	2
34	в данном случае	1	2
35	в том чтобы	1	2
36	в этом споре	1	2
37	в котором все	1	2
38	в свою очередь	1	2
39	не имеет никакого	1	2
40	а то что	1	2
41	не то что	1	2
42	заключается в том	1	2
43	во второй половине	1	2
44	после того как	4	2
45	как мы видели	1	2
46	но кроме того	1	1
47	да и в	1	1
48	что в этом	1	1
49	уже потому что	1	1
50	в конце года	1	1
51	но и по	1	1
52	и по существу	1	1
53	в том числе	1	1
54	он не только	1	1
55	в этом случае	1	1
56	с этим не	1	1
57	то что с	1	1
58	в своей работе	1	1
59	в году как	1	1
60	он не может	1	1
61	а в начале	1	1
62	что он уже	1	1
63	до сих пор	5	1
64	по возвращении в	1	1
65	себе отчет в	1	1
66	бы то ни	2	1
67	из письма к	1	1
68	в этом отношении	9	1
69	то что в	2	1
70	года в которой	1	1
71	то время к	1	1
72	на этот вопрос	1	1
73	и в области	1	1
74	вместе с тем	5	1
75	в своем отношении	1	1
76	для него самого	2	1
77	уже на первом	1	1
78	о чем он	1	1
79	в них нет	1	1
80	в высшей степени	1	1
81	вот что писал	2	1
82	не могли быть	1	1
83	как и вообще	1	1
84	к одному из	1	1
85	своем отношении к	1	1
86	но вместе с	1	1
87	к концу этого	1	1
88	в первую очередь	1	1
89	и едва ли	1	1
90	не обходилось без	1	1
91	и в котором	1	1
92	был напечатан в	1	1
93	и в том	1	1
94	в свое время	1	1
95	на неопределенное время	1	1
96	в той же	1	1
97	ничего общего с	1	1
98	между прочим следующее	1	1
99	дело не обходилось	1	1
100	имел в виду	1	1
101	что в его	1	1
102	не говорится о	1	1
103	к выводу что	1	1
104	с самого начала	3	1
105	в самом деле	2	1
106	еще более резко	1	1
107	но все же	2	1
108	нужно сказать что	1	1
109	на основании анализа	1	1
110	за то что	2	1
111	в этом смысле	1	1
112	по этому поводу	2	1
113	для того чтобы	5	1
114	этот вопрос в	1	1
115	к тому же	2	1
116	прочим и в	1	1
117	и т д	6	1
