N	3gram	Trubetskoy_1	Psycholo
1	в самом деле	1	18
2	на то что	2	12
3	в том что	3	11
4	с точки зрения	6	9
5	то же самое	2	8
6	для того чтобы	5	8
7	мы видим что	1	7
8	с самого начала	2	6
9	до сих пор	5	5
10	совершенно ясно что	1	5
11	с одной стороны	7	5
12	с другой стороны	1	5
13	и в этом	2	3
14	не имеет никакого	1	3
15	указывает на то	1	3
16	мы уже говорили	1	3
17	о том что	4	3
18	речь идет о	1	3
19	о том как	1	2
20	в прямом смысле	1	2
21	только то что	1	2
22	вместе с тем	8	2
23	что в этой	1	2
24	не совпадает с	1	2
25	в данном случае	1	2
26	смысле этого слова	1	2
27	когда мы читаем	1	2
28	не в том	1	2
29	все более и	1	2
30	во всяком случае	6	2
31	то что он	2	2
32	мы видели что	1	2
33	в то время	1	2
34	и вместе с	4	2
35	в свою очередь	1	2
36	более и более	1	2
37	и в сущности	1	1
38	в том виде	2	1
39	но все же	4	1
40	таким образом если	2	1
41	есть не более	1	1
42	оно превращается в	1	1
43	что в этом	1	1
44	отправной точкой для	1	1
45	потому что в	1	1
46	утверждать что в	1	1
47	более или менее	5	1
48	имеем в виду	1	1
49	совпадает с тем	1	1
50	самом деле если	1	1
51	по своему значению	1	1
52	так как эти	1	1
53	так чтобы не	1	1
54	в отличие от	1	1
55	в котором они	1	1
56	между этими двумя	2	1
57	в этом отношении	2	1
58	но они не	1	1
59	с тем чтобы	4	1
60	с тем что	1	1
61	на каждом шагу	1	1
62	заключает в себе	2	1
63	того что оно	1	1
64	с этим и	1	1
65	к которым они	1	1
66	может быть и	2	1
67	с этой точки	2	1
68	еще при жизни	1	1
69	в одном и	1	1
70	о морали в	1	1
71	которые могли бы	1	1
72	уже говорили о	1	1
73	к этому что	1	1
74	не потому что	1	1
75	что это есть	1	1
76	тот факт что	1	1
77	состоит в том	1	1
78	как бы бьет	1	1
79	а с другой	5	1
80	точки зрения а	1	1
81	не только как	1	1
82	что в таком	1	1
83	с ней и	1	1
84	что все эти	1	1
85	том что они	1	1
86	ее вместе с	1	1
87	а между тем	1	1
88	один и тот	1	1
89	этой точки зрения	2	1
90	а в том	1	1
91	и все же	1	1
92	сих пор не	1	1
93	по сравнению с	2	1
94	но параллельно с	1	1
95	и что она	1	1
96	действия в самом	1	1
97	не только не	1	1
98	сих пор было	1	1
99	он как бы	1	1
100	можно сказать что	2	1
101	не более как	1	1
102	с тем и	2	1
103	как бы в	1	1
104	так называемой новой	1	1
105	не может быть	1	1
106	к тому же	4	1
107	и тот же	1	1
108	и здесь не	1	1
