N	3gram	Tiupa_Anal_1	Problema
1	то же самое	2	9
2	для того чтобы	3	8
3	в данном случае	2	8
4	как раз и	1	7
5	сам по себе	1	7
6	в этом смысле	1	6
7	в таком случае	3	6
8	то что мы	1	6
9	о том что	3	5
10	в том что	9	5
11	же самое время	2	4
12	но в таком	1	4
13	в связи с	1	4
14	той или иной	6	4
15	в то же	8	4
16	что же касается	1	3
17	более или менее	1	3
18	далеко не всякий	1	3
19	с точки зрения	4	3
20	до сих пор	1	3
21	сами по себе	2	3
22	во всяком случае	1	3
23	и тем самым	1	3
24	но отнюдь не	1	3
25	с другой стороны	2	3
26	о том как	1	2
27	и того же	2	2
28	что иное как	5	2
29	сколько бы мы	1	2
30	не говоря уже	1	2
31	в самом деле	2	2
32	по крайней мере	1	2
33	именно в этом	2	2
34	есть не что	3	2
35	как мы увидим	1	2
36	по своему содержанию	1	2
37	тех или иных	2	2
38	не может быть	16	2
39	того или иного	3	2
40	и как бы	1	2
41	вещи и не	1	2
42	и в самом	1	2
43	она есть нечто	1	2
44	одного и того	2	2
45	в себе все	1	2
46	не что иное	4	2
47	подобно тому как	3	2
48	теории литературы и	1	2
49	а не к	1	1
50	при встрече с	2	1
51	вместе с тем	1	1
52	в данный момент	1	1
53	и к тому	2	1
54	мы имеем дело	4	1
55	бы оно ни	1	1
56	не есть вещь	2	1
57	но то что	1	1
58	в этом последнем	1	1
59	он может быть	1	1
60	также и в	1	1
61	в том же	1	1
62	не было и	1	1
63	во всей своей	1	1
64	говоря уже о	1	1
65	того что мы	1	1
66	произведения а не	1	1
67	не сам по	1	1
68	отношения к самому	1	1
69	на самом же	1	1
70	в этом отношении	2	1
71	того и другого	2	1
72	бы мы ни	1	1
73	и т п	3	1
74	в сущности говоря	1	1
75	не есть она	1	1
76	в основе своей	2	1
77	вещь а не	1	1
78	то или иное	1	1
79	есть она сама	1	1
80	одно и то	1	1
81	что не есть	1	1
82	что то что	1	1
83	но в то	2	1
84	не только в	1	1
85	на первый взгляд	1	1
86	и то же	1	1
87	не случайна и	1	1
88	как будто бы	1	1
89	в известном смысле	1	1
90	и должно быть	1	1
91	на себя внимание	1	1
92	в любой другой	1	1
93	ни на что	1	1
94	не могут быть	2	1
95	внутреннего смысла его	1	1
96	несет в себе	1	1
97	а вовсе не	1	1
98	бы то ни	3	1
99	а не в	3	1
100	но о том	2	1
101	может и должно	1	1
102	субъекта и объекта	1	1
103	всех этих актов	1	1
104	оно ни было	1	1
105	однако здесь имеется	1	1
106	модели как в	1	1
107	в том чтобы	7	1
108	дело не с	1	1
109	выходит за пределы	1	1
110	тому или иному	1	1
111	в настоящий момент	1	1
112	к тому что	1	1
113	в том и	2	1
114	мы встречаемся с	1	1
115	самом же деле	1	1
116	или лучше сказать	1	1
117	как и в	1	1
118	к тому же	4	1
119	только тогда когда	1	1
120	конечно далеко не	1	1
