N	2gram	Propp_Isto_5	Hudozhes
1	и в	25	28
2	том что	8	19
3	в ее	4	18
4	и не	11	18
5	в том	6	15
6	а не	2	14
7	в этом	10	13
8	не в	6	13
9	о том	7	12
10	перед нами	2	11
11	не только	13	11
12	при этом	1	11
13	как и	7	11
14	в его	12	11
15	уже не	11	10
16	в себе	1	9
17	но и	13	9
18	что он	22	8
19	себя в	6	8
20	в жизни	1	8
21	может быть	17	8
22	о чем	2	8
23	я не	1	7
24	по отношению	2	7
25	что она	1	7
26	состоит в	1	7
27	об этом	2	7
28	к тому	1	7
29	в частности	7	7
30	как это	1	7
31	и все	3	7
32	с ним	4	7
33	отношению к	2	7
34	в котором	1	6
35	то же	4	6
36	не было	1	6
37	и с	3	6
38	в своей	2	6
39	в то	3	6
40	тем что	10	6
41	если бы	2	6
42	сводится к	1	6
43	можно сказать	2	6
44	это не	6	6
45	а в	3	6
46	то что	7	6
47	жизни и	2	6
48	в этой	3	5
49	как в	6	5
50	в самом	1	5
51	что это	5	5
52	в своем	1	5
53	не менее	4	5
54	у него	2	5
55	никогда не	3	5
56	ничего не	2	5
57	и его	9	5
58	она не	2	5
59	и сам	2	5
60	только на	1	5
61	одно из	1	5
62	для него	1	5
63	наряду с	4	5
64	как бы	2	5
65	что в	8	5
66	и другие	1	5
67	и т	20	4
68	но не	5	4
69	то в	2	4
70	подобно тому	1	4
71	человека в	3	4
72	он не	4	4
73	и уже	1	4
74	в других	2	4
75	тем не	4	4
76	же время	1	4
77	как будто	1	4
78	и о	1	4
79	того чтобы	3	4
80	вслед за	1	4
81	что они	1	4
82	только в	7	4
83	в качестве	7	4
84	что и	6	4
85	для того	3	4
86	говорит о	2	4
87	превращается в	7	4
88	то и	1	4
89	не может	6	4
90	тому как	1	4
91	человека и	2	3
92	едва ли	1	3
93	на себя	3	3
94	и он	6	3
95	в ней	5	3
96	еще не	8	3
97	и на	8	3
98	о смерти	1	3
99	со стороны	2	3
100	следующим образом	1	3
101	в нем	7	3
102	что все	4	3
103	мы уже	4	3
104	с другими	4	3
105	было бы	1	3
106	в это	2	3
107	соответствии с	1	3
108	несмотря на	2	3
109	в этих	6	3
110	пока еще	1	3
111	как о	1	3
112	на него	8	3
113	о них	1	3
114	со своим	1	3
115	к себе	1	3
116	как только	1	3
117	и это	4	3
118	что у	4	3
119	все его	2	3
