N	3gram	Medvedev_F_3	Myshleni
1	с точки зрения	14	21
2	для того чтобы	4	18
3	в этом случае	1	14
4	в том что	3	13
5	не только не	2	9
6	так же как	1	7
7	с самого начала	1	7
8	к тому что	2	6
9	по отношению к	3	5
10	свое выражение в	1	5
11	то же самое	3	5
12	в данном случае	4	5
13	с одной стороны	1	5
14	этой точки зрения	1	4
15	в самом деле	4	4
16	с этой точки	1	4
17	вместе с тем	3	4
18	слова и его	2	4
19	о чем говорится	1	4
20	не может быть	14	4
21	о том что	1	4
22	на то что	1	4
23	до сих пор	1	3
24	в этом отношении	3	3
25	в собственном смысле	1	3
26	связаны между собой	1	3
27	мы не можем	2	3
28	не совпадает с	1	3
29	смысле этого слова	2	3
30	тем не менее	2	3
31	в такой же	1	3
32	можно сказать что	1	3
33	как и в	1	3
34	как мы видели	2	3
35	потому что он	3	2
36	нет и не	2	2
37	и столь же	1	2
38	лишь в той	1	2
39	одной и той	1	2
40	и той же	1	2
41	одним и тем	2	2
42	на самом деле	12	2
43	в лучшем случае	1	2
44	в той же	1	2
45	в отличие от	2	2
46	из того что	1	2
47	в большинстве случаев	4	2
48	в той мере	1	2
49	что в этом	1	2
50	именно в этом	1	2
51	и его значением	1	2
52	и тем же	2	2
53	сделать вывод что	1	2
54	и вместе с	1	2
55	этом случае в	1	2
56	том что они	1	2
57	мере в какой	1	2
58	в последнее время	1	2
59	точки зрения самого	2	2
60	но с точки	1	2
61	в направлении к	4	2
62	той же мере	1	2
63	той мере в	1	2
64	друг с другом	1	2
65	дело здесь не	1	1
66	сменяющих друг друга	1	1
67	таким образом оказывается	1	1
68	а следовательно и	1	1
69	в основе всех	1	1
70	к другому но	1	1
71	от реального предмета	1	1
72	в каждый данный	1	1
73	подобно тому как	4	1
74	в том числе	1	1
75	и до конца	1	1
76	в этом смысле	2	1
77	в том же	1	1
78	самом же деле	2	1
79	том что это	1	1
80	каждый данный момент	1	1
81	следовательно и в	2	1
82	к его значению	1	1
83	и не может	4	1
84	и в направлении	2	1
85	в зависимости от	5	1
86	от одного к	1	1
87	сам по себе	1	1
88	они не совпадают	1	1
89	в неразрывной связи	2	1
90	таким образом все	1	1
91	же правом можно	2	1
92	друг на друга	1	1
93	дистанция между ними	1	1
94	том числе и	1	1
95	как это делают	1	1
96	можно было бы	1	1
97	здесь не в	1	1
98	представляется нам в	1	1
99	и для них	2	1
100	начала и до	1	1
101	и что в	1	1
102	мы знаем не	1	1
103	не только в	1	1
104	они полагают что	1	1
105	в высшей степени	2	1
106	тот факт что	1	1
107	остается тем же	1	1
108	к слову а	1	1
109	сама по себе	1	1
110	но при этом	1	1
111	в одной плоскости	3	1
112	с тем же	3	1
113	в одной из	1	1
114	никогда не может	1	1
115	в понятии внутренней	1	1
116	с другой стороны	5	1
117	во всяком случае	6	1
118	один из моментов	1	1
119	потому что они	1	1
120	и во всяком	2	1
121	в действительности но	1	1
122	на самом же	2	1
123	неразрывной связи с	1	1
124	одного к другому	1	1
125	по тем же	1	1
126	может и не	1	1
127	факт сам по	1	1
128	так и в	2	1
129	тем же правом	3	1
130	большинстве случаев является	1	1
131	в этом заключается	1	1
132	той или иной	1	1
133	так как эта	1	1
134	она не может	1	1
135	чтобы она могла	1	1
136	к действительности и	1	1
137	только в процессе	2	1
138	языка и его	1	1
139	но все же	1	1
140	слово входит в	1	1
141	в то же	7	1
142	того как мы	1	1
143	случае не может	1	1
144	в слове есть	1	1
145	друг друга и	1	1
146	что между ними	1	1
147	в конце концов	2	1
