N	3gram	Vygotskiy__2	VrazhdaK
1	и все же	1	5
2	в связи с	6	3
3	что в начале	1	2
4	с точки зрения	18	2
5	как раз в	2	2
6	не может быть	6	2
7	в том что	21	2
8	в этом смысле	2	1
9	в том же	2	1
10	на первый план	1	1
11	до сих пор	1	1
12	а также в	1	1
13	при этом он	1	1
14	в этом отношении	3	1
15	точно так же	1	1
16	и то что	1	1
17	о том как	1	1
18	так же как	1	1
19	в высшей степени	7	1
20	по нашему мнению	1	1
21	в известном смысле	1	1
22	а с другой	4	1
23	и во всей	1	1
24	нам говорить о	1	1
25	друг друга при	1	1
26	во всяком случае	6	1
27	мы знаем о	2	1
28	с другой стороны	1	1
29	связи с этим	1	1
30	шаг за шагом	1	1
31	у него в	1	1
32	заключается в том	7	1
33	о том что	4	1
34	и в самом	2	1
35	не только не	1	1
36	на этот раз	1	1
37	причинами того что	2	1
38	с помощью которых	1	1
39	но и от	1	1
40	еще один пример	1	1
41	на то что	6	1
42	не только от	1	1
43	что для нас	1	1
44	речь идет о	2	1
