N	2gram	Voloshinov_1	formyVre
1	и в	38	50
2	то есть	4	33
3	в романе	1	32
4	в этом	10	25
5	в нем	4	24
6	человека в	2	17
7	и его	7	16
8	в литературе	1	16
9	прежде всего	21	15
10	как мы	9	14
11	и не	14	14
12	в его	6	13
13	вовсе не	2	13
14	как раз	1	13
15	так и	6	12
16	человека и	1	11
17	то же	14	11
18	мы уже	10	11
19	таким образом	7	11
20	может быть	13	11
21	и как	9	10
22	но в	5	10
23	времени и	2	10
24	с его	7	9
25	все эти	2	9
26	роль в	3	9
27	не только	27	9
28	в то	9	9
29	ничего не	8	9
30	же время	7	9
31	в том	2	9
32	в конце	6	9
33	в особенности	1	9
34	того же	1	8
35	и на	6	8
36	в самом	4	8
37	ни в	1	8
38	но и	13	8
39	и их	5	8
40	как и	10	8
41	жизни и	3	8
42	так сказать	4	7
43	характер и	1	7
44	и во	1	7
45	не было	2	7
46	например в	1	6
47	между двумя	2	6
48	во всех	6	6
49	как в	2	6
50	с этим	2	6
51	все же	7	6
52	лишь в	4	6
53	это не	3	6
54	и того	1	6
55	в их	1	6
56	так как	7	6
57	в ее	3	6
58	в дальнейшем	2	6
59	связи с	3	6
60	в жизни	2	6
61	у него	1	6
62	то что	8	6
63	в частности	3	6
64	не может	12	6
65	так же	4	6
66	в результате	1	6
67	и все	4	6
68	и до	1	5
69	еще не	3	5
70	но не	2	5
71	отнюдь не	10	5
72	не в	6	5
73	этот процесс	2	5
74	он не	2	5
75	всех этих	1	5
76	с самим	2	5
77	одного и	1	5
78	в основе	2	5
79	того чтобы	7	5
80	точки зрения	10	5
81	в разных	3	5
82	но все	4	5
83	если бы	4	5
84	для того	9	5
85	в связи	2	5
86	наряду с	1	5
87	в основном	1	5
88	что в	1	5
89	и другие	1	5
90	и то	3	4
91	и это	7	4
92	в ней	8	4
93	в своем	1	4
94	конечно не	3	4
95	на площади	1	4
96	время и	1	4
97	и с	5	4
98	том что	3	4
99	в котором	3	4
100	в процессе	6	4
101	потому что	5	4
102	здесь не	2	4
103	понятно что	1	4
104	или как	6	4
105	и следовательно	5	4
106	только в	6	4
107	между этими	1	4
108	и проч	1	4
109	и т.п	21	4
110	влияние на	4	4
111	нет ничего	2	4
112	в той	5	4
113	своей жизни	5	4
114	все это	4	4
115	между собой	2	4
116	кроме того	2	4
117	и для	3	4
118	вполне понятно	1	4
119	отношения к	3	3
120	в движение	1	3
121	не имеют	1	3
122	в какой-то	2	3
123	есть не	2	3
124	всего того	1	3
125	мы не	9	3
126	в сущности	1	3
127	в виду	3	3
128	всем этим	1	3
129	значение и	1	3
130	себе и	2	3
131	хотя и	3	3
132	со своей	1	3
133	в себе	9	3
134	и те	1	3
135	его но	1	3
136	вследствие этого	2	3
137	все ее	1	3
138	при этом	9	3
139	вообще не	1	3
140	одно и	4	3
141	в основу	1	3
142	его в	4	3
143	с другими	2	3
144	и дает	1	3
145	здесь нет	1	3
146	для них	2	3
147	и уже	3	3
148	и вне	1	3
149	между ними	3	3
150	в этих	2	3
151	в отношении	2	3
152	мы говорили	2	3
153	но эта	2	3
154	что было	3	3
155	их в	3	3
156	но они	1	3
157	этими двумя	1	3
158	друг друга	2	3
159	уже говорили	1	3
160	этом отношении	2	3
161	не могут	1	3
162	к тому	4	3
163	и внутреннее	1	3
164	все его	1	3
165	человек был	1	3
166	что и	3	3
167	в форме	6	3
168	с нашей	1	3
169	один из	4	3
170	мы видим	3	3
171	одной из	2	3
172	в качестве	4	3
173	только на	3	3
174	же в	1	3
175	в начале	3	3
176	был бы	1	3
177	в одном	3	3
178	до сих	1	3
179	связаны с	4	3
180	именно в	1	3
181	с тем	8	3
182	а не	6	3
183	нашей точки	1	3
184	в одно	1	3
185	вместе с	5	3
186	и потому	2	3
187	да и	4	3
188	сих пор	2	3
189	или в	2	3
190	еще более	2	3
191	ни к	2	3
192	а в	5	3
193	не знает	3	3
194	сказать что	3	3
195	к этому	2	3
196	в таком	1	3
197	смысле слова	1	2
198	также и	2	2
199	же как	1	2
200	к своей	1	2
201	той же	5	2
202	вопрос о	2	2
203	эта форма	1	2
204	принадлежит к	1	2
205	на себя	1	2
206	они были	1	2
207	жизни это	2	2
208	и определяется	2	2
209	в чем	1	2
210	природы и	2	2
211	мы будем	6	2
212	нет и	3	2
213	в истории	1	2
214	же и	1	2
215	для всех	2	2
216	с их	1	2
217	внутренняя жизнь	1	2
218	и нет	2	2
219	не являются	1	2
220	и к	4	2
221	от этого	1	2
222	в целом	4	2
223	тому же	2	2
224	в нашем	5	2
225	выражение в	3	2
226	как бы	28	2
227	жизни которые	1	2
228	как он	1	2
229	широком смысле	1	2
230	этих мотивов	1	2
231	не как	1	2
232	характер в	1	2
233	уже не	4	2
234	об этом	3	2
235	ясно что	2	2
236	было бы	7	2
237	нет в	1	2
238	человека мы	1	2
239	для него	3	2
240	в своей	2	2
241	он должен	3	2
242	с точки	5	2
243	место в	2	2
244	не к	3	2
245	оказывается что	1	2
246	в которых	2	2
247	точку зрения	3	2
248	друг другу	2	2
249	том же	1	2
250	необходимо чтобы	3	2
251	по себе	1	2
252	раз и	1	2
253	и время	1	2
254	самого начала	4	2
255	тогда когда	1	2
256	никогда не	7	2
257	в самой	1	2
258	и является	5	2
259	всей жизни	1	2
260	так называемый	1	2
261	точном смысле	2	2
262	в каком	2	2
263	все то	2	2
264	той или	3	2
265	с самого	4	2
266	и бытовое	1	2
267	те же	4	2
268	здесь как	1	2
269	по сравнению	1	2
270	и вообще	2	2
271	с ним	2	2
272	или иной	4	2
273	в глаза	1	2
274	в значительной	2	2
275	связь между	2	2
276	на развитие	1	2
277	там где	1	2
278	того что	4	2
279	собой разумеется	2	2
280	всякого рода	1	2
281	до наших	1	2
282	есть в	1	2
283	уже в	5	2
284	если мы	4	2
285	речи в	1	2
286	в данной	3	2
287	его и	3	2
288	отношение к	2	2
289	не о	1	2
290	тем что	2	2
291	само собой	4	2
292	и даже	3	2
293	даже не	1	2
294	и характер	1	2
295	о своей	4	2
296	с другой	1	2
297	я был	1	2
298	еще и	2	2
299	громадную роль	1	2
300	что мы	11	2
301	здесь только	1	2
302	с помощью	6	2
303	но оно	1	2
304	к своему	4	2
305	сравнению с	1	2
306	слагается из	1	2
307	в течение	1	2
308	наконец и	1	2
309	на минуту	1	2
310	слова и	5	2
311	но для	3	2
312	здесь в	1	2
313	вне его	1	2
314	в более	1	2
315	не является	5	2
316	одна из	1	2
317	где и	2	2
318	в точном	2	2
319	для нас	3	2
320	у них	2	2
321	мы должны	10	2
322	хотя бы	18	2
323	или не	1	2
324	была бы	1	2
325	совершенно не	3	2
326	равно как	2	2
327	в свою	6	2
328	на один	1	2
329	нет но	1	2
330	в которой	7	2
331	он у	1	2
332	и эта	3	2
333	я и	2	1
334	с природой	2	1
335	одним из	1	1
336	до него	1	1
337	он произносит	1	1
338	с исторической	1	1
339	он может	1	1
340	в христианском	1	1
341	и есть	1	1
342	тем же	3	1
343	жизни ее	1	1
344	в зависимости	5	1
345	из всех	1	1
346	со всех	2	1
347	из которой	1	1
348	и конечно	2	1
349	для своего	1	1
350	мы имеем	2	1
351	и само	3	1
352	бы в	5	1
353	при анализе	1	1
354	с более	1	1
355	миру и	2	1
356	теперь мы	1	1
357	и последующих	1	1
358	бы например	1	1
359	нам в	3	1
360	именно к	1	1
361	бы и	2	1
362	только благодаря	2	1
363	само слово	1	1
364	этим силам	1	1
365	в нем?	1	1
366	я не	1	1
367	на несколько	1	1
368	не происходит	1	1
369	не совсем	1	1
370	для наших	2	1
371	пространство и	1	1
372	явлений нет	1	1
373	зависимости от	5	1
374	и явлений	1	1
375	и он	2	1
376	лишь там	1	1
377	всего бросается	1	1
378	роман и	1	1
379	служит для	1	1
380	самом деле	4	1
381	и всего	2	1
382	то он	3	1
383	которые связаны	3	1
384	и указывает	2	1
385	но как	2	1
386	и разными	1	1
387	значение имеет	1	1
388	форме и	2	1
389	и поэтому	3	1
390	независимо от	5	1
391	только ее	1	1
392	и различные	1	1
393	однако не	1	1
394	перед нами	3	1
395	переживания и	2	1
396	тех случаях	2	1
397	может получить	2	1
398	вопросом о	1	1
399	и наконец	5	1
400	и сам	2	1
401	себе не	1	1
402	увидим что	2	1
403	целого произведения	2	1
404	сливается с	1	1
405	та же	3	1
406	что это	4	1
407	ни один	2	1
408	бы не	2	1
409	из этих	1	1
410	которые в	2	1
411	где все	1	1
412	и резко	1	1
413	отчасти и	1	1
414	в этой	6	1
415	движение и	1	1
416	имеем в	1	1
417	на то	1	1
418	не могла	1	1
419	человек не	2	1
420	не знающий	1	1
421	связанные с	2	1
422	он ни	1	1
423	о которой	1	1
424	и слушающего	4	1
425	нее и	1	1
426	с нашим	1	1
427	как часто	1	1
428	нами здесь	1	1
429	но вместе	1	1
430	которого и	2	1
431	будем говорить	3	1
432	лишь с	1	1
433	значительной степени	2	1
434	здесь мы	3	1
435	могла бы	1	1
436	факт что	1	1
437	в первых	1	1
438	главным образом	3	1
439	в мире	2	1
440	конечно в	1	1
441	и неизбежно	1	1
442	зрения на	2	1
443	и расположения	1	1
444	на протяжении	1	1
445	вместе со	1	1
446	общественная жизнь	1	1
447	уже знаем	1	1
448	и соответствующие	1	1
449	к выражению	1	1
450	вначале он	1	1
451	каким должен	1	1
452	ближе к	1	1
453	говорить в	2	1
454	жизни что	1	1
455	бытие и	1	1
456	мы относим	1	1
457	которой он	1	1
458	говорили в	1	1
459	уже у	1	1
460	судьбу человеческой	1	1
461	человека при	1	1
462	движется в	1	1
463	как благодаря	1	1
464	должно быть	2	1
465	уже видели	2	1
466	и тогда	2	1
467	себе все	2	1
468	лучше всего	1	1
469	этом случае	3	1
470	и при	2	1
471	и правильно	1	1
472	таким же	1	1
473	нас не	2	1
474	наших дней	1	1
475	не становится	3	1
476	на месте	1	1
477	самый момент	1	1
478	их вообще	1	1
479	есть к	1	1
480	не путем	1	1
481	должны были	2	1
482	свое существование	1	1
483	значение для	1	1
484	является только	1	1
485	страха и	1	1
486	не должно	2	1
487	что этот	1	1
488	указывали что	1	1
489	данного лица	1	1
490	человека но	1	1
491	же мы	5	1
492	нет никакого	1	1
493	из которых	3	1
494	в таких	1	1
495	еще тесно	1	1
496	она не	1	1
497	виду что	1	1
498	дело не	1	1
499	к типу	1	1
500	путь развития	1	1
501	значение например	1	1
502	та или	1	1
503	следовательно и	1	1
504	уясняются и	1	1
505	того в	1	1
506	на те	1	1
507	по своей	2	1
508	на природу	1	1
509	и после	1	1
510	жизни как	1	1
511	это слово	2	1
512	другой тип	1	1
513	здесь же	1	1
514	эти три	2	1
515	с которой	1	1
516	у нас	4	1
517	от их	2	1
518	воспринимаются как	1	1
519	или только	1	1
520	и такие	1	1
521	похож на	1	1
522	про себя	2	1
523	как только	4	1
524	должны быть	1	1
525	всего в	3	1
526	другом месте	1	1
527	что оно	3	1
528	его с	1	1
529	себя только	1	1
530	для его	1	1
531	особый тип	1	1
532	было возможно	1	1
533	и самое	1	1
534	приходит к	1	1
535	вне этого	1	1
536	свою очередь	4	1
537	это само	2	1
538	и сами	1	1
539	были бы	4	1
540	добродетели и	1	1
541	в организации	1	1
542	уже с	1	1
543	в себя	1	1
544	как с	2	1
545	в другом	1	1
546	с собой	2	1
547	вещи и	1	1
548	часть его	1	1
549	из всего	2	1
550	было в	4	1
551	одном и	1	1
552	в социальном	1	1
553	в новом	1	1
554	вошел в	2	1
555	они как	1	1
556	этой жизни	1	1
557	с человеком	1	1
558	и историческое	1	1
559	и здесь	3	1
560	не был	1	1
561	мы это	1	1
562	и т.д	21	1
563	о том	4	1
564	нашем случае	1	1
565	находятся в	1	1
566	иное значение	1	1
567	или на	1	1
568	последнем счете	1	1
569	вне всякой	1	1
570	события его	1	1
571	будем называть	2	1
572	места и	1	1
573	всего на	1	1
574	или иная	1	1
575	путь к	1	1
576	которой мы	4	1
577	лишь путем	2	1
578	на одном	1	1
579	эта схема	1	1
580	были связаны	1	1
581	даже на	2	1
582	и разных	1	1
583	и смысл	1	1
584	значение лишь	1	1
585	может иметь	1	1
586	в него	1	1
587	бросается в	1	1
588	жизни его	1	1
589	ведь эти	1	1
590	тот же	2	1
591	что он	2	1
592	мы увидим	5	1
593	как нет	2	1
594	должен быть	2	1
595	всех его	2	1
596	в эти	1	1
597	чаще всего	3	1
598	человека с	2	1
599	себя в	4	1
600	так что	1	1
601	ведь в	3	1
602	чтобы вернуться	1	1
603	было так	1	1
604	указать на	1	1
605	события и	2	1
606	в большинстве	1	1
607	случаях когда	2	1
608	и продукт	1	1
609	за пределами	1	1
610	является не	1	1
611	следует за	1	1
612	или даже	2	1
613	при помощи	1	1
614	из них	3	1
615	человека на	1	1
616	где бы	1	1
617	не связанных	1	1
618	но нет	1	1
619	цели и	1	1
620	могло бы	1	1
621	произведения и	1	1
622	вся внутренняя	1	1
623	и искусства	1	1
624	мы можем	7	1
625	мы убедились	3	1
626	должны будем	1	1
627	ничего что	2	1
628	но уже	1	1
629	жанра в	1	1
630	отдельного человека	1	1
631	и оценки	1	1
632	явления природы	3	1
633	уже совершенно	1	1
634	это будет	1	1
635	проявлений и	1	1
636	связан с	1	1
637	разные и	1	1
638	что человек	1	1
