N	3gram	Voloshinov_1	Marksizm
1	с точки зрения	5	13
2	не может быть	4	10
3	по отношению к	3	8
4	то же время	1	8
5	в то же	1	8
6	в связи с	1	7
7	для того чтобы	1	6
8	в том что	2	6
9	в самом деле	2	5
10	то же самое	1	5
11	может быть и	1	5
12	но в то	1	5
13	с самого начала	2	5
14	на самом деле	1	4
15	и не может	1	3
16	изолированное монологическое высказывание	2	3
17	в отличие от	1	3
18	в жизненной речи	2	3
19	одно и то	3	3
20	данной социальной группы	1	3
21	с одной стороны	2	3
22	и то же	2	3
23	несобственная прямая речь	1	3
24	к тому что	1	3
25	в системе языка	1	2
26	более или менее	1	2
27	языка как системы	2	2
28	в данную эпоху	1	2
29	быть и речи	1	2
30	того или иного	2	2
31	в зависимости от	2	2
32	не было бы	1	2
33	в собственном смысле	1	2
34	точки зрения своего	1	2
35	собственном смысле слова	1	2
36	то же слово	2	2
37	на изолированное монологическое	1	2
38	хотя бы в	1	2
39	на то что	1	2
40	в узком смысле	1	2
41	философия языка и	1	2
42	в другом месте	1	1
43	нет никакого идеологического	1	1
44	материале внутренней речи	1	1
45	что иное как	2	1
46	вполне понятно что	3	1
47	истории языка и	2	1
48	от своего идеологического	1	1
49	чуть ли не	1	1
50	а вовсе не	1	1
51	и его аудиторией	1	1
52	может быть объяснено	1	1
53	с одним из	1	1
54	интонации в жизненной	1	1
55	может овладеть только	1	1
56	фигурирует в двух	1	1
57	мы должны различать	1	1
58	еще тем что	1	1
59	тесно связана с	1	1
60	в этом отношении	1	1
61	и т.д и	1	1
62	монологическое высказывание и	1	1
63	которого только и	1	1
64	лишь в процессе	1	1
65	его proton pseudos	1	1
66	к единству языка	1	1
67	но тем не	1	1
68	конечно мы не	1	1
69	мы полагаем что	1	1
70	нормативная тождественность языковой	1	1
71	не только его	2	1
72	единству языка как	1	1
73	лингвистике но и	1	1
74	тем не менее	1	1
75	является таким образом	1	1
76	и сложнее его	1	1
77	в последнее время	1	1
78	само по себе	1	1
79	себе а лишь	1	1
80	лишь с точки	1	1
81	с другой стороны	2	1
82	интонация может быть	1	1
83	законченное монологическое высказывание	1	1
84	что же такое	1	1
85	по себе а	1	1
86	сознания и его	1	1
87	то или иное	1	1
88	в конечном счете	1	1
89	грамматики и стилистики	1	1
90	не что иное	2	1
91	свое идеологическое выражение	1	1
92	но что же	1	1
93	есть прежде всего	3	1
94	мы все же	1	1
95	превращения его в	1	1
96	теперь мы можем	1	1
97	интонация не может	1	1
98	и не является	2	1
99	как и в	1	1
100	же самое слово	1	1
101	только с помощью	1	1
102	нам кажется что	1	1
