N	2gram	Vygotskiy__2	UchenyiS
1	и в	15	14
2	а не	3	10
3	не только	15	10
4	прежде всего	4	8
5	и не	7	8
6	не может	9	7
7	вот почему	3	7
8	в этом	19	7
9	то что	20	7
10	может быть	9	6
11	то же	5	5
12	и только	3	5
13	все это	4	5
14	хотя бы	4	5
15	с другой	6	4
16	но и	10	4
17	что такое	1	4
18	в их	2	4
19	в конечном	4	4
20	конечном счете	4	4
21	в этой	6	4
22	конечно не	1	4
23	то ни	1	3
24	и то	1	3
25	это не	5	3
26	было бы	10	3
27	нашему мнению	1	3
28	как и	6	3
29	для этого	3	3
30	в частности	6	3
31	в своей	4	3
32	и т.д	12	3
33	бы то	1	3
34	очевидно что	3	3
35	все же	4	3
36	но в	6	3
37	формы в	1	3
38	не следует	2	3
39	в области	1	3
40	только к	1	3
41	у нас	1	3
42	другой стороны	1	3
43	по нашему	1	3
44	для него	3	3
45	ни было	1	3
46	что все	4	2
47	и с	4	2
48	материала и	1	2
49	до сих	1	2
50	каждом шагу	1	2
51	это было	1	2
52	самом деле	6	2
53	в буквальном	1	2
54	в итоге	1	2
55	в некоторых	2	2
56	мы не	10	2
57	является в	1	2
58	на эту	2	2
59	если бы	8	2
60	что мы	9	2
61	ничего не	3	2
62	должна была	1	2
63	том что	27	2
64	на первый	1	2
65	материал для	1	2
66	сводится к	1	2
67	но даже	1	2
68	этого термина	1	2
69	на каждом	1	2
70	нас в	2	2
71	с его	4	2
72	но не	3	2
73	в противовес	1	2
74	думается что	2	2
75	в его	2	2
76	по существу	5	2
77	что и	2	2
78	по себе	7	2
79	более чем	1	2
80	сих пор	1	2
81	но это	1	2
82	и роль	1	2
83	этом смысле	2	2
84	могли бы	4	2
85	в том	33	2
86	и для	2	2
87	что он	12	2
88	в себе	2	2
89	в самом	11	2
90	между тем	1	2
91	только в	4	2
92	не в	8	2
93	для всех	4	2
94	и является	1	2
95	вопроса о	1	2
96	в системе	1	2
97	не есть	1	2
98	этом отношении	3	2
99	фактов и	1	2
100	бы и	3	2
101	не могут	2	2
102	метода как	1	2
103	могут быть	2	2
104	и основного	1	2
105	смысле этого	3	2
106	же самое	2	2
107	как раз	4	2
108	тем что	2	2
109	что она	3	2
110	таким образом	14	2
111	пытается заменить	2	1
112	он прежде	2	1
113	для себя	3	1
114	и это	3	1
115	понимая под	1	1
116	почему она	1	1
117	об этом	3	1
118	же как	2	1
119	существенным для	1	1
120	но по	1	1
121	человека и	3	1
122	в виду	6	1
123	сам по	1	1
124	входит в	1	1
125	данном случае	3	1
126	к следующему	1	1
127	с самим	1	1
128	и теоретической	1	1
129	в пределах	1	1
130	и др	5	1
131	к которой	1	1
132	что для	3	1
133	все черты	1	1
134	слова а	1	1
135	никогда не	8	1
136	к созданию	1	1
137	полагаем что	1	1
138	так и	8	1
139	по его	1	1
140	объект он	1	1
141	одной стороны	7	1
142	той же	2	1
143	в сфере	1	1
144	автор видит	1	1
145	которой все	1	1
146	присущи и	1	1
147	до конца	1	1
148	с тем	1	1
149	мы имеем	3	1
150	для начала	1	1
151	является наиболее	1	1
152	как всякая	1	1
153	для подобного	1	1
154	в словах	1	1
155	и даже	5	1
156	должно быть	2	1
157	любопытно что	1	1
158	иначе говоря	2	1
159	по теории	1	1
160	во главу	1	1
161	остается в	2	1
162	можно сказать	2	1
163	или менее	2	1
164	стороны в	1	1
165	один пример	1	1
166	утверждением что	1	1
167	материал и	1	1
168	как на	1	1
169	приводит к	5	1
170	о том	9	1
171	в ней	1	1
172	и потому	1	1
173	сходных с	1	1
174	относятся к	2	1
175	в котором	2	1
176	только для	3	1
177	и что	8	1
178	она в	1	1
179	он был	1	1
180	первый план	1	1
181	его работы	1	1
182	из которых	3	1
183	в пользу	4	1
184	этой основной	1	1
185	признать что	4	1
186	в течение	2	1
187	в той	1	1
188	ее к	1	1
189	отказ от	1	1
190	является с	1	1
191	в данном	3	1
192	этих слов	1	1
193	что же	2	1
194	не то	2	1
195	бы в	1	1
196	переходит в	1	1
197	не входит	1	1
198	того что	17	1
199	функция а	2	1
200	и единственно	1	1
201	друг другу	1	1
202	в которых	3	1
203	более точно	1	1
204	речи в	6	1
205	их в	4	1
206	друг с	2	1
207	говорит он	12	1
208	тому чтобы	2	1
209	оно является	1	1
210	нет и	2	1
211	за пределы	2	1
212	на то	6	1
213	к изучению	1	1
214	лучше и	1	1
215	течение многих	1	1
216	и вся	1	1
217	мы снова	1	1
218	еще один	2	1
219	отнюдь не	2	1
220	она не	1	1
221	полагая что	2	1
222	независимо от	4	1
223	его на	1	1
224	в своем	9	1
225	что с	5	1
226	нам думается	3	1
227	но для	2	1
228	имеет свою	2	1
229	научного мышления	2	1
230	и все	3	1
231	обе эти	1	1
232	как возможно	1	1
233	того как	4	1
234	что только	1	1
235	этой тенденции	1	1
236	необходимо изучать	1	1
237	у кого	1	1
238	тот же	7	1
239	более или	2	1
240	верно но	1	1
241	как таковое	1	1
242	когда нужно	1	1
243	есть ли	2	1
244	самим же	1	1
245	не существует	3	1
246	которое мы	3	1
247	верно и	1	1
248	по мнению	1	1
249	почему в	1	1
250	в которой	4	1
251	нам известно	4	1
252	о котором	1	1
253	больше чем	2	1
254	бы ни	2	1
255	от самых	1	1
256	он пытается	1	1
257	он в	3	1
258	это же	3	1
259	тогда когда	5	1
260	с одной	7	1
261	с которыми	1	1
262	в качестве	4	1
263	тем более	3	1
264	в известном	2	1
265	вообще в	2	1
266	мировоззрения и	1	1
267	с новой	1	1
268	как основной	2	1
269	не ставит	1	1
270	бы только	1	1
271	буквальном смысле	1	1
272	имеем в	1	1
273	то и	1	1
274	подобным образом	1	1
275	в процессе	11	1
276	в виде	1	1
277	тезис о	1	1
278	теории и	1	1
279	не обладает	1	1
280	ли для	1	1
281	в нем	1	1
282	связанные с	1	1
283	или даже	1	1
284	с другом	2	1
285	но если	2	1
286	он не	7	1
287	где бы	1	1
288	о которой	1	1
289	а для	1	1
290	главу угла	1	1
291	сказать что	6	1
292	одно из	1	1
293	исходить из	1	1
294	и так	1	1
295	природе и	1	1
296	сводит все	1	1
297	что еще	1	1
298	содержания и	1	1
299	мы полагаем	1	1
300	и материал	1	1
301	в современном	1	1
302	что под	1	1
303	правда не	1	1
304	не для	1	1
305	в свое	1	1
306	это верно	1	1
307	самое что	2	1
308	если у	1	1
309	но что	2	1
310	у него	2	1
311	само по	2	1
312	насколько мы	1	1
313	мы можем	10	1
314	всего что	1	1
315	и независимо	1	1
316	ее в	2	1
317	элементы из	1	1
318	работа была	1	1
319	и делает	1	1
320	и эта	2	1
321	к проблемам	1	1
322	что при	3	1
323	к этому	4	1
324	что в	14	1
325	все что	5	1
326	бы это	1	1
327	этот путь	1	1
