N	3gram	Tiupa_Disk_1	Problemy
1	в большинстве случаев	1	8
2	с точки зрения	1	8
3	до сих пор	1	7
4	сам по себе	1	5
5	то же время	4	5
6	в то же	3	5
7	по отношению к	9	5
8	как и все	1	4
9	не может быть	3	4
10	и не может	1	4
11	в отличие от	4	4
12	как и в	1	3
13	более или менее	2	3
14	той или иной	3	3
15	с другой стороны	3	3
16	к тому же	4	3
17	в этом смысле	1	2
18	и то же	1	2
19	в том или	1	2
20	на то что	1	2
21	как раз и	1	2
22	но все же	1	2
23	но при этом	3	2
24	что он ничего	1	2
25	тем не менее	1	2
26	том что он	1	2
27	одно и то	1	2
28	о том что	5	1
29	с одной стороны	9	1
30	литературного жанра в	1	1
31	в таком случае	1	1
32	так и в	1	1
33	большей или меньшей	2	1
34	во всех его	1	1
35	о том как	1	1
36	в себе вопрос	1	1
37	до настоящего времени	1	1
38	том или ином	1	1
39	из уст в	1	1
40	прежде всего как	1	1
41	времени и пространства	1	1
42	можно сказать что	2	1
43	уст в уста	1	1
44	в следующей главе	1	1
45	и в том	1	1
46	в другом случае	1	1
47	в котором они	1	1
48	но в таком	1	1
49	хотя бы и	1	1
50	на самом деле	1	1
51	в этом последнем	1	1
52	в произведении и	1	1
53	том и в	1	1
54	что он не	1	1
55	в том что	13	1
56	эпохи и при	1	1
57	то же самое	2	1
58	или меньшей степени	1	1
59	предмет о котором	1	1
60	быть и он	1	1
61	не согласиться с	1	1
62	в значительной степени	2	1
63	в равной степени	1	1
64	как точка зрения	1	1
65	сами по себе	2	1
66	в том числе	2	1
67	слово не становится	1	1
68	в связи с	1	1
69	в теоретическом смысле	1	1
70	не может стать	1	1
71	чужой речи и	1	1
72	прежде всего в	1	1
73	в целом его	1	1
74	всех его разновидностях	1	1
75	в большей или	1	1
76	том числе и	2	1
77	в том и	1	1
78	дело в том	1	1
79	и в другом	1	1
80	также и в	1	1
81	каждый из них	1	1
82	во всяком случае	1	1
83	а не как	1	1
84	одной стороны и	2	1
85	в известной степени	1	1
86	в этом пункте	1	1
87	по крайней мере	2	1
