N	2gram	Berdyaev_M_2	VeschiIm
1	не есть	13	49
2	т е	4	42
3	не может	15	33
4	не только	18	31
5	может быть	21	29
6	это –	22	29
7	и не	18	28
8	и в	46	26
9	вещи и	1	24
10	то что	5	24
11	и есть	8	23
12	а не	13	20
13	что она	5	14
14	только в	3	14
15	по себе	2	13
16	и что	2	13
17	того что	6	13
18	и то	1	12
19	есть не	5	12
20	что это	6	12
21	было бы	1	12
22	и ее	1	12
23	но и	15	12
24	сказать что	3	12
25	что же	2	11
26	то же	5	10
27	в ней	11	10
28	как бы	8	10
29	что такое	1	10
30	потому что	12	10
31	уже не	4	10
32	в самом	5	9
33	и с	3	9
34	в том	3	9
35	что не	2	9
36	прежде всего	12	9
37	есть явление	2	9
38	что иное	3	8
39	иное как	3	8
40	в себе	10	8
41	на то	1	8
42	и это	5	8
43	ничего не	2	8
44	себя и	3	8
45	она есть	2	8
46	но это	8	8
47	не что	3	8
48	также и	4	7
49	говорить о	1	7
50	в этом	20	7
51	не будет	3	7
52	его в	3	7
53	том что	4	7
54	со своим	2	7
55	как с	1	7
56	себя в	4	7
57	так как	8	7
58	– в	2	7
59	– не	3	7
60	е в	2	7
61	есть и	3	7
62	что они	3	6
63	и как	1	6
64	но в	10	6
65	есть ли	2	6
66	бы и	5	6
67	это есть	2	6
68	что является	1	6
69	точки зрения	2	6
70	но если	1	6
71	с ним	3	6
72	она не	8	6
73	отличается от	1	6
74	можно было	2	6
75	должно быть	2	6
76	и только	1	6
77	есть ни	1	6
78	так что	2	6
79	для него	18	6
80	но что	1	6
81	жизни и	6	6
82	что в	4	6
83	того же	1	5
84	это и	3	5
85	ведь и	1	5
86	в сущности	2	5
87	на себя	1	5
88	в чем	3	5
89	необходимо и	1	5
90	как к	2	5
91	должна быть	1	5
92	это не	5	5
93	с тем	1	5
94	не в	9	5
95	есть всегда	1	5
96	в отношении	5	5
97	только и	4	5
98	у нас	11	5
99	для себя	1	5
100	в ее	1	5
101	должны быть	4	5
102	если бы	3	5
103	для этого	4	5
104	ни на	1	5
105	с этой	1	5
106	и для	7	5
107	из себя	1	5
108	а в	2	5
109	в свою	4	5
110	явления и	1	4
111	мы не	1	4
112	я не	5	4
113	во всех	2	4
114	нет и	1	4
115	независимо от	1	4
116	его на	4	4
117	с этим	1	4
118	в своем	8	4
119	если есть	3	4
120	ведь не	1	4
121	тут не	2	4
122	же не	1	4
123	на почве	3	4
124	как и	13	4
125	с точки	1	4
126	имеет смысл	1	4
127	и более	1	4
128	что есть	2	4
129	можно ли	3	4
130	должен быть	4	4
131	о том	3	4
132	с другой	1	4
133	что и	4	4
134	быть и	2	4
135	бытия и	1	4
136	тем что	3	4
137	и потому	7	4
138	не существует	3	4
139	и все	5	4
140	от того	3	4
141	между ними	1	4
142	оно не	2	4
143	есть то	1	4
144	сам по	2	3
145	самом деле	1	3
146	к другому	3	3
147	отношения к	2	3
148	если я	2	3
149	вопрос о	6	3
150	только это	2	3
151	момент в	3	3
152	не то	1	3
153	вопроса о	4	3
154	ее как	1	3
155	в нем	22	3
156	перестает быть	1	3
157	ли сказать	1	3
158	что нужно	1	3
159	подобно тому	2	3
160	на этом	2	3
161	было в	3	3
162	в жизни	4	3
163	и тогда	3	3
164	в своей	5	3
165	все это	1	3
166	есть еще	2	3
167	их в	1	3
168	как можно	1	3
169	как о	1	3
170	тогда когда	2	3
171	в основе	2	3
172	того чтобы	4	3
173	или как	1	3
174	к ней	2	3
175	к себе	2	3
176	к тому	5	3
177	всегда есть	2	3
178	и самое	2	3
179	можно и	1	3
180	и сам	1	3
181	так и	4	3
182	но когда	2	3
183	один из	5	3
184	мы видим	2	3
185	тот же	2	3
186	что он	7	3
187	и чисто	1	3
188	сама по	1	3
189	отношение к	8	3
190	никогда не	18	3
191	а с	1	3
192	вместе с	2	3
193	в той	1	3
194	тому как	2	3
195	да и	2	3
196	она должна	1	3
197	бы в	2	3
198	хотя бы	7	3
199	не быть	1	3
200	с самим	3	3
201	нем нет	2	2
202	от этого	2	2
203	в сфере	2	2
204	той же	3	2
205	к чему	4	2
206	человека и	7	2
207	но она	2	2
208	своей собственной	1	2
209	бы ни	1	2
210	явление не	1	2
211	и этого	1	2
212	на их	1	2
213	– это	2	2
214	и всякий	1	2
215	не все	1	2
216	себе и	2	2
217	как в	7	2
218	и нет	3	2
219	когда он	1	2
220	я должен	1	2
221	в каком-то	1	2
222	что на	1	2
223	то в	2	2
224	– другой	2	2
225	я имею	1	2
226	приводит к	1	2
227	только один	1	2
228	если он	2	2
229	и если	2	2
230	он не	10	2
231	для того	5	2
232	как часто	1	2
233	душу и	3	2
234	и вот	5	2
235	которая стоит	1	2
236	но все	1	2
237	то чтобы	1	2
238	об этом	1	2
239	на все	3	2
240	и тем	1	2
241	которая была	1	2
242	ни в	3	2
243	все равно	3	2
244	и уже	1	2
245	не мог	3	2
246	же есть	3	2
247	жизнь и	4	2
248	признать что	1	2
249	же такое	1	2
250	тому что	4	2
251	бы на	1	2
252	но они	1	2
253	этого нужно	1	2
254	чем не	2	2
255	для всего	1	2
256	это совершенно	1	2
257	всякой иной	1	2
258	в разных	2	2
259	в самой	1	2
260	и его	5	2
261	не потому	1	2
262	я сам	1	2
263	для такого	1	2
264	самим собою	2	2
265	говорили что	1	2
266	с собой	2	2
267	не с	1	2
268	мог бы	1	2
269	находится в	1	2
270	последний предел	2	2
271	именно потому	1	2
272	но к	1	2
273	на вопрос	1	2
274	и та	2	2
275	как ее	2	2
276	не стоит	3	2
277	может не	1	2
278	и во	3	2
279	во втором	1	2
280	и можно	3	2
281	еще более	2	2
282	тот момент	1	2
283	к личности	1	2
284	но раз	1	2
285	об их	1	2
286	на такой	1	2
287	и они	1	2
288	не из	1	2
289	его и	1	2
290	моментов в	1	2
291	не случайно	2	2
292	а потому	1	2
293	сходить с	2	2
294	и недостаточно	1	2
295	при чем	1	2
296	превращается в	2	2
297	не сама	1	2
298	может ли	1	2
299	учение есть	1	2
300	о чем	1	2
301	и самосознание	2	2
302	– и	1	2
303	самого себя	4	2
304	а потом	1	2
305	смысл в	1	2
306	в более	2	2
307	– с	1	2
308	ни к	1	2
309	есть уже	4	2
310	отношении к	3	2
311	жизни в	3	2
312	это все	2	2
313	была бы	1	2
314	от всех	1	2
315	будет то	1	2
316	это так	1	2
317	в своих	3	2
318	так же	6	2
319	я и	2	1
320	– может	1	1
321	сознание в	1	1
322	же как	3	1
323	– самый	1	1
324	чтобы не	3	1
325	связана с	7	1
326	только потому	1	1
327	своей основной	1	1
328	к полному	1	1
329	между двумя	1	1
330	из самых	1	1
331	не хочет	1	1
332	продолжает быть	1	1
333	иначе есть	1	1
334	по преимуществу	5	1
335	не имеют	2	1
336	все те	1	1
337	от которых	1	1
338	с таким	2	1
339	– я	3	1
340	ней есть	2	1
341	что если	1	1
342	и абсолютное	1	1
343	в которой	2	1
344	среды и	1	1
