N	2gram	Bakhtin_sl_1	FransuaR
1	и в	41	41
2	то есть	26	20
3	таким образом	9	19
4	у рабле	3	18
5	в этом	12	15
6	как и	4	14
7	и все	4	14
8	то же	14	13
9	все эти	9	13
10	в этой	1	13
11	мы уже	2	12
12	в его	13	12
13	в себе	3	11
14	как мы	8	11
15	в том	3	11
16	прежде всего	8	11
17	так и	11	10
18	в то	14	10
19	все это	5	10
20	в своем	3	9
21	не в	7	9
22	же время	12	9
23	и его	14	9
24	в качестве	3	9
25	но и	16	9
26	но в	8	8
27	и от	4	8
28	по существу	3	8
29	в нем	30	7
30	вовсе не	7	7
31	в них	6	7
32	как бы	12	7
33	и не	16	7
34	в романе	21	7
35	и до	1	6
36	ни в	1	6
37	о том	3	6
38	мы видим	2	6
39	только в	6	6
40	это не	6	6
41	есть в	1	6
42	для него	3	6
43	у него	3	6
44	с помощью	1	6
45	все они	7	6
46	как в	8	5
47	и к	5	5
48	не только	16	5
49	в плане	6	5
50	на этом	2	5
51	мы видели	1	5
52	точки зрения	16	5
53	потому что	2	5
54	всего в	1	5
55	и это	1	5
56	в ней	4	5
57	к нему	5	5
58	на одном	1	5
59	и у	2	5
60	что и	1	5
61	вместе с	1	5
62	так же	2	5
63	и для	4	5
64	а в	6	5
65	к этому	2	5
66	место в	1	4
67	в сущности	13	4
68	момент в	1	4
69	и на	14	4
70	хотя и	2	4
71	целый ряд	1	4
72	и наконец	4	4
73	та же	1	4
74	он не	3	4
75	и с	4	4
76	должно быть	2	4
77	том что	2	4
78	одном из	1	4
79	но он	2	4
80	одна из	2	4
81	ничего не	4	4
82	рядом с	4	4
83	в виду	1	4
84	из одного	2	4
85	и здесь	3	4
86	влияние на	1	4
87	слов и	2	4
88	может быть	14	4
89	в более	1	4
90	было бы	3	4
91	мира в	1	4
92	все что	1	4
93	например в	2	3
94	он может	2	3
95	и есть	1	3
96	из самых	1	3
97	с точки	8	3
98	той же	2	3
99	с ее	4	3
100	он был	1	3
101	во всех	17	3
102	кроме того	4	3
103	его к	1	3
104	от этого	2	3
105	выражение в	3	3
106	и те	2	3
107	лица и	1	3
108	так сказать	5	3
109	при этом	6	3
110	но именно	4	3
111	и по	2	3
112	в нее	1	3
113	связанные с	3	3
114	его в	3	3
115	несмотря на	1	3
116	в своей	7	3
117	таким же	1	3
118	в их	4	3
119	не должно	3	3
120	сам он	1	3
121	в отношении	6	3
122	очень часто	1	3
123	все то	1	3
124	мы найдем	3	3
125	свою очередь	2	3
126	смерти в	1	3
127	можно было	2	3
128	иногда в	2	3
129	связанных с	4	3
130	и вся	1	3
131	о нем	4	3
132	все его	4	3
133	нас в	2	3
134	в форме	1	3
135	поэтому и	3	3
136	из них	3	3
137	и их	1	3
138	в одном	2	3
139	так как	3	3
140	в ряде	1	3
141	не на	5	3
142	не было	3	3
143	ничем не	1	3
144	в руках	1	3
145	не может	14	3
146	названных нами	1	3
147	и потому	4	3
148	в той	10	3
149	в это	1	3
150	но это	1	3
151	с ними	3	3
152	в свою	3	3
153	не знает	1	3
154	которым он	1	3
155	того же	6	3
156	есть и	1	3
157	жизни и	1	3
158	и другие	1	3
159	и эта	2	3
160	ту же	4	2
161	также и	3	2
162	и движение	1	2
163	и то	2	2
164	на самом	2	2
165	и так	1	2
166	явления и	1	2
167	оно было	2	2
168	из всех	1	2
169	есть не	1	2
170	со всех	1	2
171	мы не	2	2
172	что между	1	2
173	в которой	4	2
174	но по	2	2
175	и заставляет	2	2
176	на другом	1	2
177	еще не	4	2
178	в которых	1	2
179	время в	1	2
180	оно ни	1	2
181	с его	4	2
182	а следовательно	1	2
183	а только	1	2
184	точка зрения	8	2
185	отношение к	7	2
186	не просто	1	2
187	в течение	1	2
188	в одной	1	2
189	первых двух	1	2
190	перед нами	4	2
191	более или	3	2
192	где все	1	2
193	имеем в	1	2
194	и ограничений	1	2
195	они в	2	2
196	свое время	1	2
197	одно и	2	2
198	человека в	1	2
199	значительной степени	1	2
200	что все	2	2
201	и может	3	2
202	это было	1	2
203	но их	1	2
204	с этим	3	2
205	в реальном	1	2
206	далеко не	5	2
207	мы имеем	1	2
208	брань и	1	2
209	и разнообразие	1	2
210	в этих	2	2
211	места в	1	2
212	или менее	3	2
213	том и	2	2
214	новые и	1	2
215	на всю	3	2
216	находит свое	1	2
217	дело не	2	2
218	дело в	1	2
219	здесь на	1	2
220	в процессе	4	2
221	человек может	1	2
222	вперед в	1	2
223	следовательно и	3	2
224	все свои	2	2
225	явление в	2	2
226	все явления	1	2
227	конечно ни	1	2
228	так называемый	1	2
229	этом отношении	1	2
230	глубокое различие	1	2
231	они как	2	2
232	не знаем	1	2
233	к тому	3	2
234	не есть	2	2
235	оно не	6	2
236	должен быть	1	2
237	правда не	2	2
238	в себя	1	2
239	с самого	1	2
240	роль в	2	2
241	на том	2	2
242	никогда не	3	2
243	здесь как	1	2
244	особенно в	1	2
245	во все	1	2
246	жизнь и	1	2
247	остановимся на	2	2
248	в разных	3	2
249	находится в	1	2
250	в построении	2	2
251	связанное с	1	2
252	а также	2	2
253	одного из	2	2
254	в значительной	1	2
255	и во	3	2
256	бы в	1	2
257	еще более	5	2
258	все время	3	2
259	в литературе	1	2
260	того что	3	2
261	и самая	2	2
262	оно и	4	2
263	тот же	1	2
264	одной из	3	2
265	и ее	3	2
266	со всеми	1	2
267	уже не	2	2
268	в большинстве	10	2
269	только на	2	2
270	же в	1	2
271	большинстве случаев	6	2
272	и других	3	2
273	характерно что	2	2
274	и со	1	2
275	входят в	1	2
276	них и	1	2
277	это движение	1	2
278	в особенности	8	2
279	именно в	3	2
280	и др	14	2
281	теоретическое выражение	1	2
282	а на	2	2
283	он только	1	2
284	был в	1	2
285	до конца	12	2
286	а не	15	2
287	его как	2	2
288	единой плоскости	1	2
289	формах и	3	2
290	может иметь	1	2
291	и глубокое	2	2
292	может стать	1	2
293	по своему	2	2
294	в данном	3	2
295	и оценок	3	2
296	своего времени	1	2
297	в состоянии	1	2
298	которые были	1	2
299	например у	1	2
300	для рабле	1	2
301	которое он	1	2
302	или в	8	2
303	имеет дело	2	2
304	в результате	3	2
305	о котором	1	2
306	у них	2	2
307	интерес к	2	2
308	с ним	7	2
309	ни было	2	2
310	одновременно и	2	2
311	бы оно	1	2
312	в свое	3	2
313	во всяком	7	2
314	от этой	2	1
315	одним из	4	1
316	с жизнью	1	1
317	и через	1	1
318	как его	5	1
319	сын и	1	1
320	тех же	1	1
321	между всеми	1	1
322	в первом	3	1
323	характерное для	1	1
324	речи на	1	1
325	ведь и	1	1
326	с таким	1	1
327	свой мир	1	1
328	его не	1	1
329	в несколько	1	1
330	а как	2	1
331	поколений и	2	1
332	в первый	1	1
333	именно к	1	1
334	слово о	1	1
335	оба эти	1	1
336	время как	2	1
337	бы ни	3	1
338	они были	2	1
339	но даже	1	1
340	конечно и	2	1
341	вставные новеллы	1	1
342	внешние признаки	1	1
343	речь эта	1	1
344	не остается	1	1
345	героев в	1	1
346	всех сторон	1	1
347	форма построения	1	1
348	именно эти	1	1
349	не был	1	1
350	разобранных нами	1	1
351	заложены в	1	1
352	этим не	1	1
353	там и	1	1
354	его так	1	1
355	в ее	2	1
356	но не	2	1
357	бы его	2	1
358	предмета его	1	1
359	абстрактный момент	2	1
360	есть своя	1	1
361	свою жизнь	1	1
362	менее всего	1	1
363	в новом	1	1
364	отличие от	1	1
365	причем отдельные	1	1
366	в едином	1	1
367	эта роль	1	1
368	до наших	1	1
369	за пределы	4	1
370	что они	2	1
371	в настоящем	1	1
372	в истории	3	1
373	его на	1	1
374	и языки	1	1
375	к данному	1	1
376	и нет	1	1
377	все же	7	1
378	лишь абстрактный	1	1
379	нами в	2	1
380	их они	1	1
381	них он	1	1
382	и этим	3	1
383	в самом	5	1
384	этот новый	1	1
385	он в	5	1
386	и они	1	1
387	время этот	1	1
388	другом случае	2	1
389	чем его	1	1
390	не могла	2	1
391	вследствие этого	1	1
392	жизнью и	1	1
393	все ее	1	1
394	время и	2	1
395	к миру	1	1
396	всем своем	1	1
397	различные формы	2	1
398	не как	4	1
399	мир как	1	1
400	и которые	1	1
401	поэтому оно	1	1
402	по аналогии	1	1
403	именно это	1	1
404	в основу	1	1
405	том же	4	1
406	встречаются и	1	1
407	в каждом	4	1
408	смысле в	3	1
409	где нет	2	1
410	и лица	1	1
411	как к	2	1
412	из разновидностей	1	1
413	и иных	2	1
414	форму и	1	1
415	в свой	1	1
416	эта игра	2	1
417	и тем	2	1
418	данном случае	3	1
419	ведь в	1	1
420	в жизни	1	1
421	смерть и	1	1
422	в ином	1	1
423	все слова	3	1
424	для них	2	1
425	но уже	1	1
426	логических и	1	1
427	этого не	1	1
428	в слове	7	1
429	и уже	1	1
430	чем в	1	1
431	лживой серьезности	1	1
432	и некоторые	1	1
433	автора и	4	1
434	и становится	1	1
435	об особом	1	1
436	это ощущение	1	1
437	как все	1	1
438	наших дней	1	1
439	и без	1	1
440	возможности в	2	1
441	всяком случае	5	1
442	в котором	2	1
443	и степени	1	1
444	самого слова	1	1
445	мы говорили	1	1
446	мы называем	1	1
447	из области	1	1
448	эпиграфом к	1	1
449	которые в	3	1
450	ограниченности и	1	1
451	речи в	4	1
452	уже сказали	2	1
453	даже в	2	1
454	же мы	1	1
455	при всех	2	1
456	а иногда	3	1
457	она не	3	1
458	и по-новому	1	1
459	эпох в	1	1
460	самого начала	1	1
461	эти формы	1	1
462	на котором	1	1
463	одной плоскости	1	1
464	ее с	1	1
465	и форм	2	1
466	в основе	5	1
467	взглянуть на	1	1
468	весь роман	1	1
469	для всего	1	1
470	того и	1	1
471	как два	1	1
472	преимущественно в	4	1
473	только и	1	1
474	правда в	1	1
475	с одним	1	1
476	слиты и	1	1
477	показывает как	1	1
478	это отношение	2	1
479	к концу	1	1
480	по своей	1	1
481	и лживой	1	1
482	объединять в	1	1
483	со своим	5	1
484	связи с	2	1
485	в сознании	2	1
486	ему не	2	1
487	в стиле	1	1
488	у нас	2	1
489	среди них	1	1
490	не могут	3	1
491	он и	1	1
492	есть только	1	1
493	слове но	1	1
494	в других	3	1
495	его за	1	1
496	вокруг него	2	1
497	с полной	1	1
498	здесь они	1	1
499	и свое	1	1
500	основной особенности	1	1
501	время он	1	1
502	и ничем	1	1
503	и самое	2	1
504	и о	2	1
505	полной очевидностью	1	1
506	определенного и	1	1
507	и чистым	1	1
508	здесь не	2	1
509	с сохранением	1	1
510	характер и	1	1
511	дает им	2	1
512	зрения не	2	1
513	так в	2	1
514	на свой	1	1
515	дано в	1	1
516	различие между	1	1
517	не с	2	1
518	на которую	1	1
519	и глубины	1	1
520	чем у	1	1
521	принимая его	1	1
522	остаться в	1	1
523	он к	1	1
524	выходит за	3	1
525	образом в	3	1
526	иного порядка	1	1
527	но здесь	3	1
528	в таком	1	1
529	тем чем	3	1
530	все дело	1	1
531	именно потому	1	1
532	на все	2	1
533	в другом	2	1
534	язык и	10	1
535	и что	1	1
536	его жизни	1	1
537	притом в	1	1
538	от своего	1	1
539	аналогии с	1	1
540	в которое	1	1
541	но только	1	1
542	оно лишь	2	1
543	в различных	1	1
544	по их	1	1
545	этот элемент	2	1
546	исторического становления	2	1
547	мир и	1	1
548	от них	1	1
549	переходит в	3	1
550	замкнутое и	1	1
551	существенную роль	1	1
552	богатство и	1	1
553	в другой	2	1
554	наконец в	2	1
555	действительности в	1	1
556	но она	1	1
557	в лучшем	2	1
558	и она	1	1
559	и могли	1	1
560	в него	3	1
561	не оспаривает	1	1
562	видим что	1	1
563	в двух	1	1
564	ли он	4	1
565	есть для	2	1
566	явления в	1	1
567	во всем	1	1
568	словом и	3	1
569	те которые	1	1
570	в литературу	1	1
571	между тем	2	1
572	в контексте	2	1
573	на которые	2	1
574	с которыми	2	1
575	себя в	9	1
576	так что	2	1
577	если мы	2	1
578	а напротив	1	1
579	затем следует	1	1
580	в чисто	2	1
581	же была	1	1
582	чем они	1	1
583	в виде	2	1
584	что по	1	1
585	самых основных	1	1
586	во втором	1	1
587	почти полностью	1	1
588	или даже	2	1
589	перехода из	1	1
590	его и	3	1
591	в известной	2	1
592	слова в	8	1
593	к ним	1	1
594	иногда и	1	1
595	свое выражение	2	1
596	слова рабле	1	1
597	к той	1	1
598	и делать	1	1
599	эти явления	1	1
600	вне ее	1	1
601	почти с	1	1
602	но эти	3	1
603	индивидуальность и	1	1
604	и даже	6	1
605	игра это	1	1
606	как только	3	1
607	последнем счете	1	1
608	осмысления и	2	1
609	как у	1	1
610	на этот	1	1
611	здесь в	4	1
612	по своим	6	1
613	уходит в	1	1
614	и прежде	1	1
615	по всей	3	1
616	органическая часть	1	1
617	и крайняя	1	1
618	героя и	1	1
619	увидим и	1	1
620	различных формах	1	1
621	и самый	1	1
622	более того	3	1
623	самое слово	1	1
624	однако и	1	1
625	на весь	1	1
626	для романа	2	1
627	и непосредственно	5	1
628	один из	4	1
629	о чем	1	1
630	знает только	2	1
631	и слово	2	1
632	ближе к	1	1
633	эти особенности	1	1
634	почву для	1	1
635	в разрушении	1	1
636	на фоне	7	1
637	но оно	3	1
638	связь с	2	1
639	нет ничего	1	1
640	в частности	2	1
641	не были	3	1
642	в переводе	1	1
643	эта идея	1	1
644	относятся к	1	1
645	новом свете	1	1
646	почти вовсе	5	1
647	от непрерывного	1	1
648	автора в	2	1
649	в речах	2	1
650	которое по	1	1
651	к другому	1	1
652	этого типа	2	1
653	эта форма	3	1
654	такого рода	2	1
655	романного целого	2	1
656	мы остановимся	1	1
657	он их	2	1
658	и там	3	1
659	первом случае	2	1
660	и внешне	1	1
661	образом на	1	1
662	как целое	1	1
663	и оценка	1	1
664	мы сказали	4	1
665	его образа	1	1
666	с этой	3	1
667	и формы	4	1
668	слова и	13	1
669	самом же	1	1
670	голоса и	1	1
671	в основном	3	1
672	глубины и	1	1
673	между прочим	1	1
674	в начале	1	1
675	ибо он	2	1
676	и где	1	1
677	при всем	3	1
678	культуры и	1	1
679	слова из	1	1
680	жив и	1	1
681	и слова	1	1
682	души в	1	1
683	от него	1	1
684	лишь как	3	1
685	степени чем	1	1
686	тем более	1	1
687	отношении не	1	1
688	на языке	1	1
689	же деле	1	1
690	определяется его	1	1
691	в системе	1	1
692	всеми его	1	1
693	всякий смысл	1	1
694	между ними	2	1
695	с ней	2	1
696	на смену	1	1
697	сказать что	2	1
698	больших и	1	1
699	от всех	1	1
700	дело с	1	1
701	в последнем	1	1
702	всем формам	1	1
703	может объединять	1	1
704	из этого	3	1
705	формы его	1	1
706	в каком	1	1
707	речи как	1	1
708	свое и	1	1
709	для эпохи	1	1
710	как на	1	1
711	они не	1	1
712	которая не	3	1
