N	3gram	Bakhtin_Fr_5	Komedia
1	до сих пор	3	9
2	в том что	6	9
3	в самом деле	1	6
4	для того чтобы	6	6
5	в свою очередь	1	6
6	в то же	9	4
7	о том что	1	4
8	то же время	9	4
9	к тому же	2	4
10	по отношению к	1	3
11	о том как	2	3
12	с точки зрения	2	3
13	вместе с тем	1	3
14	здесь нет и	1	3
15	в связи с	5	3
16	и речи о	1	3
17	и в самом	1	3
18	тем не менее	1	3
19	то же самое	2	3
20	хотя и не	1	2
21	что он не	1	2
22	он и не	1	2
23	в этом отношении	5	2
24	только для того	1	2
25	дошедших до нас	1	2
26	в то время	2	2
27	в конечном счете	1	2
28	что и в	1	2
29	именно потому что	1	2
30	потому что он	3	1
31	и в своей	1	1
32	в г в	1	1
33	в том числе	4	1
34	сих пор еще	2	1
35	во время своего	1	1
36	мы еще вернемся	1	1
37	и в то	1	1
38	рассказывает о том	1	1
39	они принадлежат к	1	1
40	в отличие от	2	1
41	на базарной площади	1	1
42	по тому же	2	1
43	независимо от того	1	1
44	в своем доме	1	1
45	и в частности	1	1
46	того чтобы не	1	1
47	в самом начале	1	1
48	не упускает случая	1	1
49	правда не о	1	1
50	в течение всей	1	1
51	но вместе с	1	1
52	как бы в	2	1
53	и мы можем	1	1
54	сих пор не	1	1
55	по своему характеру	1	1
56	хотя он и	1	1
57	так же точно	1	1
58	с тем он	1	1
59	так и в	1	1
60	можно сказать что	2	1
61	ничего общего с	1	1
62	на фоне этих	1	1
63	в основе своей	1	1
64	мы находим у	1	1
65	после того как	1	1
66	по этому поводу	1	1
67	друг от друга	1	1
68	друг с другом	2	1
69	так как он	1	1
70	не нуждается в	2	1
71	пор не было	1	1
72	том числе и	2	1
73	взад и вперед	1	1
