N	2gram	Bakhtin_Fr_2	slovoVRo
1	в романе	9	46
2	и в	49	39
3	может быть	5	37
4	и его	17	33
5	то есть	32	26
6	не только	17	24
7	и не	15	22
8	но и	13	21
9	не может	7	20
10	в нем	9	19
11	до конца	2	17
12	в этом	15	16
13	все это	9	16
14	так и	6	15
15	а не	1	14
16	как в	1	13
17	в пределах	2	13
18	слова в	1	13
19	во всех	6	12
20	в истории	6	11
21	вовсе не	10	10
22	к своему	1	9
23	и с	6	9
24	не в	1	9
25	языка и	1	9
26	таким образом	7	8
27	оно не	1	8
28	прежде всего	19	8
29	точки зрения	6	8
30	еще не	2	7
31	с его	5	7
32	в него	2	7
33	при этом	5	7
34	его слова	1	7
35	в этих	4	7
36	для него	9	7
37	с ним	4	7
38	никогда не	5	7
39	могут быть	2	7
40	как мы	7	7
41	в его	18	7
42	и даже	2	7
43	и потому	5	7
44	как бы	11	7
45	в сущности	8	6
46	но не	5	6
47	в своем	5	6
48	все же	7	6
49	и к	4	6
50	но в	4	6
51	все эти	7	6
52	так сказать	1	6
53	значительной степени	2	6
54	в них	13	6
55	как и	11	6
56	она не	1	6
57	в значительной	3	6
58	в большинстве	1	6
59	человек в	2	6
60	там где	4	6
61	этом случае	1	6
62	жизни и	7	6
63	например в	1	5
64	это не	1	5
65	том что	4	5
66	слово и	1	5
67	не могут	1	5
68	но все	4	5
69	с другой	4	5
70	романа в	1	5
71	один из	7	5
72	в том	3	5
73	с ними	1	5
74	с одной	3	5
75	конечно не	1	5
76	и их	1	5
77	одной стороны	3	5
78	большинстве случаев	1	5
79	в плане	3	5
80	и для	1	5
81	только в	13	5
82	для нас	1	5
83	и все	3	5
84	и наконец	1	5
85	отношения к	4	4
86	и на	17	4
87	по отношению	1	4
88	отношение к	8	4
89	сливается с	1	4
90	связанные с	2	4
91	всех этих	3	4
92	то же	7	4
93	его в	1	4
94	входит в	1	4
95	в новое	2	4
96	ни в	3	4
97	в отношении	2	4
98	не менее	1	4
99	в то	6	4
100	одна из	4	4
101	эти формы	2	4
102	же время	6	4
103	или как	1	4
104	во всем	3	4
105	здесь не	2	4
106	для этого	1	4
107	но здесь	3	4
108	наконец в	3	4
109	поэтому и	1	4
110	и других	3	4
111	так как	6	4
112	даже и	2	4
113	особый язык	1	4
114	и др	9	4
115	себя и	1	4
116	с помощью	1	4
117	на фоне	2	4
118	xix века	2	4
119	в основном	5	4
120	в смысле	2	4
121	а в	4	4
122	слова с	1	4
123	отношению к	1	4
124	должна быть	1	3
125	собственном смысле	2	3
126	той же	1	3
127	единство и	1	3
128	человека и	3	3
129	роман в	1	3
130	в чем	1	3
131	в собственном	3	3
132	стороны и	1	3
133	перед нами	1	3
134	и как	1	3
135	с их	6	3
136	борьбы с	1	3
137	со всею	1	3
138	на этом	1	3
139	сознание и	1	3
140	лишь в	4	3
141	еще раз	2	3
142	с точки	5	3
143	точку зрения	2	3
144	его от	1	3
145	связи с	2	3
146	этом отношении	3	3
147	в ней	2	3
148	романе в	1	3
149	и дальше	1	3
150	к нему	3	3
151	что и	1	3
152	в бытовой	1	3
153	слов и	1	3
154	в свете	1	3
155	всех его	1	3
156	этого процесса	3	3
157	у него	2	3
158	отметить что	1	3
159	рядом с	6	3
160	в особенности	5	3
161	связан с	3	3
162	здесь в	6	3
163	в свою	1	3
164	связано с	2	3
165	смысла и	2	3
166	и интерпретации	2	3
167	если она	1	3
168	и там	1	3
169	как к	2	3
170	и от	1	3
171	но это	2	3
172	и часто	1	3
173	что в	2	3
