N	3gram	Losev_Vesc_1	Problemy
1	с точки зрения	3	9
2	до сих пор	1	8
3	не может быть	6	8
4	в то же	1	5
5	друг с другом	1	5
6	в самом деле	4	4
7	более или менее	1	3
8	как раз и	1	3
9	с самим собою	2	3
10	сам по себе	3	3
11	с другой стороны	2	3
12	а следовательно и	1	2
13	по своей природе	1	2
14	дело в том	2	2
15	мы уже сказали	1	2
16	сами по себе	3	2
17	можно было бы	1	2
18	в том что	4	2
19	том или другом	1	2
20	о том что	4	2
21	в свое время	2	2
22	можно сказать что	3	2
23	сама по себе	3	2
24	и не в	1	2
25	а не я	2	1
26	только с самим	1	1
27	не может не	1	1
28	а не к	1	1
29	представим себе что	1	1
30	в той или	2	1
31	и еще один	1	1
32	но и она	1	1
33	и без всякого	2	1
34	и даже не	3	1
35	одной стороны и	1	1
36	себе как к	2	1
37	и во всех	1	1
38	они вовсе не	1	1
39	мы переходим к	1	1
40	в той же	1	1
41	не вещь а	1	1
42	так как мы	1	1
43	на самом же	1	1
44	в себе и	1	1
45	резко отличается от	1	1
46	таким образом между	1	1
47	может быть или	1	1
48	что мы имеем	1	1
49	одно и то	4	1
50	это совершенно не	2	1
51	даже и не	1	1
52	знает и понимает	2	1
53	в том или	1	1
54	и есть подлинная	1	1
55	так же как	1	1
56	в данном случае	2	1
57	да и сама	1	1
58	остановиться несколько подробнее	1	1
59	смысле это не	1	1
60	мы не знаем	1	1
61	с одной стороны	3	1
62	в конце концов	2	1
63	у нее нет	1	1
64	себе не только	1	1
65	и то же	4	1
66	может обойтись без	1	1
67	слово и не	1	1
68	мы будем говорить	1	1
69	между собою и	2	1
70	то что мы	2	1
71	по сравнению с	6	1
72	так или иначе	4	1
73	все же не	1	1
74	с нею и	1	1
75	ни на что	1	1
76	потому что она	1	1
77	не только к	2	1
78	жизни не может	1	1
79	понимать себя и	1	1
80	во всяком случае	2	1
81	но только в	1	1
82	а затем и	2	1
83	самом же деле	1	1
84	себя самого все	1	1
85	самом деле в	1	1
86	к себе как	2	1
87	только на то	1	1
88	точки зрения этого	1	1
89	была бы совершенно	1	1
90	как бы вбирает	1	1
91	в собственном смысле	2	1
92	то что не	2	1
93	по себе что	1	1
94	не только в	4	1
95	как мы знаем	1	1
96	не может обойтись	1	1
97	есть прежде всего	2	1
98	к тому что	2	1
99	но самое главное	2	1
100	и для всякого	1	1
