N	3gram	Voloshinov_1	Psycholo
1	в том что	3	9
2	не может быть	13	8
3	в самом деле	9	7
4	во всяком случае	2	6
5	само по себе	1	5
6	этой точки зрения	1	5
7	подобно тому как	1	5
8	с другой стороны	5	5
9	с одной стороны	1	5
10	для того чтобы	3	5
11	с этой точки	1	4
12	так же как	2	4
13	и той же	2	3
14	до сих пор	8	3
15	в отличие от	5	3
16	ни в какой	1	3
17	одной и той	2	3
18	в конце концов	3	3
19	не только не	1	3
20	более или менее	1	2
21	в настоящее время	6	2
22	в этом смысле	2	2
23	то же самое	3	2
24	с точки зрения	20	2
25	в таком случае	2	2
26	не было бы	1	2
27	в этом отношении	3	2
28	отношения базиса и	2	2
29	в применении к	1	2
30	из которых каждая	1	2
31	так как они	1	2
32	в последнее время	1	2
33	в целом ряде	1	2
34	а в том	1	2
35	в русском языке	1	2
36	от того что	2	2
37	так и в	1	2
38	только на почве	2	2
39	другой стороны и	1	2
40	и в самом	1	2
41	смысле этого слова	2	2
42	сама по себе	2	2
43	на самом деле	1	2
44	тем не менее	2	2
45	не может стать	1	2
46	и в сущности	1	1
47	и того же	5	1
48	а следовательно и	1	1
49	тех пор пока	2	1
50	в основе своей	1	1
51	и в результате	1	1
52	идет именно о	1	1
53	в чем же	2	1
54	какой степени не	1	1
55	не следует что	1	1
56	оно может быть	1	1
57	представители этой школы	1	1
58	одним и тем	1	1
59	тот и другой	1	1
60	наук о духе	1	1
61	есть прежде всего	1	1
62	в том числе	2	1
63	том что он	1	1
64	что и для	1	1
65	же как и	2	1
66	выходит за пределы	1	1
67	социальной жизни в	1	1
68	именно то что	1	1
69	сами по себе	1	1
70	вызывают к жизни	1	1
71	таким образом как	1	1
72	точном смысле этого	1	1
73	независимо от того	1	1
74	совершенно так же	1	1
75	в направлении к	5	1
76	при этом она	1	1
77	может быть только	1	1
78	к жизни и	1	1
79	отнюдь не является	3	1
80	ту или иную	1	1
81	мы полагаем что	1	1
82	и более или	1	1
83	в первом случае	3	1
84	и тем же	1	1
85	дело идет о	1	1
86	из виду что	1	1
87	не только в	1	1
88	лежит в основе	1	1
89	мы скажем что	1	1
90	и не было	1	1
91	может быть дано	1	1
92	одну из этих	1	1
93	не могут быть	2	1
94	в какой степени	2	1
95	что почти все	1	1
96	и в науке	1	1
97	это и есть	2	1
98	одни и те	5	1
99	в связи с	7	1
100	могут быть сведены	1	1
101	своем чистом виде	1	1
102	и тот и	1	1
103	и не без	1	1
104	как мы знаем	5	1
105	вместо того чтобы	1	1
106	и объективная психология	1	1
107	принципиальное различие между	1	1
108	в своем чистом	1	1
109	один и тот	3	1
110	в широком смысле	1	1
111	и во всяком	1	1
112	хотя бы только	1	1
113	совершенно независимо от	2	1
114	а не наоборот	2	1
115	до тех пор	2	1
116	не существует для	1	1
117	может быть в	1	1
118	быть сведены к	2	1
119	в свою очередь	2	1
120	мы на самом	1	1
121	с самого начала	4	1
122	вопрос о том	2	1
123	и его школы	1	1
124	если мы скажем	2	1
125	в этом вопросе	2	1
126	можно сказать что	3	1
127	в ту или	1	1
128	и те же	5	1
129	одного и того	5	1
130	или совсем не	1	1
131	что в каждом	1	1
132	точки зрения она	1	1
133	марксистской науки об	1	1
134	и ту же	1	1
135	и там и	1	1
136	и не дает	1	1
137	одну и ту	1	1
138	там и здесь	1	1
139	в своей основе	1	1
140	том числе и	2	1
141	и тот же	3	1
