N	3gram	Voloshinov_1	Psycholo
1	в самом деле	2	18
2	в том что	1	11
3	с точки зрения	6	9
4	то же самое	1	8
5	для того чтобы	1	8
6	мы увидим что	1	7
7	все то что	2	6
8	с самого начала	4	6
9	до сих пор	3	5
10	с одной стороны	1	5
11	и в этом	2	3
12	о том что	2	3
13	на самом деле	4	2
14	от своего имени	1	2
15	и та же	1	2
16	вместе с тем	1	2
17	что в этой	1	2
18	на наших глазах	1	2
19	в данном случае	1	2
20	смысл и значение	1	2
21	во всяком случае	3	2
22	мы не можем	1	2
23	в том смысле	1	2
24	по аналогии с	2	2
25	и мы можем	1	2
26	все же в	1	2
27	течение своей жизни	1	1
28	и столь же	1	1
29	так ли это?	1	1
30	имеем в виду	1	1
31	и может быть	2	1
32	что эти два	1	1
33	нам кажется что	2	1
34	есть в сущности	1	1
35	в этом отношении	1	1
36	можно было бы	1	1
37	она может быть	1	1
38	с этой точки	1	1
39	полном согласии с	1	1
40	что он действительно	1	1
41	в применении к	1	1
42	и как мы	1	1
43	как один из	1	1
44	время говорит о	1	1
45	то что можно	1	1
46	а с другой	1	1
47	едва ли от	1	1
48	все время говорит	1	1
49	одна и та	1	1
50	а на самом	1	1
51	самом деле в	1	1
52	этой точки зрения	1	1
53	и посвящена настоящая	1	1
54	по сравнению с	3	1
55	каждого из этих	1	1
56	мы можем сказать	2	1
57	в себя и	1	1
58	мы знаем что	1	1
59	можно сказать что	3	1
60	или во всяком	1	1
61	в течение своей	1	1
62	из всего сказанного	1	1
63	таким образом и	1	1
64	в полном согласии	1	1
65	не может быть	3	1
66	по его мнению	1	1
67	в высшей степени	1	1
68	только для того	1	1
69	подобно тому как	1	1
70	и можно сказать	1	1
71	и только для	2	1
