N	2gram	Bakhtin_sl_1	Dialekti
1	не есть	2	47
2	и не	16	30
3	может быть	14	20
4	не только	16	19
5	и в	41	19
6	и т	28	17
7	а не	15	16
8	в себе	3	15
9	т д	5	15
10	что она	1	14
11	потому что	2	14
12	в том	3	14
13	так как	3	14
14	и даже	6	14
15	как бы	12	14
16	вовсе не	7	13
17	то же	14	12
18	точки зрения	16	12
19	не просто	1	12
20	но и	16	12
21	и все	4	12
22	в нем	30	10
23	ни в	1	10
24	как и	4	10
25	том что	2	10
26	сказать что	2	10
27	так и	11	10
28	это не	6	10
29	по крайней	1	9
30	никогда не	3	9
31	крайней мере	1	9
32	же и	2	9
33	не может	14	9
34	мы уже	2	8
35	в этом	12	8
36	в своей	7	8
37	с точки	8	8
38	не в	7	8
39	она не	3	8
40	прежде всего	8	8
41	и то	2	7
42	есть не	1	7
43	время как	2	7
44	так что	2	7
45	и к	5	7
46	должно быть	2	7
47	в поэзии	3	7
48	в душе	1	7
49	но что	1	7
50	совершенно не	2	7
51	но это	1	7
52	чтобы не	1	6
53	но не	2	6
54	что они	2	6
55	в то	14	6
56	и вообще	2	6
57	конечно не	3	6
58	что не	1	6
59	того что	3	6
60	да и	1	6
61	и может	3	6
62	личности и	1	6
63	есть и	1	6
64	жизни и	1	6
65	и потому	4	5
66	и это	1	5
67	жизнь и	1	5
68	же время	12	5
69	и его	14	5
70	и с	4	5
71	в виду	1	5
72	о том	3	5
73	и что	1	5
74	можно сказать	2	5
75	но как	1	5
76	не мешает	1	5
77	что и	1	5
78	с другой	5	5
79	и следовательно	7	5
80	по своему	2	5
81	в смысле	4	5
82	как раз	2	5
83	в самом	5	5
84	только в	6	5
85	и есть	1	4
86	поэзии и	4	4
87	еще не	4	4
88	или иное	1	4
89	за пределы	4	4
90	в одной	1	4
91	в своем	3	4
92	все же	7	4
93	нет никакой	1	4
94	та же	1	4
95	и если	1	4
96	при этом	6	4
97	он не	3	4
98	и по	2	4
99	одно и	2	4
100	таким образом	9	4
101	заключается в	1	4
102	как таковой	1	4
103	нисколько не	2	4
104	в одном	2	4
105	но он	2	4
106	все это	5	4
107	с ним	7	4
108	по своей	1	4
109	связи с	2	4
110	в таком	1	4
111	в каком	1	4
112	не могут	3	4
113	есть только	1	4
114	той или	9	4
115	без всякого	1	4
116	в ее	2	4
117	то или	1	4
118	в другом	2	4
119	может не	8	4
120	к нему	5	4
121	и только	1	4
122	ни с	1	4
123	то время	2	4
124	от того	1	4
125	в меру	1	4
126	могут быть	19	4
127	быть и	4	4
128	хотя бы	3	4
129	а в	6	4
130	другой стороны	4	4
131	же как	2	3
132	как мы	8	3
133	а только	1	3
134	в этой	1	3
135	с этим	3	3
136	кроме того	4	3
137	и где	1	3
138	от этого	2	3
139	себе как	1	3
140	всех этих	4	3
141	не значит	1	3
142	же не	1	3
143	и почти	3	3
144	его в	3	3
145	это было	1	3
146	было бы	3	3
147	в один	1	3
148	мы имеем	1	3
149	и уже	1	3
150	форма и	1	3
151	в этих	2	3
152	от поэтического	1	3
153	и более	1	3
154	даже в	2	3
155	не менее	1	3
156	ничего не	4	3
157	в разных	3	3
158	как только	3	3
159	но только	1	3
160	вещи и	1	3
161	это только	1	3
