N	2gram	Losev_Dial_2	Formalny
1	т е	30	32
2	и не	30	30
3	вовсе не	13	28
4	и в	19	27
5	может быть	20	25
6	не может	9	24
7	так и	10	21
8	и его	5	19
9	в этом	8	18
10	таким образом	4	18
11	а не	16	17
12	самом деле	4	16
13	точки зрения	12	16
14	то же	12	15
15	в нем	10	15
16	и пр	5	15
17	на самом	2	14
18	как и	10	14
19	с точки	8	14
20	не в	8	12
21	и т	17	11
22	в самом	5	11
23	в жизни	2	11
24	и от	3	11
25	не могут	4	10
26	но и	12	10
27	не только	19	9
28	как его	1	9
29	так как	14	9
30	так же	2	9
31	отнюдь не	6	8
32	как бы	14	8
33	при этом	4	8
34	ни в	10	8
35	как мы	3	8
36	только в	5	8
37	как раз	5	8
38	то что	14	8
39	и все	12	8
40	что в	7	8
41	тем же	2	7
42	с тем	2	7
43	не менее	3	7
44	же время	5	7
45	потому что	14	7
46	его в	3	7
47	между тем	2	7
48	в его	1	7
49	в том	14	7
50	если мы	2	7
51	там где	1	7
52	все это	4	7
53	совершенно не	7	7
54	в то	6	7
55	в искусстве	2	7
56	действительности и	1	6
57	еще не	4	6
58	и понимания	1	6
59	но в	2	6
60	все эти	2	6
61	т д	15	6
62	в своей	8	6
63	и ее	1	6
64	всяком случае	2	6
65	и теперь	1	6
66	все время	3	6
67	было бы	3	6
68	в литературе	1	6
69	что он	6	6
70	с другой	5	6
71	вместе с	2	6
72	в данном	3	6
73	все же	4	6
74	хотя бы	4	6
75	в своих	2	6
76	во всяком	2	6
77	в зависимости	2	5
78	зависимости от	2	5
79	совсем не	1	5
80	но не	6	5
81	в истории	2	5
82	в одной	4	5
83	независимо от	4	5
84	что именно	1	5
85	так сказать	1	5
86	без исключения	1	5
87	в каждом	2	5
88	оценка и	1	5
89	поэтическое произведение	2	5
90	если же	1	5
91	в ней	2	5
92	что они	6	5
93	в дальнейшем	1	5
94	никогда не	9	5
95	связи с	4	5
96	и их	3	5
97	т п	2	5
98	друг друга	1	5
99	тем что	2	5
100	и потому	5	5
101	тому как	1	5
102	что же	2	5
103	в результате	2	5
104	другой стороны	4	5
105	не есть	47	4
106	мы не	1	4
107	смысл и	2	4
108	он был	1	4
109	бы то	1	4
110	как в	2	4
111	и как	10	4
112	в целом	1	4
113	но ведь	2	4
114	бы ни	2	4
115	подобно тому	1	4
116	то ни	1	4
117	данном случае	2	4
118	в ее	4	4
119	мы знаем	1	4
120	том что	10	4
121	по себе	18	4
122	она не	8	4
123	в смысле	5	4
124	тогда когда	6	4
125	мы можем	1	4
126	могут быть	4	4
127	к тому	2	4
128	о том	5	4
129	же и	9	4
130	конечно не	6	4
131	уже в	4	4
132	только на	1	4
133	следует что	2	4
134	прежде всего	8	4
135	смысла и	2	4
136	в связи	4	4
137	как это	7	4
138	да и	6	4
139	слова и	1	4
140	из этого	1	4
141	жизни и	6	4
142	они не	3	4
143	же как	3	3
144	того же	1	3
145	должна быть	5	3
146	мы уже	8	3
147	мы и	1	3
148	в виду	5	3
149	литературы и	1	3
150	и на	1	3
151	время в	1	3
152	во всех	2	3
153	как таковая	1	3
154	нет и	1	3
155	бы и	2	3
156	что это	10	3
157	в себе	15	3
158	сливаются в	2	3
159	и с	5	3
160	те же	1	3
161	это не	10	3
162	действительности в	1	3
163	и тем	1	3
164	ее в	2	3
165	как таковой	4	3
166	в этих	3	3
167	от его	1	3
168	творчества и	1	3
169	и более	3	3
